index,detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
321,positive,positive,"[duży, delikatny, wykwintny, miejsce]","[do, można, duży, delikatny, się, być, syta, być, wykwintny, porcja, najeść, to, i, miejsce, danie, naprawdę, gdzie]",5.0,0.08823529411764706,"Jest to miejsce, gdzie można najeść się do syta. Porcje są naprawdę duże. Dania są wykwintne i delikatne.",18.0,17.0,4.0
322,positive,positive,"[ten, noga, miejsce, delikatny, wnętrze, restauracja, mężczyzna, przyjaciel, miła]","[ten, choć, świeżo, właśnie, wrócić, noga, podać, urok, dla, to, być, polecać, posiłki, miejsce, delikatny, wnętrze, czysto, nie, restauracja, powalać, mężczyzna, i, oraz, porcja, zaleta, polędwiczka, przyjaciel, obsługa, zewnątrz, z, miła, zachwycać]",5.0,0.125,"Właśnie wróciliśmy z JaDki i choć z zewnątrz miejsce nie zachwyca urokiem to wnętrze i podane posiłki powalają z nóg! Świeżo, czysto, oraz miła obsługa, to zalety tej restauracji.
Polecam polędwiczkę z dzika-bardzo delikatna i kaczkę-duża porcja dla mężczyzny.
byliśmy z przyjaciółmi z Norwegii i...Więcej",45.0,32.0,9.0
323,positive,positive,"[kolacja, wystrój, elegancki, różny, doskonały, osoba, wypadek, smak, dynia, pyszny, lekki]","[kolacja, sugerować, wystrój, począć, elegancki, być, aż, dla, zorganizować, na, różny, przez, krem, podsmażać, sałatka, wszystko, doskonały, osoba, być, zarazem, śledzić, grupa, przystawka, wypadek, moi, smak, dynia, a, pyszny, i, od, o, po, pierog, lekki, swojski, naprawdę, kilka, w, menu, z, zupa]",5.0,0.05975056689342403,"Wystrój swojski , a zarazem elegancki. Byłam na kolacji zorganizowanej dla grupy kilku osób z sugerowanym menu. Wszystko było naprawdę pyszne. Począwszy od przystawek- doskonałych śledzi, podsmażanych pierogów o różnych smakach i lekkiej sałatki. Przez zupę- w moim wypadku krem z dyni. Aż po danie...Więcej",45.0,42.0,11.0
324,positive,positive,"[raz, wada, smaczny, miejsce, czas, dobry, wystrój, ciekawy, miła, jakiś]","[można, co, ale, jedzenie, być, się, raz, wada, cena, smaczny, miejsce, na, polecać, zdecydować, to, bardzo, jedyna, czas, trudno, się, dobry, zafundować, urzec, wystrój, ciekawy, i, luksus, obsługa, nieco, miła, miąć, jakiś]",5.0,0.08645833333333333,To miejsce urzekło mnie ciekawym wystrojem i dobrym jedzeniem. Trudno się zdecydować co jest smaczniejsze. Obsługa bardzo miła. Polecam. Jedyna wada to ceny. Ale raz na jakiś czas można sobie zafundować nieco luksusu.,33.0,32.0,10.0
325,positive,positive,"[każdy, raz, światowy, miejsce, biznesowy, zachwyt]","[być, razem, obsługa, jedzenie, do, rozpływać, spotkanie, za, każdy, moi, gościa, koniecznie, kilkanaście, tam, w, raz, i, na, organizacja, światowy, odwiedzenie, miejsce, si, biznesowy, zachwyt, poziom]",5.0,0.038461538461538464,"Byłem tam kilkanaście razy na spotkaniu biznesowym i za każdym razem moi goście rozpływali sie w zachwytach. Jedzenie, obsługa i organizacja na światowym poziomie. Miejsce do odwiedzenia. Koniecznie!",28.0,26.0,6.0
326,positive,positive,"[skromny, złoty]","[do, jedzenie, się, za, nie, cena, około, skromny, a, porcja, mieć, drugie, i, czego, złoty, bardzo, niestety, danie, dobre, zupa, przyczepić]",4.0,0.07142857142857142,"Jedzenie bardzo dobre, nie ma się do czego przyczepić, niestety porcje skromne a ceny baardzo wysokie..33 zł za zupę i około 50-60 zł za danie drugie..",26.0,21.0,2.0
327,positive,positive,"[smak, główny, wysokość, wnętrze, dyskretny, skwarka, raz, miła, smak, wrażenie, restauracja]","[zawsze, trafiać, do, staja, z, pierog, pod, ponieważ, piękne, dla, smak, na, ciasto, bardzo, główny, danie, wysokość, zwykły, wnętrze, dyskretny, skwarka, jakość, raz, deser, być, miąć, miła, powalać, smak, zadanie, już, a, kilka, wrażenie, i, restauracja, liczyć, obsługa, potraw]",5.0,0.05128205128205128,"Do restauracji Jadka trafiałam już kilka razy i zawsze jestem pod wrażeniem smaku potraw, pięknego wnętrza i bardzo miłej, dyskretnej obsługi. Zwykłe pierogi ze skwarkami powalają smakiem i jakością ciasta, a dania główne i desery zawsze stają na wysokości zadania. Ponieważ dla mnie liczy się...Więcej",45.0,39.0,11.0
328,positive,positive,"[aromatyczny, wystrój, odpowiednio, który, klarowny, malutki, mój, znajomy, który, domowy, pyszny, pyszny]","[aromatyczny, dużać, zaskoczyć, ale, wystrój, klimat, że, odpowiednio, pomimo, który, musza, przyznać, klarowny, ryba, malutki, to, mój, rosół, smakować, makaron, wbrew, znajomy, który, zamówić, nie, domowy, miąć, pyszny, i, porcja, mi, czysto, mile, naprawdę, kur, była, opinia, z, pyszny]",5.0,0.026495726495726492,"Wbrew opiniom znajomych muszę przyznać że mi smakowało , rosół z kury malutki ale naprawdę pyszny z domowym makaronem klarowny i aromatyczny, ryba którą zamówiłem była pyszna i odpowiednio duża porcja która mnie mile zaskoczyła, wystrój nie mój klimat ale pomimo to czysto i świeżo,...Więcej",45.0,39.0,12.0
329,negative,positive,"[ten, ten, wzgląd, drogi, znajomy, drugi, restauracja]","[chcieć, ten, czy, ten, z, dobrze, ale, za, bać, że, być, wzgląd, wręcz, tak, drogi, na, powiedzieć, jak, znajomy, przeciwnie, drugi, jednia, opinia, do, jedzenie, się, standard, restauracja, mówić, potraw, polskie, nie, jeśli, wśród, zjeść, uważać, i, ciut, pójść, dobre, jednak]",4.0,-0.0020325203252032514,"Poszedłem do tej restauracji ze względu na opinię wśród znajomych. Jedni mówili dobrze, drudzy wręcz przeciwnie. Powiem tak: jedzenie jest dobre, ale uważam, że ciut za drogie jak na ten standard. Jednak jeśli chce się zjeść dobre polskie potrawy i nie bać się czy tym...Więcej",45.0,41.0,7.0
330,negative,positive,"[pycha, idealny, raz, dzik, halibut, gorąco]","[być, pycha, zapiekać, zawsze, krem, idealny, raz, kilka, rewelacja, i, ty, polecać, dzik, halibut, gorąco, smacznie]",5.0,-0.3125,"Halibut rewelacja
Dzik idealny
Krem brulee zapiekany pycha
Gorąco polecam byłem ty kilka razy i zawsze smacznie.",17.0,16.0,6.0
331,negative,negative,"[były, ten, smaczny, wystrój, czas, karygodny, plama, skromny, bez]","[były, ten, smaczny, odpadać, miał, gdyby, z, ale, wystrój, toaleta, lokal, obrus, brak, zarzut, si, raczej, po, czas, być, jedzenie, klamka, jedzenie, spodziewać, pustka, nie, karygodny, taki, a, plama, klasa, mimo, skromny, i, czyścieć, ilość, bez, w, talerz, oczekiwanie]",3.0,-0.042735042735042736,"Jedzenie smaczne ale czas oczekiwania karygodny, mimo ze w lokalu były pustki. Ilość jedzenia raczej skromna. Wystrój byłby bez zarzutu gdyby obrus nie miał plam, talerz uszczerbień a w toalecie nie odpadała klamka i bylo czyściej- nie spodziewałam sie takich braków po tej klasie lokalu....Więcej",45.0,39.0,9.0
332,positive,positive,"[twardy, kurkowy, ogólnie, polędwica, smaczny, comber, cudowny, miła]","[drogo, królik, chwila, dosyć, twardy, wszystko, trzeba, sos, być, kurkowy, rozpływać, polecać, ogólnie, wieprzowy, bardzo, niestety, usta, być, jedzenie, polędwica, się, smaczny, w, comber, obsługa, mimo, trochę, i, poczekać, cudowny, była, z, miła]",4.0,0.14213564213564212,"Jedzenie bardzo smaczne, polędwica wieprzowa w sosie kurkowym rozpływała się w ustach, była cudowna, niestety comber z królika był trochę twardy, ogólnie dosyć drogo i chwilę trzeba było poczekać. Obsługa bardzo miła. Mimo wszystko polecam!",35.0,33.0,8.0
333,positive,negative,"[staropolski, wystrój, pomocny, ciekawy, poduszka, jaki, dań, drewno, miła]","[staropolski, obsługa, wystrój, trzeba, pomocny, cena, długo, na, ciekawy, my, haftować, poduszka, pojawiać, po, serweta, jaki, kosmos, cegła, jedzenie, się, ozdoba, więc, lody, podawać, zrekompensować, dań, wrażenia, i, kolej, poczekać, być, drewno, z, miła]",2.0,0.04411764705882353,"Wrażenia jakie się pojawiały po kolei:
1) ciekawy staropolski wystrój: drewno, cegła, haftowane serwety i ozdoby, poduszki (+)
2) miła i pomocna obsługa (+)
3) ceny dań - kosmos (-)
4) na jedzenie trzeba było długo poczekać, więc zrekompensowali nam podając lody limetkowe z likierem...Więcej",45.0,34.0,9.0
334,negative,negative,"[go, pani, znajomy, jeden, nim, który, wielki]","[nasz, taki, go, pani, się, być, zadbać, grupa, rzeczywiście, może, odejście, to, niestety, znajomy, lokal, po, jeden, jedzenie, nim, taka, on, nie, mówić, temu, lato, w, obsługa, który, kilka, przeszłość, mieć, odwiedzić, łagodnie, o, wielki, i, kto, zaproponować, jakość, być, z]",3.0,-0.024390243902439025,"Odwiedziliśmy lokal większą grupą. Zaproponował go jeden z naszych znajomych , który był w nim kilka lat temu i było fanstastycznie. Niestety to przeszłość. Może rzeczywiście po odejściu Pani Gessler nie ma kto zadbać o jego jakość. Jedzenie takie sobie. Obsługa łagodnie mówiąc taka sobie....Więcej",45.0,41.0,7.0
335,positive,positive,"[ten, zestaw, wnętrze, osoba, czerwony, pozytywny]","[zrobić, ten, wraz, zestaw, dla, faktycznie, na, wieprzowe, barszcz, jabłka, rezerwacja, bardzo, deser, robić, wnętrze, osoba, faszerować, się, oferta, wspomnieć, stolik, czerwony, odwiedzić, por, wykupić, pozytywny, lokal, w, skupić, z, rodzina, obiadowy]",5.0,0.005208333333333336,"odwiedziłam ten lokal wraz z rodziną w porze obiadowej,wcześniej zrobiłam rezerwację stolika.
wspomnieć należy,że wykupiłam ofertę grupon na zestaw obiadowy z deserem dla 2 osób.
wnętrze faktycznie robi bardzo pozytywne wrażenie,ale skupię się na daniach.zamówiliśmy barszcz czerwony z uszkami,żurek,polędwiczki wieprzowe z kurkami,kaczkę faszerowaną jabłkami i...Więcej",45.0,32.0,6.0
336,positive,positive,"[fantastyczny, polski, kuchnia, atmosfera, znajomy, wspaniały]","[fantastyczny, dla, jedzenie, polski, wrażenia, kuchnia, grupa, nasz, bardzo, atmosfera, znajomy, wspaniały, dobre]",5.0,0.15384615384615385,"fantastyczna kuchnia polska bardzo dobre jedzenie ,atmosfera wspaniałe wrażenia dla naszej grupy znajomych",13.0,13.0,6.0
337,positive,positive,"[fachowy, kolacja, wyborny, udany, wykwintny]","[jedzenie, fachowy, i, kolacja, trzeba, wyborny, stolik, niestety, wino, udany, wykwintny]",5.0,0.4696969696969697,"Wykwintne jedzenie, udana kolacja, wyborne wino i fachowa obsluga, czuc atmosfere, trzeba niestety rezerwowac stolik",15.0,11.0,5.0
338,positive,positive,"[czysty, elegancki, pełnia, rewelacyjny, wnętrze, który, wszystek, profesjonalny, pyszny, każdy]","[czysty, baranina, elegancki, zdecydowanie, zasługiwać, pełnia, no, na, kelnerski, polecać, rewelacyjny, to, danie, ozór, opinia, wnętrze, móc, który, w, jedzenie, sumienie, wszystek, profesjonalny, pierog, polecić, pyszny, każdy, i, oraz, wołowy, lokal, obsługa, dobre, z]",5.0,0.26464498843015466,"Rewelacyjny lokal w pełni zasługujący na wszystkie dobre opinie. Eleganckie wnętrza, profesjonalna obsługa kelnerska no i pyszne jedzenie. Ozór wołowy oraz pierogi z baraniną to dania, które mogę z czystym sumieniem polecić każdemu. Zdecydowanie polecam.",35.0,34.0,10.0
339,positive,positive,"[kulinarny, bezglutenowy, sportowy, świetny, miejsce, dawny, policzek, droga, doskonały, satysfakcja, wrocławski, odbicie, smak, dieta, były, kapitan]","[kulinarny, bezglutenowy, sportowy, świetny, kart, długo, znaleźć, móc, formia, my, miejsce, dawny, po, policzek, do, droga, doskonały, satysfakcja, wrocławski, nie, odbicie, towarzystwo, dorsz, a, wymyślny, smak, dieta, już, były, znaleźć, cytrusowy, podróż, w, z, kapitan]",5.0,0.16285714285714287,"Długo nie mogliśmy znaleźć miejsca, a dawne Wrocławskie już nie były nam po drodze do kulinarnej satysfakcji. Podróż po smakach, podróż w świetnym towarzystwie a kapitan w doskonałej formie, bezglutenowa wymyślna dieta sportowa rownież znalazła odbicie w karcie. Policzki z dorsza w cytrusowym towarzystwie? cudo;...Więcej",45.0,35.0,16.0
340,positive,positive,"[doskonały, który]","[doskonały, jedzenie, to, wyprzedzenie, zamówić, dzień, dobra, usługa, nasz, spędzić, wrócić, stół, z, należeć, który]",5.0,0.08,"Stół należy zamówić z wyprzedzeniem. Doskonałe jedzenie to dobra usługa, która spędziła nasz dzień. Wróćmy",15.0,15.0,2.0
341,positive,positive,"[ten, elegancki, wydanie, tradycyjny, wysoki, stary, nowy]","[zdarzyć, ten, znana, rok, ale, żeby, lepiej, elegancki, być, być, bywać, sprawdzić, wydanie, tradycyjny, wysoki, bardzo, inaczej, to, przed, danie, taki, podać, teraz, cena, się, dużo, skutkować, a, i, stary, mi, uzasadniać, nowy, w, na, pomysł, sposób]",5.0,0.015444015444015446,"Zdarzyło mi się bywać w Jadce przed laty.
Stary, ale sprawdzony pomysł był taki, żeby podać bardzo tradycyjne dania w eleganckim wydaniu uzasadniając w ten sposób wysoką cenę. A teraz? A teraz jest inaczej i to dużo lepiej. Nowy pomysł na znane dania skutkuje doskonałą...Więcej",45.0,37.0,7.0
342,positive,positive,"[kuchnia, główny, miejsce, negatywny, przemiły, satysfakcja, ten, pełny, wstęp, dobry]","[przeszłość, klimat, kuchnia, opinia, szef, na, danie, główny, my, bardzo, miejsce, negatywny, zdecydować, przystawka, przemiły, satysfakcja, oczarowywać, nowe, się, ten, witać, pełny, wstęp, pierwsze, mimo, zakosztować, dobry, dostawać, i, dzień, o, kilka, kelner, już, szybko, zamawiać]",5.0,0.021296296296296296,"Mimo kilku negatywnych opinii o przeszłości tego miejsca, zdecydowaliśmy się zakosztować kuchni nowego Szefa kuchni .Już na dzień dobry wita nas przemiły kelner. Oczarowuje nas klimat miejsca. Zamawiamy przystawki i dania główne. Dostajemy pierwsze dania bardzo szybko i już na wstępie pełna satysfakcja ! Jajo...Więcej",45.0,36.0,10.0
343,positive,positive,"[dobry, polski, kuchnia, zagraniczny, wydanie, możliwy, miejsce]","[dobry, zadowolić, polski, pewno, kuchnia, na, zagraniczny, polecać, wydanie, to, możliwy, miejsce, w, gościa]",5.0,0.042857142857142864,"Kuchnia polska w najlepszym możliwym wydaniu, polecam to miejsce zeby zabrac zagranicznych gości, na pewno beda zadowoleni.",17.0,14.0,7.0
344,negative,negative,"[katastrofa, flak, miejsce, zmiana, zmiana, szkoda]","[a, katastrofa, flak, za, nie, miejsce, zmiana, szczególnie, już, zmiana, samo, pójść, i, jakość, polecać, to, danie, właściciel, szkoda, te]",1.0,-0.3,"Za zmianą właściciela poszła zmiana jakości. To już nie to samo miejsce i nie te dania a szkoda... Szczególnie nie polecam flaków, katastrofa....",23.0,20.0,6.0
345,positive,positive,"[kuchnia, ochota, smaczny, profesjonalny, elegancki, włoski, restauracja, mama, włoski, prawdziwie, atmosfera]","[rodzina, we, zawsze, przyjemny, jedzenie, muzyka, gdy, zabierać, w, kuchnia, ochota, moja, ulubiony, smaczny, profesjonalny, elegancki, tam, włoski, restauracja, mama, i, na, wygląd, to, bardzo, włoski, prawdziwie, obsługa, miesić, atmosfera]",5.0,0.0992063492063492,"Liberta 7 to moja ulubiona włoska restauracja w mieście. Zabieram tam rodzinę zawsze, gdy mamy ochotę na włoską kuchnię. Bardzo smaczne jedzenie, profesjonalna obsługa, przyjemna muzyka i elegancki wygląd. Prawdziwie włoska atmosfera we Wrocławiu.",34.0,30.0,11.0
346,neutral,positive,"[mocno, zbliżony]","[warto, do, tani, jakościowo, się, ale, nie, być, mocno, być, cena, bardzo, zbliżony, danie, naprawdę, skusić, cena]",4.0,0.0,Cena jakościowo do ceny jest bardzo mocno zbliżona. Dania nie są tanie ale naprawdę warto się skusić.,17.0,17.0,2.0
347,negative,positive,"[możliwy, okazja, letni, wpadka, sam, każdy, karty]","[możliwy, zawsze, okazja, zamawiać, zdarzyć, letni, wpadka, być, estetycznie, taras, nad, przy, danie, sam, bardzo, każdy, si, te, jeść, do, gdzie, jakościowy, często, przystań, nigdy, żaden, odra, wracać, z, i, pysznie, wieczor, miło, smakowy, nie, na, napój, karty, pięknie, jeszcze]",5.0,-0.05208333333333333,"Do Przystani wracam przy każdej możliwej okazji. Często jem te same dania z karty, zamawiam te same napoje. Jeszcze nigdy nie zdarzyła sie żadna wpadka jakościowa, smakowa, nigdy. Zawsze jest pysznie, estetycznie i bardzo miło. Najpiękniej jest letnimi wieczorami, gdzie na tarasie nad Odrą dodatkową...Więcej",45.0,40.0,7.0
348,negative,positive,"[czas, długi, niezmienny, komplet, miły, klient]","[czas, można, długi, w, do, niezmienny, się, klimat, przystań, więc, komplet, zając, rodzina, umieć, iść, miły, i, od, zaproponować, danie, klient, obsługa]",4.0,-0.015151515151515154,Rodzina w komplecie więc można iść do przystani. Miły klimat niezmienny od dłuższego czasu. Obsługa umie zaproponować dania i zając się klientem.,22.0,22.0,6.0
349,positive,positive,"[ten, ciekawy, miejsce, świetny, miejsce, czas]","[do, można, obsługa, jedzenie, dobrze, ten, godne, mile, spędzić, ciekawy, miejsce, zjeść, świetny, i, tu, miejsce, w, dobre, polecenie, czas]",5.0,0.175,"Miejsce godne polecenia, dobre jedzenie, świetna obsługa i do tego w ciekawym miejscu. Można tu mile spędzić czas i dobrze zjeść.",21.0,20.0,6.0
350,positive,positive,"[przepyszny, butelka, inny, główny, znajomy, ten, chłopak, restauracja, problem]","[razem, kelnerka, wybór, przystań, wina, przepyszny, ale, brać, butelka, że, żałować, żaden, pomimo, i, na, szeroki, inny, główny, danie, znajomy, przystawka, polecenie, rezerwacja, tym, jedzenie, tylko, ten, chłopak, restauracja, brakować, nie, rezygnować, więcej, pół, problem, odwiedzić, w, z]",5.0,0.02631578947368421,"Razem z chłopakiem odwiedziliśmy 'Przystań' z polecenia znajomych rezygnując z rezerwacji w innej restauracji. Nie żałujemy. Pomimo tego że braliśmy przystawki i dania główne na pół, kelnerka nie stwarzala żadnych problemów z tym. Jedzenie przepyszne, szeroki wybór win ale tylko na butelki brakowało więcej propozycji...Więcej",45.0,38.0,9.0
351,negative,positive,"[wczorajszy, jaki, miejsce, który, poprawny, prosty, inny, mama, bez]","[sporo, wczorajszy, co, zwrócić, doświadczenie, do, ale, przyzwyczaić, uwaga, jaki, miejsce, być, na, opinia, rewelacja, wizyta, jak, miesiąc, dopiero, wiele, tym, który, wstecz, daleko, czytać, często, przystań, poprawny, prosty, lato, inny, już, mama, a, kilka, jadać, po, bez, dość, w, była, z]",4.0,-0.011904761904761904,"...ale już bez rewelacji do jakiej byliśmy przyzwyczajeni. Jadamy w Przystani dość często, najdalej co kilka miesięcy, a z wielu lat wstecz mamy sporo doświadczeń w tym miejscu.
Wczorajsza wizyta była po prostu poprawna. Jak czytałem w opiniach innych, na które zwróciłem uwagę dopiero teraz,...Więcej",45.0,42.0,9.0
352,positive,positive,"[wystrój, impreza, świąteczny, oszałamiający, sprawny, ten, mały, dziecko, rodzinny, pyszny, dziecko, mały, duży, klimatyczny, czekoladowy, miła]","[wystrój, tam, pomimo, być, impreza, deser, na, świąteczny, bardzo, zdjęcie, do, oszałamiający, sprawny, tylko, ten, mały, dziecko, rodzinny, widok, wieczor, pyszny, i, ostatnio, dziecko, mały, duży, klimatyczny, czekoladowy, obsługa, była, z, miła]",5.0,0.16015625,"Byłam tam ostatnio wieczorem tylko na deser (pyszny czekoladowy fondant na zdjęciu) z małym dzieckiem. Obsługa była bardzo miła i sprawna pomimo dużej imprezy rodzinnej z małymi dziećmi.
Do tego klimatyczny świąteczny wystrój i oszałamiający widok.",36.0,32.0,16.0
353,negative,negative,"[ten, nieporozumienie, miejsce, szklany, który, kuchnia, restauracja, jeden, odrębny, restauracja, skandal]","[ten, czy, co, choć, bowiem, trzeba, nieporozumienie, szyba, być, czemu, długo, mieć, to, powinien, miejsce, on, część, wiedzieć, jako, pisać, wiele, przedzielać, szklany, myśleć, który, dwa, oba, nie, kuchnia, restauracja, jeden, odrębny, wręcz, restauracja, za, a, skandal, figurować, uznać, więcej, o, z]",2.0,-0.10714285714285714,"Długo myślałem, czy powinienem pisać o tej restauracji Przystań-Marina, która nie wiedzieć czemu figuruje jako dwie odrębne restauracje. Choć ma jedną kuchnię, a obie przedziela szklana szyba. Jest to bowiem miejsce wielu nieporozumień. Co więcej - część z nich trzeba uznać wręcz za skandal. Lubiłem...Więcej",45.0,42.0,11.0
354,positive,positive,"[czekoladowy, restauracja, wysoki, miejsce, fantastyczny, piękny]","[się, oświetlić, klimat, pozwalać, czekoladowy, okno, pierwsza, restauracja, deser, cena, mieć, klasa, przy, wysoki, delektować, miejsce, na, fantastyczny, widok, piękny, uniwersytet]",5.0,0.1927437641723356,Restauracja ma fantastyczny klimat. Miejsca przy oknie pozwalają delektować się pięknym widokiem na oświetlony uniwersytet. Deser czekoladowy pierwsza klasa. Ceny wysokie.,21.0,21.0,6.0
355,positive,positive,"[idealny, profesjonalny, wystrój, romantyczny, fajny, rewelacyjny, kolacja, rewelacyjny, miejsce, atmosfera, pyszny, miła]","[sporo, we, idealny, drink, obsługa, profesjonalny, wystrój, dwa, romantyczny, mila, widoki, być, deser, porcja, najeść, fajny, no, i, na, rewelacyjny, kolacja, pysznie, rewelacyjny, miejsce, bardzo, atmosfera, si, wyjątkowo, pyszny, miła]",5.0,0.3583333333333333,"Pysznie, wyjątkowo, miła atmosfera. Bardzo mila i profesjonalna obsługa. Bardzo fajne czekadelko. Pyszne drinki. Porcje są sporo, spokojnke mozna sie najeść. Rewelacyjne desery. Piekny wystrój no i rewelacyjny widoki! Idealne miejsce na romantyczną kolację we dwoje!",36.0,30.0,12.0
356,negative,negative,"[ktoś, zachowanie, delikatny, osoba, wczorajszy, miara, chamski, restauracja, prosty, młody, bez]","[co, gdyby, przykro, ale, ktoś, wulgaryzm, zwrócić, pytać, chociaż, na, my, danie, zachowanie, delikatny, pisać, osoba, tym, wczorajszy, miara, wesoło, chamski, nie, zapłacić, restauracja, prosty, marina, spotkać, młody, nawet, zjeść, i, ostatnio, mi, o, po, bez, uwaga, w]",1.0,-0.05263157894736842,Przykro mi nawet pisać o tym co nas spotkało w restauracji marina wczorajszego wieczoru.jedzenie w miarę ( chociaż ostatnio dania nie zjedliśmy ale zapłaciliśmy gdyby ktoś pytał ) 5 młodych osób wesoło bez wulgaryzmów i chamskiego zachowania po prostu wesoło. Na delikatne zwrócenie uwagi kelnerce...Więcej,45.0,38.0,11.0
357,positive,positive,"[miejsce, pani, restauracja, miejsce, klient, wysoki, miła]","[niezbyt, do, powinny, co, w, ale, nie, nastawić, miejsce, być, serwować, pani, restauracja, taki, miejsce, bardzo, klient, na, o, gdzie, to, jak, danie, jedyne, wysoki, poziom, czym, miła, potraw]",4.0,0.07635467980295567,"Restauracja na wysokim poziomie o czym swiadczy miejsce, wystroj, jakosc serwowanych potraw, ale obsluga niezbyt miła na co chcialam zwrocic uwage. W takim miejscu, gdzie danie głowne nie jest tansze jak 50zl, obslugujaca Pani powinna byc bardziej przyjaznie nastawiona do klienta... to jedyne co bym...Więcej",45.0,29.0,7.0
358,neutral,positive,[komplet],"[sala, ciężko, środek, na, się, komplet, zresztą, to, full, w, in, przyczepić, tydzień]",5.0,0.0,"Ciężko się przyczepić. Zresztą, na sali komplet w środku tygodnia.
Hard to find negatives. Full tables in the middle of the week.",22.0,13.0,1.0
359,positive,negative,"[miła, zatrucie, ten, nijaki, okoń, morski, miejsce]","[do, kończyć, miła, jedzenie, się, zatrucie, ten, nijaki, okoń, nie, i, morski, polecać, obsługa, miejsce, widok, z]",2.0,0.05882352941176471,Miłe miejsce z widokiem i obsługą. Jedzenie nijakie (okoń morski) do tego kończący się zatruciem . Nie polecam.,18.0,17.0,7.0
360,negative,negative,"[raz, stosunek, małe, średnio, wołowina, owoc, dobry]","[razem, mniej, tym, morze, ale, sos, raz, rybka, cena, stosunek, zresztą, danie, sałatka, zazwyczaj, małe, bardzo, niestety, ponadto, średnio, być, jedzenie, nie, wołowina, niż, marina, jeść, do, owoc, dobry, i, sałatka, w, z, zachwycać]",3.0,-0.031372549019607836,"Jadłam sałatkę Marina (z owocami morza), zresztą nie 1- raz i niestety ale tym razem rybki było mniej niż zazwyczaj. Sałatka z wołowiną - sos średnio dobry. Jedzenie nie zachwyca. Ponadto dania bardzo małe w stosunku do ceny.",38.0,34.0,7.0
361,negative,negative,"[smak, czwórka, każdy, ogólnie, inny, ja, raz, oko]","[razem, zastanowić, co, ale, krewetki, sos, że, pytać, smak, czwórka, tak, on, posmak, być, każdy, wyglądać, ogólnie, my, niestety, miał, jakby, jak, tym, we, zamówić, inny, coś, komosa, a, miąć, ładnie, dziwny, niby, ja, raz, kilka, oko, i, kelnerka, zamówić, z, jeszcze]",3.0,-0.03571428571428571,"Tym razem byliśmy we czwórkę, każdy zamówił co innego, a ja niestety zamówiłam krewetki, wyglądały ładnie, smak niby ok, ale ogólnie komosa i sos miały dziwny posmak i jeszcze nas zastanowiło, że kelnerka kilka razy mnie pytała jak krewetki...(?) tak jakby coś z nimi było...Więcej",45.0,42.0,8.0
362,positive,positive,"[biznesowy, kolacja, miła, smakowity, romantyczny, atmosfera]","[można, czy, przyjemny, przez, serwować, muzyka, we, obsługa, dwa, lunch, biznesowy, kolacja, miła, żywo, smakowity, i, na, dzień, posiłki, romantyczny, bardzo, atmosfera, wybrana, w, polecać, dobre, trafić]",5.0,0.09567901234567902,"Bardzo dobre i smakowite posiłki serwowane przez miłą obsługę.
Przyjemna atmosfera na romantyczna kolacje we dwoje czy lunch biznesowy.
W wybrane dni można trafić na muzykę na żywo - polecam :)",31.0,27.0,6.0
363,positive,positive,"[kolejny, ważny, drugi, wspaniały, raz, wnętrze, ciepły, jeden, piękny]","[dobrze, kolejny, ważny, drugi, marina, wspaniały, prawda, chrupać, uśmiechnięty, dopracować, nad, no, raz, bardzo, danie, wnętrze, ciepły, przemyślać, jeden, niezmiennie, odra, widoki, widok, i, oraz, od, prosta, piękny, obsługa, na, dobre, z, uniwersytet, dobra]",4.0,0.01359180035650624,Kolejny raz bardzo dobrze ! Wspaniałe widoki nad Odrą . Marina z jednej oraz piękny widok na uniwersytet z drugiej Dobra uśmiechnięta obsługa oraz ciepłe na prawdę przemyślane wnętrze! No i najważniejsze niezmiennie dobre - na prawdę dopracowane dania! Od prostej bruschetty chrupiącej i aromatycznej...Więcej,45.0,34.0,9.0
364,negative,negative,"[ten, okoń, postać, mdły, rozczarowanie, drugi, borówka, raz, okoń, sandacz, duży, restauracja, swój, halibut]","[ten, przystań, być, okoń, postać, tam, pomimo, być, deser, talerz, mdły, być, na, czego, jednać, próbować, wyłącznie, a, wart, dwa, rozczarowanie, drugi, borówka, raz, okoń, jednak, sandacz, i, duży, restauracja, nazwa, uwaga, swój, w, całość, była, halibut, z]",3.0,-0.0986842105263158,"W restauracji Przystań próbowaliśmy Sandacza, Okonia i Halibuta, z czego wyłącznie Okoń jest wart uwagi. Największym rozczarowaniem jednak był deser w postaci ""fondanta z borówkami"" - pomimo swojej nazwy, borówka na talerzu była jedna... a całość mdła. Byliśmy tam dwa razy i ten drugi utwierdził...Więcej",45.0,38.0,14.0
365,negative,positive,"[smaczny, praca, miły]","[jedzenie, wrócić, on, serwować, smaczny, dobre, być, praca, a, miły, nasz, na, o, i, być, kelner]",5.0,-6.938893903907227e-18,"jedzenie było smaczne, serwujemy było dobre, a nasz kelner był miły i professionak o jego pracy, wrócimy 10 na 10",20.0,16.0,3.0
