detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,negative,"[Wizualna, uczta, kontra, nieskomplikowana, mało, logiczna, fabuła, nic, nie, stanie, na, przeszkodzie, żeby, tytuł, ten, trafił, do, kolekcji, filmów, kultowych, niejednego, kinomana]",5.0,-0.022727272727272728,"Wizualna uczta kontra nieskomplikowana, mało logiczna fabuła - nic nie stanie na przeszkodzie, żeby tytuł ten trafił do kolekcji filmów kultowych niejednego kinomana.",23.0,22.0,4.0
neutral,negative,"[Pod, tą, oślepiającą, fasadą, niewiele, się, jednak, kryje]",5.0,0.0,Pod tą oślepiającą fasadą niewiele się jednak kryje.,8.0,8.0,0.0
neutral,negative,"[Po, ochłonięciu, podnoszą, się, głosy, że, dopiero, drugie, obejrzenie, daje, satysfakcję, Tylko, czy, znajdą, się, chętni]",5.0,0.0,"Po ochłonięciu podnoszą się głosy, że dopiero drugie obejrzenie daje satysfakcję. Tylko czy znajdą się chętni?",16.0,16.0,0.0
neutral,negative,"[Nie, panie, Refn, Nie, nabierze, mnie, pan, na, swoje, sztuczki, Doceniam, konsekwencję, Doceniam, dopracowaną, formę, filmową, i, fenomenalną, muzykę, Nie, dam, się, jednak, omamić, tym, spektaklem]",4.0,0.0,"Nie, panie Refn. Nie nabierze mnie pan na swoje sztuczki. Doceniam konsekwencję. Doceniam dopracowaną formę filmową i fenomenalną muzykę. Nie dam się jednak omamić tym spektaklem.",26.0,26.0,2.0
neutral,negative,"[Brak, pomysłu, na, rozwinięcie, historii, i, dalszy, los, bohaterki]",4.0,0.0,Brak pomysłu na rozwinięcie historii i dalszy los bohaterki.,9.0,9.0,0.0
negative,negative,"[Męczący, przeartyzowany, pretensjonalny, nieudany, I, mimo, że, znajdziemy, w, nim, mocne, i, chwytające, za, gardło, momenty, to, całość, jednak, nie, jest, warta, poświęconego, czasu]",4.0,-0.08333333333333333,"Męczący, przeartyzowany, pretensjonalny, nieudany. I mimo, że znajdziemy w nim mocne i chwytające za gardło momenty, to całość jednak nie jest warta poświęconego czasu.",24.0,24.0,2.0
negative,negative,"[Jest, odpychający, i, nie, z, inteligentnej, przekory, a, nowoczesnej, metody, konstruowania, świata, terapią, szokową, i, nadużyciami, emocjonalnymi]",4.0,-0.11764705882352941,"Jest odpychający i nie z inteligentnej przekory, a nowoczesnej metody konstruowania świata terapią szokową i nadużyciami emocjonalnymi.",17.0,17.0,1.0
neutral,negative,"[Jest, jednym, z, najgorszych, filmów, jakie, kiedykolwiek, widziałem]",1.0,0.0,"Jest jednym z najgorszych filmów, jakie kiedykolwiek widziałem.",8.0,8.0,0.0
negative,positive,"[Pomysł, banalnie, prosty, zakończenie, nieco, zbyt, przejaskrawione, ale, wykonanie, całości, pierwsza, klasa]",7.0,-0.08333333333333333,"Pomysł banalnie prosty, zakończenie nieco zbyt przejaskrawione, ale wykonanie całości - pierwsza klasa.",13.0,12.0,2.0
positive,positive,"[Pozycja, która, większości, odbiorców, wyda, się, nudna, bez, polotu, i, stanie, się, zwyczajną, stratą, czasu, Jednak, w, tej, produkcji, można, znaleźć, kilka, bardzo, dobrych, elementów, a, także, docenić, ją, gdy, w, końcu, spojrzymy, na, nią, jak, na, typowe, kino, klasy, B]",7.0,0.024390243902439025,"Pozycja, która większości odbiorców wyda się nudna, bez polotu i stanie się zwyczajną stratą czasu. Jednak w tej produkcji można znaleźć kilka bardzo dobrych elementów, a także docenić ją, gdy w końcu spojrzymy na nią jak na typowe kino klasy B.",41.0,41.0,3.0
positive,positive,"[Udana, letnia, rozrywka, z, bardzo, ładnymi, zdjęciami]",7.0,0.14285714285714285,Udana letnia rozrywka z bardzo ładnymi zdjęciami.,7.0,7.0,1.0
neutral,positive,"[Jeśli, chcecie, więc, zobaczyć, znowu, rekiny, na, poważnie, polecam, z, przekonaniem]",7.0,0.0,Jeśli chcecie więc zobaczyć znowu rekiny na poważnie - polecam z przekonaniem.,12.0,11.0,1.0
positive,positive,"[Bardzo, kameralny, przejrzysty, wciągający, i, trzymający, w, napięciu]",7.0,0.0625,"Bardzo kameralny, przejrzysty, wciągający i trzymający w napięciu.",8.0,8.0,2.0
positive,positive,"[Niespodziewanie, udane, kino, survivalowe, klimatem, wykonaniem, oraz, podjętą, tematyką, bezpośrednio, nawiązujące, do, Szczęk, Można, się, czepiać, detali, ganić, przeciętne, CGI, wypominać, prostotę, historii, jednak, jej, wymowa, wydźwięk, i, towarzysząca, otoczka, nie, pozwalają, przejść, obok, filmu, obojętnie]",7.0,0.05555555555555555,"Niespodziewanie udane kino survivalowe, klimatem, wykonaniem oraz podjętą tematyką bezpośrednio nawiązujące do Szczęk. Można się czepiać detali, ganić przeciętne CGI, wypominać prostotę historii, jednak jej wymowa, wydźwięk i towarzysząca otoczka nie pozwalają przejść obok filmu obojętnie.",36.0,36.0,3.0
negative,positive,"[Imponujące, panoramy, podkręcona, saturacja, barw, ujęcia, z, boskiej, perspektywy, i, piękne, wizualne, pasaże, pozwalają, przymknąć, oko, na, scenariuszowe, absurdy, tandetne, dubstepowe, impresje, i, słabość, reżysera, do, zwolnionego, tempa]",7.0,-0.03571428571428571,"Imponujące panoramy, podkręcona saturacja barw, ujęcia z boskiej perspektywy i piękne wizualne pasaże pozwalają przymknąć oko na scenariuszowe absurdy, tandetne dubstepowe impresje i słabość reżysera do zwolnionego tempa.",28.0,28.0,3.0
neutral,positive,"[Na, tle, innych, produkcji, tego, typu, 183, metry, strachu, wypadają, naprawdę, przyzwoicie]",6.7,0.0,Na tle innych produkcji tego typu 183 metry strachu wypadają naprawdę przyzwoicie.,12.0,12.0,0.0
positive,positive,"[Jeśli, jednak, idziecie, na, ""183, metry, strachu"", z, nastawieniem, ""rozerwijmy, się, trochę, podpompowując, organizm, adrenaliną, i, pocieszając, się, że, dzień, spędzony, w, morzu, to, nie, zawsze, najlepszy, pomysł"", nie, powinniście, być, tym, seansem, zawiedzeni]",6.7,0.029411764705882353,"Jeśli jednak idziecie na ""183 metry strachu"" z nastawieniem ""rozerwijmy się trochę, podpompowując organizm adrenaliną i pocieszając się, że dzień spędzony w morzu to nie zawsze najlepszy pomysł"" - nie powinniście być tym seansem zawiedzeni.",35.0,34.0,1.0
negative,positive,"[Przez, cały, seans, wbijałam, paznokcie, w, ramię, mojego, towarzysza, jednocześnie, świetnie, się, bawiąc, Widz, doskonale, wie, w, jaką, grę, gra, z, nim, twórca, ale, ta, świadomość, jest, źródłem, satysfakcji, nie, nudy]",6.7,-0.021505376344086023,"Przez cały seans wbijałam paznokcie w ramię mojego towarzysza, jednocześnie świetnie się bawiąc. Widz doskonale wie, w jaką grę gra z nim twórca, ale ta świadomość jest źródłem satysfakcji, nie nudy.",31.0,31.0,5.0
neutral,positive,"[Prosta, krótka, może, trochę, przewidywalna, fabuła]",6.0,0.0,"Prosta, krótka, może trochę przewidywalna fabuła.",6.0,6.0,0.0
positive,positive,"[Przyzwoita, i, dobrze, zrealizowana, rozrywka, Są, niczym, wielki, dmuchany, rekin, pozbawiony, ostrych, zębów, film, imponujący, realizacyjnie, ale, pozbawiony, prawdziwej, głębi]",6.0,0.075,"Przyzwoita i dobrze zrealizowana rozrywka. Są niczym wielki, dmuchany rekin pozbawiony ostrych zębów - film imponujący realizacyjnie, ale pozbawiony prawdziwej głębi.",21.0,20.0,4.0
neutral,positive,"[Strachu, tu, niewiele, ale, efektowność, obrazu, robi, wrażenie, a, jeszcze, większe, Blake, Lively, w, roli, głównej]",6.0,0.0,"Strachu tu niewiele, ale efektowność obrazu robi wrażenie, a jeszcze większe Blake Lively w roli głównej.",16.0,16.0,1.0
neutral,negative,"[Dość, dobrze, buduje, napięcie]",5.5,0.0,Dość dobrze buduje napięcie.,4.0,4.0,0.0
negative,negative,"[Najgorszy, okazuje, się, tu, jednak, epilog, Totalnie, niepotrzebny, przesłodzony, jedynie, psujący, całkiem, dobre, wrażenie, z, tego, ot, przyzwoitego, seansu]",5.0,-0.10526315789473684,"Najgorszy okazuje się tu jednak epilog. Totalnie niepotrzebny, przesłodzony, jedynie psujący całkiem dobre wrażenie z tego ot przyzwoitego seansu.",19.0,19.0,2.0
positive,negative,"[Generalnie, jest, w, tym, filmie, parę, niedociągnięć, a, akcja, jest, niezwykle, rozwlekła, Do, wielu, rzeczy, można, się, przyczepić, ale, ""183, metry, strachu"", ma, jedną, istotną, zaletę, to, dobry, film, żeby, zapomnieć, o, własnym, strachu]",5.0,0.027450980392156862,"Generalnie jest w tym filmie parę niedociągnięć, a akcja jest niezwykle rozwlekła. Do wielu rzeczy można się przyczepić, ale ""183 metry strachu"" ma jedną istotną zaletę - to dobry film, żeby zapomnieć o własnym strachu.",35.0,34.0,1.0
neutral,negative,"[Nie, wybijająca, się, produkcja, której, daleko, do, ostatnich, filmowych, ""arcydzieł"", kiczu, i, tandety, o, rekinach, ludojadach, ale, równie, daleko, do, ""Szczęk"", Spielberga]",5.0,0.0,"Nie wybijająca się produkcja, której daleko do ostatnich filmowych ""arcydzieł"" kiczu i tandety o rekinach ludojadach, ale równie daleko do ""Szczęk"" Spielberga.",22.0,22.0,1.0
neutral,negative,"[Przeciętny, film, widać, potencjał, ale, widać, też, sporo, uproszczeń, i, pójścia, po, linii, najmniejszego, oporu, Nie, jest, to, produkcja, którą, trzeba, natychmiast, zobaczyć, po, prostu, jeżeli, macie, czas, i, ochotę, możecie, się, na, nią, wybrać, do, kina]",5.0,0.0,"Przeciętny film - widać potencjał, ale widać też sporo uproszczeń i pójścia po linii najmniejszego oporu. Nie jest to produkcja, którą trzeba natychmiast zobaczyć, po prostu, jeżeli macie czas i ochotę, możecie się na nią wybrać do kina.",38.0,37.0,2.0
neutral,negative,"[Choć, założenie, jest, trochę, absurdalne, to, już, wykonanie, głupie, się, nie, wydaje]",5.0,0.0,"Choć założenie jest trochę absurdalne, to już wykonanie głupie się nie wydaje.",12.0,12.0,0.0
neutral,negative,"[Pomimo, pięknych, widoków, ""183, metry, strachu"", nie, oferują, rewolucji, w, morskich, thrillerach, z, rekinem, w, roli, głównej]",4.0,0.0,"Pomimo pięknych widoków, ""183 metry strachu"" nie oferują rewolucji w morskich thrillerach z rekinem w roli głównej.",17.0,17.0,0.0
negative,negative,"[Bardzo, nierówny, pełen, wyeksploatowanych, klisz, obraz, którego, nie, jest, w, stanie, uratować, przed, osiąściem, na, mieliźnie, nawet, dobra, postawa, odtwórczyni, głównej, roli, Można, obejrzeć, ale, nie, trzeba]",3.5,-0.037037037037037035,"Bardzo nierówny, pełen wyeksploatowanych klisz obraz, którego nie jest w stanie uratować przed osiąściem na mieliźnie nawet dobra postawa odtwórczyni głównej roli. Można obejrzeć, ale nie trzeba.",27.0,27.0,2.0
neutral,negative,"[Jedyne, co, mają, wspólnego, ze, swoim, polskim, tytułem, to, ilość, metrów, blisko, im, za, to, do, oryginalnego, Shallows, oznaczającego, mieliznę]",3.0,0.0,"Jedyne co mają wspólnego ze swoim polskim tytułem to ilość metrów, blisko im za to do oryginalnego Shallows, oznaczającego mieliznę.",20.0,20.0,0.0
negative,negative,"[86, minut, nudy, które, nie, oferują, nic, więcej, niż, instruktaż, jak, poprawnie, zawiązać, opatrunek, na, zakrwawionej, nodze]",2.0,-0.11764705882352941,"86 minut nudy, które nie oferują nic więcej niż instruktaż, jak poprawnie zawiązać opatrunek na zakrwawionej nodze.",17.0,17.0,1.0
neutral,positive,"[Dobrze, poprowadzona, historia]",7.7,0.0,Dobrze poprowadzona historia.,3.0,3.0,0.0
positive,positive,"[Nie, jest, może, genialnym, i, wyjątkowym, filmem, ale, to, ciekawy, kawałek, biografii, dający, wiele, do, refleksji, na, temat, literatury]",7.0,0.07894736842105263,"Nie jest może genialnym i wyjątkowym filmem, ale to ciekawy kawałek biografii, dający wiele do refleksji na temat literatury.",19.0,19.0,1.0
neutral,positive,"[Pełen, jest, humoru, i, twórczego, rozgardiaszu, Z, silnymi, bohaterami, jest, w, stanie, przykuć, uwagę, na, dłużej, i, zadać, pytania, odnośnie, dynamiki, tworzenia]",7.0,0.0,Pełen jest humoru i twórczego rozgardiaszu. Z silnymi bohaterami jest w stanie przykuć uwagę na dłużej i zadać pytania odnośnie dynamiki tworzenia.,22.0,22.0,0.0
positive,positive,"[Dzięki, niezawodnej, grze, aktorskiej, Colina, Firtha, i, Judea, Lawa, na, pierwszy, rzut, oka, nieciekawa, opowieść, staje, się, intrygującą, wyprawą, w, krainę, szaleństwa, i, geniuszu]",7.0,0.041666666666666664,Dzięki niezawodnej grze aktorskiej Colina Firtha i Jude'a Lawa na pierwszy rzut oka nieciekawa opowieść staje się intrygującą wyprawą w krainę szaleństwa i geniuszu.,24.0,24.0,2.0
neutral,positive,"[Produkcja, przemówi, raczej, do, wąskiego, grona, odbiorców, Zapewne, wzbudzi, w, nich, również, poseansową, chęć, sięgnięcia, do, źródeł, celem, zgłębienia, szczegółów, tej, frapującej, historii, I, jako, takiej, wartościowości, nie, sposób, jej, odmówić]",6.8,0.0,Produkcja przemówi raczej do wąskiego grona odbiorców. Zapewne wzbudzi w nich również poseansową chęć sięgnięcia do źródeł celem zgłębienia szczegółów tej frapującej historii. I jako takiej wartościowości nie sposób jej odmówić.,31.0,31.0,0.0
positive,positive,"[W, filmie, występują, Jude, Law, jako, rozwichrzony, artysta, słowa, i, Colin, Firth, w, typowej, dla, siebie, roli, opanowanego, racjonalisty, umiejętnie, skrywającego, gejzer, namiętności, Ogląda, się, ich, z, przyjemnością, obaj, dają, z, siebie, wszystko, choć, nie, są, to, kreacje, oscarowe]",6.7,0.05128205128205128,"W filmie występują Jude Law jako rozwichrzony artysta słowa i Colin Firth w typowej dla siebie roli opanowanego racjonalisty, umiejętnie skrywającego gejzer namiętności. Ogląda się ich z przyjemnością, obaj dają z siebie wszystko, choć nie są to kreacje oscarowe.",39.0,39.0,1.0
neutral,positive,"[Niejeden, widz, wyjdzie, z, kina, z, przekonaniem, że, Geniusz, to, obraz, arcydzieła, zniszczonego, przez, nadętego, redaktora]",6.0,0.0,"Niejeden widz wyjdzie z kina z przekonaniem, że Geniusz to obraz arcydzieła zniszczonego przez nadętego redaktora.",16.0,16.0,0.0
negative,positive,"[Bardzo, nierówny, W, którym, postawiono, na, nakreślenie, ciekawych, osobowości, ale, w, którym, niedosyt, pozostawia, samo, przedstawienie, fabuły, która, została, jakby, wycięta, z, jakiejś, nudnej, książki, biograficznej]",6.0,-0.11538461538461539,"Bardzo nierówny. W którym postawiono na nakreślenie ciekawych osobowości, ale w którym niedosyt pozostawia samo przedstawienie fabuły, która została jakby wycięta z jakiejś nudnej książki biograficznej.",26.0,26.0,3.0
neutral,positive,"[Miło, poprawnie, momentami, nudno]",6.0,0.0,"Miło, poprawnie, momentami nudno.",4.0,4.0,0.0
neutral,positive,"[Dużo, dobrych, elementów, jak, aktorstwo, scenografia, i, zdjęcia, nie, zostały, uzupełnione, ponad, coś, co, wyniosłoby, produkcję, jeszcze, wyżej, Brakuje, jakże, potrzebnego, dystansu, do, siebie, czy, choćby, autotematycznego, mrugnięcia, okiem]",6.0,0.0,"Dużo dobrych elementów, jak aktorstwo, scenografia i zdjęcia, nie zostały uzupełnione ponad coś, co wyniosłoby produkcję jeszcze wyżej. Brakuje jakże potrzebnego dystansu do siebie czy choćby autotematycznego mrugnięcia okiem.",29.0,29.0,0.0
positive,positive,"[Twórca, Geniusza, dostał, do, obróbki, porządny, rzemieślniczy, scenariusz, Poprawny, ale, bez, żadnego, błysku, i, taki, właśnie, zrobił, film]",6.0,0.05555555555555555,"Twórca Geniusza dostał do obróbki porządny, rzemieślniczy scenariusz. Poprawny, ale bez żadnego błysku - i taki właśnie zrobił film.",19.0,18.0,2.0
neutral,negative,"[Wszystko, jest, na, opak]",5.0,0.0,Wszystko jest na opak.,4.0,4.0,0.0
neutral,negative,"[Wspaniali, aktorzy, i, niezwykłe, umysły, w, bardzo, konwencjonalnym, filmie, Szkoda]",5.0,0.0,Wspaniali aktorzy i niezwykłe umysły w bardzo konwencjonalnym filmie. Szkoda.,10.0,10.0,0.0
neutral,positive,"[Dopiero, co, wyszedłem, z, sali, kinowej, a, już, przebieram, nogami, by, móc, zobaczyć, kolejny, film, viral, cokolwiek, co, wyjdzie, w, przyszłości, spod, ręki, Davida, F, Sandberga]",9.0,0.0,"Dopiero co wyszedłem z sali kinowej, a już przebieram nogami, by móc zobaczyć kolejny film, viral, cokolwiek, co wyjdzie w przyszłości spod ręki Davida F. Sandberga.",26.0,26.0,2.0
negative,positive,"[Nie, przegapcie, tego, filmu, to, najlepszy, horror, jaki, w, tym, roku, nawiedził, nasze, kina]",8.3,-0.07142857142857142,"Nie przegapcie tego filmu - to najlepszy horror, jaki w tym roku nawiedził nasze kina.",15.0,14.0,3.0
positive,positive,"[Krótki, czas, trwania, i, uniwersalny, motyw, ciemności, sprawiają, że, każdy, wyjdzie, z, seansu, zadowolony, a, złowieszczo, rysująca, się, w, cieniu, sylwetka, jeszcze, długo, będzie, towarzyszyła, sięganiu, dłonią, do, wyłącznika, światła]",8.0,0.05,"Krótki czas trwania i uniwersalny motyw ciemności sprawiają, że każdy wyjdzie z seansu zadowolony, a złowieszczo rysująca się w cieniu sylwetka jeszcze długo będzie towarzyszyła sięganiu dłonią do wyłącznika światła.",30.0,30.0,4.0
neutral,positive,"[Po, prostu, kompetentny, klimatyczny, oparty, na, prostym, pomyśle, horror, i, nie, mam, pretensji, o, to, że, nie, jest, i, nie, stara, się, być, czymś, więcej]",8.0,0.0,"Po prostu kompetentny, klimatyczny, oparty na prostym pomyśle horror i nie mam pretensji o to, że nie jest i nie stara się być czymś więcej.",25.0,25.0,4.0
neutral,positive,"[Choć, pewne, wady, nie, pozwolą, nazwać, ""Kiedy, gasną, światła"", arcydziełem, trzeba, otwarcie, przyznać, że, to, jeden, z, najlepszych, horrorów, ostatnich, lat]",7.5,0.0,"Choć pewne wady nie pozwolą nazwać ""Kiedy gasną światła"" arcydziełem, trzeba otwarcie przyznać, że to jeden z najlepszych horrorów ostatnich lat.",21.0,21.0,2.0
neutral,positive,"[Na, pewno, nie, stanowią, przełomu, w, kinie, grozy, ale, też, nie, zawodzi, dostarczając, widzowi, zacnej, dawki, strachu, jak, i, udowadniając, że, ten, gatunek, nie, powiedział, jeszcze, ostatniego, słowa, Oby, więcej, podobnych, produkcji]",7.0,0.0,"Na pewno nie stanowią przełomu w kinie grozy, ale też nie zawodzi, dostarczając widzowi zacnej dawki strachu, jak i udowadniając, że ten gatunek nie powiedział jeszcze ostatniego słowa. Oby więcej podobnych produkcji.",32.0,32.0,1.0
neutral,positive,"[Poza, świetną, grą, aktorską, dobrą, muzyką, ten, film, chciało, się, oglądać, i, wiedzieć, co, będzie, dalej]",7.0,0.0,"Poza świetną grą aktorską, dobrą muzyką ten film chciało się oglądać i wiedzieć co będzie dalej.",16.0,16.0,1.0
neutral,positive,"[Twórca, postawił, na, intrygującą, historię, trzymającą, w, napięciu, już, od, pierwszych, chwil, jej, trwania, aż, do, ostatnich, minut]",7.0,0.0,Twórca postawił na intrygującą historię trzymającą w napięciu już od pierwszych chwil jej trwania aż do ostatnich minut.,18.0,18.0,0.0
negative,positive,"[Mały, skromny, horror, Nieduża, obsada, w, sumie, raptem, trzy, miejsca, w, których, rozgrywa, się, cała, akcja, i, jest, świetnie]",7.0,-0.05263157894736842,"Mały, skromny horror. Nieduża obsada, w sumie raptem trzy miejsca, w których rozgrywa się cała akcja, i jest świetnie.",19.0,19.0,2.0
negative,positive,"[Niezły, horror, przerażający, i, trzymający, w, napięciu, aż, do, smutnego, końca, jednak, nie, taki, straszny, by, go, nadal, przeżywać, po, seansie]",6.7,-0.2857142857142857,"Niezły horror, przerażający i trzymający w napięciu aż do smutnego końca, jednak nie taki straszny, by go nadal przeżywać po seansie.",21.0,21.0,4.0
negative,positive,"[Twórcy, sami, sobie, postawili, pewne, ograniczenia, które, pod, koniec, filmu, już, nie, zdawały, egzaminu, Z, tego, powodu, widz, mógł, wyrobić, sobie, odporność, na, ""straszne, momenty"", i, zacząć, ziewać, przez, powtarzające, się, próby, przestraszenia, go, i, sprawiło, to, że, potencjał, nie, został, do, końca, wykorzystany]",6.5,-0.045454545454545456,"Twórcy sami sobie postawili pewne ograniczenia, które pod koniec filmu już nie zdawały egzaminu. Z tego powodu widz mógł wyrobić sobie odporność na ""straszne momenty"" i zacząć ziewać przez powtarzające się próby przestraszenia go i sprawiło to, że potencjał nie został do końca wykorzystany.",44.0,44.0,2.0
negative,positive,"[Nie, bójcie, się, że, to, kolejny, nudny, i, mało, straszny, film, grozy, bójcie, się, raczej, zgaszonego, światła, bo, w, tym, przypadku, negatywnych, epitetów, nie, przychodzi, mi, na, myśl, aż, tak, wiele]",6.0,-0.12903225806451613,"Nie bójcie się że to kolejny nudny i mało straszny film grozy, bójcie się raczej zgaszonego światła, bo w tym przypadku negatywnych epitetów nie przychodzi mi na myśl aż tak wiele.",31.0,31.0,3.0
negative,positive,"[W, nie, zawsze, zgrabny, sposób, korzysta, z, tego, co, horror, dawno, wypracował, Jeśli, jednak, za, główne, kryterium, dobrego, kina, grozy, uznamy, nasz, przyśpieszony, puls, to, film, Sandberga, okaże, się, całkiem, udany]",6.0,-0.04032258064516129,"W nie zawsze zgrabny sposób korzysta z tego, co horror dawno wypracował. Jeśli jednak za główne kryterium dobrego kina grozy uznamy nasz przyśpieszony puls, to film Sandberga okaże się całkiem udany.",31.0,31.0,3.0
positive,positive,"[Działa, jako, rewelacyjny, straszak, przez, pierwszą, połowę, filmu, niestety, gdy, twórcy, zaczynają, wyjaśniać, genezę, Diany, produkcja, szybko, popada, w, schematy, współczesnych, ghost, story]",6.0,0.07246376811594203,"Działa jako rewelacyjny straszak przez pierwszą połowę filmu, niestety, gdy twórcy zaczynają wyjaśniać genezę Diany produkcja szybko popada w schematy współczesnych ghost story.",23.0,23.0,2.0
neutral,positive,"[Nie, da, się, jednak, odmówić, chwytliwego, pomysłu, i, jeszcze, lepszych, bohaterów]",6.0,0.0,Nie da się jednak odmówić chwytliwego pomysłu i jeszcze lepszych bohaterów.,11.0,11.0,0.0
neutral,negative,"[Mogą, się, poszczycić, masą, świetnych, pomysłów, ale, zostały, one, pogrzebane, pod, grubą, warstwą, jump, scareów, które, po, czasie, nudzą]",5.0,0.0,"Mogą się poszczycić masą świetnych pomysłów, ale zostały one pogrzebane pod grubą warstwą jump scare'ów, które po czasie nudzą.",19.0,19.0,0.0
negative,negative,"[Miało, być, dobrze, a, wyszedł, zawód, z, cholernie, głośnymi, jump, scareami]",5.0,-0.18181818181818182,"Miało być dobrze, a wyszedł zawód z cholernie głośnymi jump scare'ami.",11.0,11.0,1.0
negative,negative,"[Budzi, mocno, ambiwalentne, odczucia, Z, jednej, strony, razi, brakiem, oryginalności, i, przeciętnym, wykonaniem, z, drugiej, sprawia, że, nocna, wycieczka, do, toalety, może, przez, pewien, czas, okazać, się, wyzwaniem]",5.0,-0.011904761904761904,"Budzi mocno ambiwalentne odczucia. Z jednej strony razi brakiem oryginalności i przeciętnym wykonaniem, z drugiej sprawia, że nocna wycieczka do toalety może przez pewien czas okazać się wyzwaniem.",28.0,28.0,3.0
neutral,negative,"[Praktycznie, nie, trzyma, w, napięciu, a, elementy, grozy, nadają, się, częściej, na, pastisz, niż, do, przestraszenie, kogokolwiek]",5.0,0.0,"Praktycznie nie trzyma w napięciu, a elementy grozy nadają się częściej na pastisz niż do przestraszenie kogokolwiek.",17.0,17.0,0.0
negative,negative,"[Kolejny, przyzwoity, horror, tego, lata]",5.0,-0.2,Kolejny przyzwoity horror tego lata.,5.0,5.0,2.0
neutral,negative,"[Znacznie, uboższa, wersja, ""Babadooka""]",4.0,0.0,"Znacznie uboższa wersja ""Babadooka"".",4.0,4.0,1.0
negative,negative,"[Dla, wyjadaczy, horroru, i, zwykłych, widzów, Kiedy, zgasną, światła, będzie, niczym, jazda, rowerem, z, górki, Dla, tych, pierwszych, czymś, banalnym, dla, drugich, bezbolesnym, spędzeniem, czasu]",4.0,-0.04,"Dla wyjadaczy horroru i zwykłych widzów Kiedy zgasną światła będzie niczym jazda rowerem z górki. Dla tych pierwszych czymś banalnym, dla drugich bezbolesnym spędzeniem czasu.",25.0,25.0,1.0
positive,positive,"[Dzięki, zastosowaniu, jakże, nowatorskiego, i, współczesnego, pomysłu, oparcia, osi, fabularnej, o, dorobek, naukowy, doktora, Zygmunta, Freuda, wszystko, nabiera, nowobogackiego, sznytu, odznaczając, się, silnym, inteligenckim, podszyciem, stanowiącym, idealny, kontrapunkt, dla, rubasznego, charakteru, pierwotnej, natury, żartów, na, temat, stosunków, damskomęskich]",6.2,0.02631578947368421,"Dzięki zastosowaniu jakże nowatorskiego i współczesnego pomysłu oparcia osi fabularnej o dorobek naukowy doktora Zygmunta Freuda wszystko nabiera nowobogackiego sznytu, odznaczając się silnym inteligenckim podszyciem, stanowiącym idealny kontrapunkt dla rubasznego charakteru pierwotnej natury żartów na temat stosunków damsko-męskich.",38.0,38.0,1.0
negative,negative,"[Żenująca, polska, komedia, o, ""skromnym, freudyście, z, Krakowa"", jak, mówi, o, sobie, główny, bohater, do, którego, pacjentki, nie, wiedzieć, czemu, walą, drzwiami, i, oknami]",1.7,-0.01388888888888889,"Żenująca polska komedia o ""skromnym freudyście z Krakowa"" - jak mówi o sobie główny bohater, do którego pacjentki nie wiedzieć czemu walą drzwiami i oknami.",25.0,24.0,3.0
negative,negative,"[Podsumować, cały, seans, można, dwoma, słowami, straszny, wstyd]",1.0,-0.39583333333333337,Podsumować cały seans można dwoma słowami: straszny wstyd.,8.0,8.0,4.0
neutral,negative,"[Spuśćmy, na, tę, produkcję, zasłonę, milczenia]",1.0,0.0,Spuśćmy na tę produkcję zasłonę milczenia.,6.0,6.0,0.0
neutral,negative,"[Nakręcone, pół, amatorsko, sceny, wywołują, większe, zmęczenie, materiałem, niż, co, u, drugiego, amatora, sztuki, filmowej, szykującego, swoją, etiudę]",1.0,0.0,Nakręcone pół amatorsko sceny wywołują większe zmęczenie materiałem niż co u drugiego amatora sztuki filmowej szykującego swoją etiudę.,18.0,18.0,0.0
neutral,negative,"[Każda, negatywna, recenzja, oddaje, nam, zwykłym, widzom, władzę, decyzyjną, bo, decyzja, może, być, jedna, kolektywna, nie, kupujmy]",1.0,0.0,"Każda negatywna recenzja oddaje nam, zwykłym widzom, władzę decyzyjną, bo decyzja może być jedna, kolektywna: nie kupujmy.",17.0,17.0,0.0
neutral,negative,"[Czasem, z, chaosu, rodzą, się, arcydzieła, Tym, razem, mamy, spektakularną, wtopę]",1.0,0.0,Czasem z chaosu rodzą się arcydzieła. Tym razem mamy spektakularną wtopę.,11.0,11.0,0.0
neutral,negative,"[W, idealnym, świecie, ""Kobiety, bez, wstydu"", byłyby, lekką, komedyjką, w, stylu, powiedzmy, późnych, filmów, Woodyego, Allena, Tymczasem, w, naszej, rzeczywistości, są, żenującym, filmopodobnym, tworem, mentalną, obyczajową, i, realizacyjną, ramotką]",1.0,0.0,"W idealnym świecie ""Kobiety bez wstydu"" byłyby lekką komedyjką w stylu - powiedzmy - późnych filmów Woody'ego Allena. Tymczasem w naszej rzeczywistości są żenującym filmopodobnym tworem: mentalną, obyczajową i realizacyjną ramotką.",31.0,29.0,1.0
negative,positive,"[Zabawny, przewrotny, niepozbawiony, złośliwości, a, zarazem, czuły, film, który, w, dobie, kryzysu, męskości, niejednemu, zagubionemu, panu, może, paradoksalnie, przynieść, pocieszenie]",8.0,-0.025,"Zabawny, przewrotny, niepozbawiony złośliwości, a zarazem czuły film, który w dobie kryzysu męskości niejednemu zagubionemu panu może paradoksalnie przynieść pocieszenie.",20.0,20.0,3.0
