comment,emotion,rate
"O produkcie nic nie mogę powiedzieć, bo jest zapakowany na prezent i czeka na otwarcie. Jedyne co mogę powiedzieć to, że ciężko jest go wnieść solo na drugie piętro po schodach :P",positive,5
Telewizor rewelacyjny. Jego największą zaletą jest praktycznie brak jakiejkolwiek wady :) Dodatkowo mogłem sobie wybrać matryce na jakiej mi zależało (SQ1)...,positive,5
"Sam produkt super - szkoda, że clouding to częste zjawisko w tych modelach - ja na taki trafiłem i muszę zwrócić - niestety mocno przeszkadza.",positive,5
Bardzo dobra jakość obrazu.,positive,5
"Sprzęt jest od tygodnia. Konfiguracja bez problemu, chociaż Channel Manager mógłby być wygodniejszy. Na plus duża ilość złącz.
Nie bardzo widziałem sens w tym całym Internet@TV, ale fajnie, że jest radyjko z Tuba.fm czy YouTube.
DLNA powinno być standardem - jedna z tych bardzo ułatwiających rzeczy funkcji. Strumieniowanie z komputera czy odczyt z pendrive'a działa bardzo dobrze.
Ogólnie polecam.",positive,4.0
"Telewizor bardzo dobry, za przystępną cenę.",positive,5
"Telewizor bardzo dobry . Dobra cena , dobra jakość .Polecam",positive,4.0
Pierwsze wrażenie bardzo dobre.,positive,4.0
Bardzo udany zakup. Dobra cena za proponowaną jakość.,positive,5
"Jestem bardzo zadowolony z zakupu, w stu procentach TV spełnia moje oczekiwania....

ma spore, bardzo duże możliwości....
rozpoznaje ogromną ilość formatów obrazu, w zasadzie nieograniczoną chyba.... bo jeszcze nie sprawił mi pod tym względem zawodu...

DLNA po kablu działa świetnie, oglądam zdjęcia, filmy z dysków dwóch komputerów!!

jedyne zastrzeżenia mogę mięć jedynie do dźwięku, choć ma sporą możliwość ustawień i konfiguracji, dźwięk ""przestrzenny"" (z głośników stereofonicznych) jest wyraźnie słyszalny....

ale jednak to małe głośniczki....
do ""prawdziwego dźwięku"" potrzeba czegoś więcej....
choć w sumie nie powinno to dziwić, bo dostałem świetny obraz (a przy dobrej jakości sygnału HD potrafi zaskoczyć)
teraz również powinienem zainwestować w dźwięk....

PS. internetTV to świetna rzecz.....
choć jakoś na youtube nie powala, to filmy z Polsatowskiej IPLI powalają na kolana....

Kiepscy, Hotel 52, i inne programy... the best",positive,5
zaskakująco dobry obraz - przyzwoite głośniki; godny polecenia; stosunek ceny do jakości i możliwości chyba najlepszy;,positive,4.0
Bardzo dobry produkt w rozsądnej cenie. Polecam,positive,4.0
"kupilem go 3 tyg temu..chcialem przeznaczyc na tv ok do 3700 nie koniecznie led (myslalem o sony) ale trafilem 650 za 2500. chodzilo mi o full hd, wraz z portem usb oraz dostepem do intrnetu.. by to ostatnie moglo dzialac musialem zakupic adapter sieci z ktorym mialem troche problemu z instalacja ale sie udalo! internet fajnie hula, filmy divx chodza, muza rowniez.
pilot nie jest jakis powalajacy ale naprawde daje rade! narazie ne zauwazylem minusow i szczerze polecam ten model!",positive,5
"Dla przeciętnego użytkownika sprzęt powyżej potrzeb, pełne zadowolenie.",positive,4.0
niezły,positive,4.0
Po zakupie uruchomiony - DZIAŁA.Odbiór bez zarzutu.POLECAM (uznaną firmę SAMSUNG),positive,5
"Telewizor jest OK. Dardzo dobrze odtwarza kolory,poziom czerni jak należy,bardzo duża możliwość ustawiania parametrów obrazu,z Internetem po WI-FI współpracuje OK.Polecam jeżeli komuś nie przeszkadza błyszcząca matryca.",positive,4.0
bardzo udany zakup,positive,5
na razie pełne zadowolenie,positive,5
wszystko super sklep godny polecenia,positive,5
"Trudno o ocenę po jednym dniu, ale jest to telewizor o dobrych parametrach w bardzo dobrej cenie.",positive,4.0
Towar bez zarzutu,positive,4.0
rewelacja.,positive,5
Naprawdę super produkt,positive,5
godny uwagi,positive,4.0
"Kupiłem go kilka tygodni temu.  Na razie odbieram na zwykłej antenie więc jakość obrazu nie jest rewelacyjna,ale odbiór z USB filmów i zdjęć rewelacyjny.",positive,5
W tej cenie spełnia wszystkie moje oczekiwania.,positive,4.0
"Polecam ten telewizor.Mam go od tygodnia. Bardzo dobry obraz, możliwość podłączenia wielu urządzeń zewnętrznych.Polecam jak najbardziej.Jestem bardzo zadowolony z tego telewizora",positive,5
dobry telewizor:)))))),positive,4.0
"Jeżeli ktoś chce odbierać przeciętny sygnał tel. analogowej to raczej słabo, w grę wchodzi tylko sygnał cyfrowy, chociaż bez HD to i tutaj szału nie ma. Co innego obraz w wysokiej rozdzielczości, wrażenia niesamowite.",positive,4.0
Bardzo dobra relacja cena/jakość.,positive,5
"Telewizor godny polecenia. Stosunek jakość/cena na bardzo dobrym poziomie. Ogrom funkcji sprawia, że jest warty swojej ceny. Czyta wszystkie najbardziej popularne obecnie formaty plików nie tylko z PenDrive'a ale także z HDD po sieci - rewelacja! Internet@TV to kolejna zaleta, każdy znajdzie coś dla siebie i nawet oglądanie filmów na Youtube zrobiło się przyjemniejsze. Warto kupić i bedą to dobrze wydane pieniądze.",positive,5
Wszystko to czego od niego oczekiwałem świetnie radzi sobie  z divixami i innymi. Zewnętrzne dyski śmigają bez problemów obraz na HD zapiera dech w piersi dobrze wykonany świetny telewizor,positive,5
"Bardzo dobry, polecam!!!",positive,5
W pierwszych dniach używania - telewizor rewelacyjny. Bez brzęczenia. Polecam,positive,5
"OBRAZ SUPER, możliwość wielu najróżniejszych funkcji np.funkcja pip czyli obraz w obrazie.",positive,4.0
no cóż?! niech żałują Ci którzy wybrali inny sprzęt :)),positive,5
"Produkt zgodny z danymi technicznymi,
tak jak się spodziewałem bardzo dobry w stosunku do ceny.",positive,4.0
Telewizor spisuje się zdecydowanie lepiej niż zakładałem.,positive,5
"Generalnie bardzo pozytywnie. Trudność (przynajmniej mnie)sprawia ustawienie parametrów obrazu, tak żeby nie był sztuczny. Niewidoczne, przez co niepraktyczne ""przyciski dotykowe"" na obudowie telewizora. Poza tym nie ma co narzekać :). Bardzo mnie cieszy możliwość odtwarzania bezpośrednio z pendrajwa podłączonego oczywiście przez port usb plików mkv z poprawnymi polskimi napisami (srt). No i pilot jest podświetlany, co się bardzo przydaje. Jeszcze jeden minus - żeby łączyć się bezprzewodowo z siecią trzeba coś dokupić, jakiś adapter, czy jakoś tak. :)",positive,4.0
jestem zadowolon z jakości,positive,4.0
"Telewizor świetny, jesteśmy bardzo zadowoleni z zakupu!!!",positive,5
"Ogólnie wszystko byłoby Ok gdyby nie fakt , że telewizor czasami "" nie widzi "" np dysku twardego przez port USB. Musimy wyłączać go z zasilania i dopiero po ponownym podłączeniu wszystko pracuje jak należy. Więcej wad jak na razie nie zauważyliśmy- telewizor mamy od 2 tygodni.",positive,4.0
Zakupiłem model LE40C750 niestety nie ma go w wyborze opisu. TV rewelacja pod każdym względem. Wymieniłem SONY na Samsunga i była to najlepsza decyzja jakiej moglem dokonać.,positive,5
"Telewizor spełnił moje oczekiwanie w 100%
Byłem świadom jego mocnych i słabych stron
bo przed wyborem miesiąc oglądałem i analizowałem dziesiątki TV LCD.W takiej cenie to najlepszy telewizor.",positive,5
"Świetny zakup. Krawędziowe LED wysiadają przy tym TV. Ostrość , kontrast , czerń na bardzo wysokim poziomie.",positive,5
"Bardzo fajny telewizor, super obraz zwłaszcza przy kanałach HD.",positive,5
"Świetny produkt, doskonały odbiór obrazu. Polecam",positive,5
PO PROSTU IDEALNY NIE MAM KANAŁÓW HD ALE OGLĄDA SIĘ ŚWIETNIE,positive,5
"Telewizor świetny, jakość obrazu b. dobra zarówno w HD jak i w SD z Polsatu . Design bajka. Martwiłem się że będzie za mały 40 "" ale jak powiesiłem w salonie i włączyłem okazało sie że jest b. dobry,a oglądam z 3-4m, większy by tylko przytłoczył, a realizm obrazu wręcz utrudnia oglądanie filmów - za dużo widać szczegółów :)",positive,5
telewizor godny polecenia rewelacja za tą kase nic lepszego bym nieznalazł(a wirzcie że szukałem ) polecam,positive,5
"nie znalazłem informacji w ocenach, w sklepach też kręcą, mam pytanie: kontrast-jaka jest kolejność ? high( ang.wysoki),ultra oraz mega( nie podają tego w liczbach), czy to ma duże znaczenie w wyborze telewizora ?",positive,5
"SUPER TV W SUPER CENIE.OGROM FUNKCJI NIEDOSTĘPNYCH W INNYCH TV W TEJ CENIE.
FUNKCJA INTERNRT TV EXTRA.",positive,5
"A sam sprzęt... super, jakość obrazu rewelacja. Odtwarza mkv, jedynie przy 25fps-ach miał problem z napisami mDVD i musiałem wgrywać napisy SAMI i wszystko zadziałało (ale to mogła być przypadłość filmu), napisy 23.9fps mDVD bez najmniejszych problemów. Internet@TV działa fajnie, picasa, google maps, youtube, ipla, i wiele innych na duzym ekranie to sam smak. Polecam gorąco. Mam model w wersji SQ01 także spoko :D",positive,5
"Jak dla mnie rewelacja. Kilka lat miałem TV CRT Panasonica. Teraz sam się dziwię sobie, że dopiero po awarii wymieniłem TV. Wyrazistość obrazu jest niesamowita w porównaniu ze starym TV. Teraz muszę oglądać filmy od nowa bo więcej na nich widać ;) Mam kino domowe, ale głośniki w TV grają całkiem przyzwoicie. Internet, a raczej serwisy internetowe to fajny dodatek, ipla, youtube, brakuje Allegro. Dużo lepiej by było jakby się dało zainstalować przeglądarkę, żeby można było samemu wybierać stronę www. Filmy z pendraka, dysku zewnętrznego, po sieci z komputera wszystko działa ok. Nie odtwarza plików RMVB, ale to grzech oglądać pliki w takiej jakości.",positive,5
"Bardo dobry obraz, dźwięk mógłby być lepszy",positive,4.0
Telewizor Samsung LE40C650 JEST BARDZO DOBRYM WYBOREM W TEJ CENIE DO 2500 zł.Jestem zadowolony z tego produktu !!!,positive,4.0
Bardzo dobry jak na moje potrzeby.,positive,4.0
"jak na swoja cene super!!!
zdecydowanie polecam",positive,5
Polecam ale gdybym jeszcze raz kupował to raczej wybrałbym model o mniejszej ilości funkcji (często zbędnych) ale z matrycą LED.,positive,5
Jestem bardzo zadowolona z zakupu tego telewizora. Wszystkie parametry dobre. Obraz i kolory przepiękne.,positive,5
Na razie bez zarzutu. Ładne wzornictwo i odpowiednie funkcje potrzebne do używania jako duży wyświetlacz do prezentacji komputerowych.,positive,4.0
"Wybrałam ten telewizor, gdyż jest dla mnie pochodną trzech cech: dobrych parametrów, dobrej ceny, eleganckiego wyglądu. Polecam go osobom, które nie tylko chcą mieć doby sprzęt rtv, ale i ładny mebel w domu...",positive,4.0
Rewelacyjna jakość w stosunku do ceny.,positive,5
Na razie ok. Oby tak dalej.,positive,5
Jestem zadowolony z zakupu tego telewizora.Telewizor taj jak przypuszczałem tzw Kombajn Multimedialny z Rewelacyjnym obrazem i świetnym dźwiękiem jak na LCD,positive,5
super tv,positive,5
"Telewizor super. Ma wszystko co powinien mieć.Piękny  obraz, dobry dźwięk.Łatwa obsługa .Internet .Polecam gorąco!!!",positive,5
Fajny produkt! Dobra Jakość,positive,4.0
"Telewizor bardzo dobry. Miał służyć do telewizji cyfrowej, oglądania filmów z komputera i/lub dysku zewnętrznego. Mam go tydzień i spisuje się świetnie.",positive,5
jestem bardzo zadowolona właśnie z tego modelu - spełnił moje oczekiwania.,positive,5
"do użytku domowego doskonały, wspaniały obraz, niezły dźwięk (mógł by być lepszy, obsługa w podstawowym zakresie dosyć prosta",positive,4.0
"Telewizor jest rewelacyjny pod każdym względem, zarówno pod aspektem, technicznym jak i wizualnym, po prostu nie ma do czego się przyczepić a jestem jego użytkownikiem od prawie miesiąca",positive,5
"Kupiliśmy 3 takie tv, po uruchomieniu i podłączeniu HD szczeki nam opadły, po prostu extra. Genialne dodatki, współpraca z telefonem i mediami , oraz genialnie się sprawdza jako monitor do kompa. Najlepszy bajer to odtwarzanie MKV z USB",positive,5
Długo zastanawiałem się nad kupnem TV. Po wielogodzinnych lekturach spędzonych na różnych forach mój wybór padł na ten model. Jak narazie sprzęt sprawuje się bez zarzutu po kalibracji obraz jest zadowalający na kanałach SD i rewelacyjny na kanałach HD. Jeśli wahasz się nad wyborem LED lub LCD wybierz LCD tzn. ten model samsunga,positive,4.0
Bardza dobry wybór,positive,4.0
Działa bez zarzutu. Może jedynie odrobinę zwolniona reakcja telewizora w stosunku do użytego przycisku pilota ale poza tym rewelacja.,positive,4.0
Udany zakup :)jak narazie sprawdza się pod każdym względem,positive,5
Jestem zadowolony... Mundial w siatkówkę oglądało się rewelacyjnie... palce lizać.,positive,4.0
Trafiłem idealnie z zakupem.,positive,5
"Chodzi świetnie, polecam.",positive,5
idealny w tej cenie,positive,5
"Bardzo udany model,rewelacyjny obraz zarówno z sygnału satelitarnego - zwłaszcza programy HD jak i anteny naziemnej, bardzo prosta obsługa ( ustawienia ) Gorąco polecam",positive,5
Super telewizor z bardzo dobrymi parametrami za niewielkie pieniądze. Działa doskonale. wiele funkcji. świetny zakup. Polecam gorąco!!!!!!!!!!!!!!!,positive,4.0
Miałem mieszane uczucia kupując tv tej firmy.Jestem mile zaskoczony jakością.Odbiór rewelacyjny.,positive,5
"dobry telewizor, naprawdę",positive,5
"Zakupiony LE40C650 oceniam bardzo pozytywnie .Ładny obraz w cyfrowym i nieznacznie gorszym analogowym odbiorze /telewizji kablowej/.Estetyczny wygląd,prosty w obsłudze podświetlany pilot,posiada wszystkie użytkowe funkcje dla wymagającego użytkownika.",positive,4.0
"Kupilem w tamtym tygodniu ten telewizor i naprawde polecam. Obraz swietnej jakosci, naprawde nie ma sie do czego przyczepic. narazie mam sygnal SD z kablowki ale tez jest niezle. Mi trafila sie matryca AA ale widzialem tez CN w sklepach i nie jestem w stanie powiedziec ze ktoras jest gorsza bardz ma gorsze katy.
Jedyna wada jak do tej pory to baaaardzo nie fajny sposob sortowania kanalow (chyba ze ja cos zle robilem) ale musialem sie sporo oklikac.

ogolnie sprzet polecam - w tej cenie nie ma lepszego modelu!",positive,5
same plusy:),positive,4.0
"Bardzo dobry telewizor, wpaniałe funkcje i bardzo dobrze odwzorowuje czerń. Według mnie porównując ten model z podświetleniem CCFL z LED, to widać że ma on super czerń w odtóżnieniu od LED - tam jest granat. Świetny kontrast. Trochę zawikłane ustawianie kolejności kanałów na kablu analogowym, za to odbiór sygnału cyfrowego SD - świetny! Nie testowałem jeszcze żadnych filmów z Bluraya, ale to co do tej pory widzę zasługuje na miano świetnego TV za nieduże pieniądze. Polecam.",positive,5
"jak na razie wszystko w porządku, działa bez zarzutu",positive,5
To mój pierwszy telewizor tej klasy i jestem z niego bardzo zadowolona. Świetna jakość obrazu idealny do xbox 360 kinekt.,positive,5
"bardzo dobry odbiór, niska cena",positive,4.0
Telewizor posiadam od 3 tygodni. Sprawuje się ok.Posiada sporo przydatnych funkcji.Odbiór bez zastrzeżeń.,positive,4.0
"za wcześnie na opinie, ale jak do tej pory wszystko działa i jest OK., opiniowałem się znajomego który telewizor posiada ten sam model już od pół roku i jest zadowolony z tego wyboru tv.",positive,5
Na razie ok',positive,4.0
"Dostałem go dziś mile jestem zaskoczony bo  piękny obraz,proste menu i obsługa za krótko aby powiedzieć coś na minus widzę na razie plusy same plusy",positive,5
"Telewizor rewelacyjny.Ma wszystko to, co oczekiwałem.Doskonała jakość obrazu.Jest dużo lepszy, niż się spodziewałem.Doskonała cena.Ten sam model,reklamowany przez jeden ze sklepów  w radio, gdzie zaznaczano, że jest w promocji, kosztuje 600 zł drożej.",positive,5
Telewizor jest OK.,positive,5
"Naprawdę widziałem ten telewizor i uważam, że jest świetny.",positive,5
"Rewelacja, świetny obraz, proste i czytelne menu, polecam!",positive,5
"Towar spełnił moje oczekiwania. Bardzo dobry obraz (nawet na słabym sygnale), dużo możliwości ustawień obrazu i dźwięku. Rewelacyjne USB!!!",positive,5
Jestem zadowolony z zakupu! Posiada ten telewizor tyle przydatnych funkcji ale jeszcze nie mogę wszystkich ogarnąć!,positive,5
"Na razie bez zarzutów-mam od miesiąca, bardzo dobra jakość obrazu, dźwięku, pełna satysfakcja.",positive,4.0
"Kupilem ten telewizor po wielu godzinach spędzonych w sklepach i forach internetowych. I nie żałuje wydanych pieniedzy, gdyz jest TV jest rewelacyjny. Nawet na sygnale SD zero smuzenia, plynny obraz, piekna czerń i biel i nie zgodzę się że funkcja Internet@tv jest nieprzydatna. Ja nie mam problemow z wpisywaniem tytulow wyszukiwanych filmow z pilota, gdyz jest bardzo wygodny. Polecam ten telewizor wszystkim.",positive,5
Telewizor Samsung serii6 jestem bardzo zadowolony super wygląd bardzo dobre kolory w grach po podłączeniu Pc. Internet TV rewelacja>Bardzo dobry sprzęt.,positive,5
"Telewizor Samsung LE40C650 to poprostu rewelacja. Jakość obrazu zapiera dech w piersiach, dzwięk także czysty i głośny. Zadziwiło mnie jak dobrze radzi sobie ze zwykłym sygnałem z kablówki, może to zasługa dobrych filtrów. Jakość wykonania jest na najwyższym poziomie tylko szkło i metal jedyny plastik to obudowa pilota, nic nie skrzypi nie buczy, nie grzeje sie, w sumie szukając wad ciężko coś znaleść można przyczepić się do pilota bo jest zwykły, kwadratowy, nudny a mógłby być bardziej wyprofilowany dla dłoni, ładniejszy ale i tak brzydki nie jest, kąt zasięgu pilota jest duży można celować w ściane z boku a kanały i tak beda sie zmieniać. Menu ładne i proste w obsłudze. Warto ten telewizor kupić naprawde warto.",positive,5
na razie OK,positive,4.0
warty swojej ceny:),positive,4.0
"Telewizor rewelacyjny, doskonała głębokość czerni(nawet lepsza od CRT),doskonała ostrość,bardzo dobry dźwięk,bezproblemowe odtwarzanie filmów z USB.",positive,5
"Stosunek ceny do jakości znakomity. Polecam ten telewizor. Bardzo dobry obraz, możliwość podłączenia wielu urządzeń zewnętrznych. Możliwość oglądania filmów przez usb (z pendriva).",positive,5
"Telewizor Super,Godny polecenia zakupu.",positive,5
Działa bez zarzutu. Podane parametry techniczne odpowiadają stanowi faktycznemu . OK,positive,4.0
"Zbyt krótko go użytkuję, ale wydaje się, że wszystko jest ok.",positive,4.0
"Zadowolił mnie w 100%,idealny do telewizji cyfrowej,PS3 i kina domowego.Kolory świetne,głos też ok!!!",positive,5
"Jestem zadowolony z jakości obrazu oraz dźwięku, obecnie odbieram telewizję n, wiele kanałów w jakości HD i dopiero tutaj w pełni można docenić ten telewizor, wcześniej miałem cyfrowy polsat, który ma gorszą jakość sygnału i nie byłem do końca zadowolony.",positive,4.0
"Mam od tygodnia. Polecam jak najbardziej. Nawet analogowa kablówka całkiem nieźle wychodzi. Odtwarza wszystkie pliki wideo z wyjątkiem rmvb, napisy wchodzą bardzo dobrze. Czyta twarde dyski. Za tą cenę nie trzeba szukać nic lepszego no i droższego.",positive,4.0
"Bardzo dobry sprzęt za niewielkie pieniądze.Posiada praktycznie wszystko co powinien mieć telewizor na dzień dzisiejszy.Obraz,kolory,dźwięk super.",positive,5
"Chyba najlepsza oferta na rynku za tą cenę. Obraz żyleta, czerń jakiej nigdy nie widziałem , niezły dźwięk. Internet w tv fajnym gadzetem. filmy z usb świetna sprawa. POLECAM",positive,4.0
"Myślę, że najlepszy w swojej klasie. Jakość wykonania, obraz, parametry, funkcje są moim zdaniem świetne!",positive,5
"Telewizor mi odpowiada, jakość obrazu dobra dźwięk gorzej. Ale ogólnie na plus",positive,4.0
"Pomijając instrukcję obsługi, która nie do końca udziela informacji na temat wykorzystania funkcji telewizora, to produkt jest OK.",positive,4.0
"TV super, wyświetlanie filmów w formacie mkv-bajka,cena i jakość rewelacja-samsung w pełni spełnia moje oczekiwania.",positive,5
Obraz znakomity.,positive,4.0
Produkt spełnia oczekiwania :-),positive,5
Bardzo dobry model telewizora. Parametry obrazu przy średniej jakości sygnale TV bardzo dobre.,positive,5
"Po 40 calach za 2400,- nie oczekiwałem wiele, jestem bardzo miło zaskoczony. Mogę spokojnie polecić każdemu ten telewizor. Nie wiem jak odbiera tv naziemna bo póki co używam jedynie zewnętrznego dysku HDD, śmiga znakomicie :)",positive,5
Doskonały produkt za doskonałą cene. Super kontrast i ostrosc obrazu. Bardzo lekki i cienki . Czerń porównywalna do LEDów krawędziowych a duzo tańszy,positive,5
Znakomity!!!,positive,5
Produkt zgodnie z zamówieniem. Działa doskonale. Polecam do zakupu tego modelu.,positive,5
Super telewizorek!!!,positive,5
Produkt jest świetny,positive,5
Telewizor godny polecenia. Doskonała jakość obrazu.,positive,5
na razie bez uwag,positive,4.0
"Jak na razie super.  Jeszcze niestety nie sprawdziłam internetu i tv HD, ale na tej antenie która mam i tak jest bardzo bardzo dobrze :)",positive,4.0
"Telewizor godny polecenia. Doskonała jakość obrazu, intuicyjne menu. Produkt OK.",positive,4.0
"TELEWIZOR MOICH MARZEŃ!!!!!
INTERNET,
PIP,
DUŻY EKRAN",positive,5
"sprawdza się doskonale w każdym aspekcie użytowania, idealnie pasuje do mieszkania",positive,5
Godne polecenia,positive,4.0
"Telewizor mam od jakiegos czasu. Kupujac wybieralem miedzy SONY a Samsungiem. I co? i Sony nie czytaja plików MKV:-) Wiec Samsung byl jedynym wyborem.
Obraz internet itd itd super",positive,5
Przyzwoity telewizor za przyzwoitą kasę.,positive,4.0
Zadowolony! działa  bez zarzutów !,positive,4.0
TV jak najbardziej ok!,positive,5
"Sprawia wrażenie, niemniej, po dwóch dniach eksploatacji nie zamierzam wyciagać żadnych pochopnych wniosków.",positive,4.0
telewizor świetny bez uwag korzystam z anteny analogowej sygnał cyfrowy woj mazowieckie jest bardzo dobrze.,positive,4.0
Przeszedł moje oczekiwania.,positive,5
"ogólenie bardzo dobry, duzo szukałem i wybrałem wlaśnie ten model z czego jetsem zadowolony.",positive,4.0
"Jest to mój pierwszy LCD. Jak dla mnie jest on rewelacyjny,piękny obraz,wiele możliwych ustawień.Dodam że długo dokonywałem wyboru wśród modeli 40"".",positive,4.0
Nie mam zastrzeżeń. Łatwa konfiguracja internetu choć mogłoby być więcej aplikacji (ale to kwestia update'u software'u). Błyszczące wykończenie ekranu przeszkadza tylko w ostrym świetle. Polecam do filmów/telewizji HD (działa wiele divx-ów i .mkv) bo przy zwykłej rozdzielczości czuć duży niedosyt jakości :-),positive,4.0
Bardzo dobry biorąc pod uwagę stosunek ceny do jakości.,positive,4.0
"Obraz rewelacja, ładny wygląd, prosta obsługa, podświetlany pilot, rozbudowana multimedialność (filmy przez USB-idealnie), oszczędność energii.Radzę powiesić na ścianie- robi wrażenie.
Podsumowując : stosunek ceny do jakości to czynnik który każdego zadowoli. POLECAM .",positive,5
"Uzytkuje go dopiero od 2 tyg ale ... jestem z nigo tak bardzo zadowolony, ze z czystym sumieniem polecilem go rowniez 2 swoim bliskim znajomym. Z rozmowy z nimi wiem, ze ten telewizor byl w 100% trafionym zakupem. SUPER stosunek Cena/Jakość ! 
POLECAM TEN PRODUKT :)",positive,5
"Bardzo dobry tv, świetny obraz, niezły dźwięk, niesamowity wygląd. Mam ten tv od 2 tygodni i jestem z niego bardzo zadowolony. Polecam zakup ludziom ceniącym jakość i estetykę sprzętu rtv.",positive,5
Super! to chyba wystarczy...,positive,4.0
super produkt,positive,5
Super nic dodać nic ująć kto ma podpiętą konsole ps3 do tego tv pisać gg 5538940,positive,5
"Podsumowując super współpraca z PC, PS3 oraz zewnętrznym dyskiem HDD. Obraz przepiękny w wysokiej rozdzielczości, skalowanie SD bardzo dobre, czerń to czerń a nie szarość. Oczywiście wymaga pokręcenia w ustawieniach aby skóra nie miała odcienia świńskiego różu, czy też inne zielenie i czerwienie nie biły po oczach. Szkoda tylko, że nie ma wewnętrznego wzmacniacza (a to konstrukcyjnie koszt kilkunastu złotych)aby można było podłączyć zewnętrzne głośniki. Trzeba zatem mieć kino domowe aby dźwięk stał na dobrym poziomie. No i ten kurz. Jak nic codzienne zdmuchiwanie bo osadza się niemiłosiernie ale tak to wszystkie LCD mają (plazmy pewnie też).",positive,5
Tego szukałem,positive,4.0
Telewizor jest super. Mamy go co prawda niedługo ale jak do tej pory sprawuje się świetnie.,positive,5
na razie nie mam uwag - sprawuje się bez zarzutu,positive,4.0
"Bardzo dobry obraz , mnogość podłączeń , USB z MKV i znikomy pobór prądu za małą kasę.Polecam!!!",positive,5
Super telewizorek polecam za dwa lata kupie sobie większy.,positive,5
"Nie ma w zasadzie do czego się przyczepić , ładny ,zgrabny i godny polecenia",positive,4.0
Gra i biuczy jak należy,positive,5
Żyleta :),positive,5
ogólnie jestem zadowolony,positive,4.0
"Myślę, że za tą cenę nic lepszego nie znajdziecie.Obraz OK, dzwięk mógłby być lepszy ale i tak bije ""na głowę"" droższą konkurencję. Filmy i zdjęcia z pena idealne. Menu przyjemne, ciekawy pilot, obsługa intuicyjna Ogólnie fajny sprzęt choć do końca go jeszcze nie rozgryzłem.",positive,4.0
"super produkt w dobrej cenie, bardzo dobra jakość obrazu, polecam",positive,5
"Rewelacyjny stosunek jakości do ceny. Szczerze polecam. Używam go do kablówki, PS3 i filmów w formacie mkv. Nie zamieniłbym go na żaden inny.",positive,5
"Mam go od dwóch dni, ale  wszystko ok.",positive,5
"Super produkt, godny polecenia i uwagi!",positive,5
jak na razie bez zastrzeżeń produkt rewelacyjny jak za taką cene,positive,4.0
jak na razie ok,positive,4.0
produkt zgodny z oczekiwaniem,positive,4.0
"Super sprzęt, jego zalety widać szczególnie przy HD",positive,5
Telewizor Samsug C650 bardzo fajny jestem zadowolony z obrazu i z przyjemności oglądania.,positive,5
"Za krótko posiadam aby opinia była wiarygodna. Ogólnie fajny wygląd, dobra jakość obrazu (z kabla) i dźwięku.",positive,4.0
Bardzo bardzo dobry telewizorek!!!!,positive,5
Telewizorek jest super !!!,positive,5
Jestem zadowolony,positive,4.0
Bardzo dobry jestem w pełni zadowolony pod każdym względem. Przede wszystkim jakość do ceny.,positive,5
POLECAM dobra cena za super jakość!!,positive,5
"jestem bardzo zadowolony, wad jak narazie nie stwierdziłem i mam nadzieje , ze tak będzie",positive,4.0
polecam śmiało,positive,5
ok jest super,positive,4.0
Bardzo dobry telewizor jestem zadowolony.,positive,5
"Pierwszy telewizor tego rodzaju. Trzeba popracować nad ustawieniami opcji obrazu (masa możliwości) by filmy były, jak w kinie, a nie jak kręcone własną kamerą.",positive,4.0
"Rewelacja nie odchodzę od telewizora obraz jak w kinie, niedługo mundial i oglądanie meczy to poezja.Polecam ",positive,5
"W porównaniu z SONY bravią dużo,dużo,dużo lepszy a praktycznie są w zbliżonej cenie.",positive,5
"Obraz ze zwykłej kablówki nie ustępuje jakością obrazu kanałom cyfrowym. Sporo funkcji, ale i poświęcenia czasu na konfigurację.",positive,4.0
Rewelacyjny telewizor i tyle!,positive,5
"Telewizor zakupiłem, miesiąc temu...Sprzet poprostu rewelacja, oglądanie filmów z pena czysta przyjemność, wejscie usb HD polepsza jakość oglądanych filmów, dzwiek czysty,bardzo łatwa obsługa, jestem bardzo zadowolony ze sprzetu.POLECAM",positive,5
"Samsung LE40C650 który zakupiłem jest bardzo dobry , dobra czytelna obsługa , jakość obrazu oceniam na piątkę, głos też ma bardzo dobre brzmienie nie wiem natomiast jak z zużyciem energii , łącza USD wspaniała rzecz polecam ten model.",positive,4.0
"Jestem bardzo zadowolony z zakupu. Obraz rewelacyjny, głos czyściutki, kolory bardzo naturalne,prosty w obsłudze. ",positive,5
ładnie zapakowane w szkatułke,positive,4.0
"Oryginalny,  dobry pomysł na prezent, możliwość wybrania dla każdego",positive,4.0
"Mam nadzieję że jest samaczny,wygląda apetycznie",positive,5
Wyśmienite,positive,5
Wszystko przyzwoitej jakosci.,positive,4.0
"Pycha, uwielbiam Wasze czekoladki!",positive,5
Przepyszne i piękne!,positive,5
Świetna jakość.,positive,5
pozytywna!,positive,5
Dobra czekolada w ciekawych kształtach,positive,4.0
Bardzo dobra czekolada.,positive,4.0
niestety nie probowalam,positive,5
Doskonały produkt.,positive,5
Gustowny prezent na różne okazje. Polecam,positive,4.0
"Ciekawy, nietypowy. Idealny na prezent. Cena mogłaby być trochę niższa",positive,4.0
Polecam!!  Jakość doskonała,positive,5
Czekoladki bardzo ładne i smaczne.,positive,5
