detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,positive,[mały],"[typowe, polskie, dania, w, dobrym, wykonaniu, biorąc, pod, uwagę, lokalizacje, i, jakość, jedzenia, ceny, są, na, przyzwoitym, poziomie, sprawna, obsługa, nawet, przy, pełnym, lokalu, nie, wyczekamy, sie, za, długo, w, soboty, i, niedziele, konieczna, rezerwacja, jedynym, mankamentem, jest, mały, i, z, reguły, zapełniony, parking, obokwięcej]",4.0,-0.022222222222222223,"Typowe polskie dania w dobrym wykonaniu. Biorąc pod uwagę lokalizacje i jakość jedzenia ceny są na przyzwoitym poziomie. Sprawna obsługa, nawet przy pełnym lokalu nie wyczekamy sie za długo. W soboty i niedziele konieczna rezerwacja. Jedynym mankamentem jest mały i z reguły zapełniony parking obok...Więcej",45.0,45.0,1.0
negative,positive,"[pozycja, restauracja, kuchnia, smaczny]","[zaskakująca, jest, wysoka, pozycja, tej, restauracji, w, tym, rankingu, o, ile, nie, mam, żadnych, zastrzeżeń, istotnych, to, nie, jest, to, restauracja, wybitna, nie, mniej, warto, tu, zajrzeć, ceny, są, przyzwoite, a, jedzenie, smaczne, kuchnia, polska, tatar, bardzo, smaczny]",4.0,-0.01754385964912281,"Zaskakująca jest wysoka pozycja tej restauracji w tym rankingu. O ile nie mam żadnych zastrzeżeń (istotnych) to nie jest to restauracja wybitna. Nie mniej warto tu zajrzeć. Ceny są przyzwoite a jedzenie smaczne. Kuchnia polska, tatar bardzo smaczny.",38.0,38.0,4.0
positive,positive,"[ten, restauracja, mistrzostwo, wystrój, mój]","[z, reguły, lokal, ten, odwiedzałem, służbowo, jak, również, rodzinnie, jedzenie, jest, bardzo, dobre, i, naprawdę, nie, można, się, do, niczego, przyczepić, restauracja, stawia, bardzo, wysoką, poprzeczkę, dla, pozostałych, lokali, beza, mistrzostwo, świata, obsługa, profesjonalna, ceny, przystępne, wystrój, lokalu, to, nie, mój, klimat, co, nie, zmieniawięcej]",4.0,0.044444444444444446,Z reguły lokal ten odwiedzałem służbowo. Jak również rodzinnie. Jedzenie jest bardzo dobre i naprawdę nie można się do niczego przyczepić. Restauracja stawia bardzo wysoką poprzeczkę dla pozostałych lokali. Beza mistrzostwo świata. Obsługa profesjonalna. Ceny przystępne. Wystrój lokalu to nie mój klimat. Co nie zmienia...Więcej,45.0,45.0,5.0
negative,positive,"[który, dań, każdy, miejsce, poza, polski]","[lokal, który, lepiej, gotuje, niż, wygląda, coiciaż, wygląd, też, ma, niczego, sobie, wartym, podkreślenia, jest, profesjonalna, obsługa, kelnerska, karta, dań, to, mix, polskiej, i, europejskiej, kuchi, każdy, to, znajdzie, coś, dla, siebie, dobre, miejsce, do, zapraszania, gości, z, poza, polski, polecam]",5.0,-0.024390243902439025,"Lokal który lepiej gotuje niż wygląda, coiciaż wygląd też ma niczego sobie. Wartym podkreślenia jest profesjonalna obsługa kelnerska. Karta dań, to mix polskiej i europejskiej kuchi, każdy to znajdzie coś dla siebie. Dobre miejsce do zapraszania gości z poza Polski. POLECAM!!!",41.0,41.0,6.0
positive,positive,"[poezja, wrażenie, dodatkowo, smaczny]","[zawsze, zapraszamy, tam, zagranicznych, gości, i, niezmiennie, wychodzą, zadowoleni, tort, bezowy, to, poezja, tatar, przygotowywany, przy, gościach, zawsze, robi, wrażenie, a, dodatkowo, jest, bardzo, smaczny]",5.0,0.09333333333333332,Zawsze zapraszamy tam zagranicznych gości i niezmiennie wychodzą zadowoleni. Tort bezowy to poezja! Tatar przygotowywany przy gościach zawsze robi wrażenie a dodatkowo jest bardzo smaczny.,25.0,25.0,4.0
negative,positive,"[wystrój, mały, dań, wspaniały]","[zachwycający, wystrój, restauracji, przemiła, obsługa, jedzenie, dobre, ale, nie, znakomite, mały, wybór, dań, dla, wegetarian, dużo, mięs, zupy, bardzo, dobre, drugie, dania, dobre, tort, straciatella, wspaniały]",4.0,-0.038461538461538464,"Zachwycający wystrój restauracji, przemiła obsługa, jedzenie dobre (ale nie znakomite). Mały wybór dań dla wegetarian, dużo mięs. Zupy bardzo dobre, drugie dania dobre. Tort straciatella wspaniały!",26.0,26.0,4.0
positive,positive,"[możliwość, kuchnia, miły, uprzejmy, atmosfera, który]","[już, przy, wejściu, miłe, przywitanie, i, wspaniała, możliwość, poznanie, przesympatycznego, właściciela, wspaniała, kuchnia, miły, i, uprzejmy, personel, fantastyczna, atmosfera, wszystko, smakowało, wyśmienicie, szczególnie, do, polecenia, tatar, który, przyrządzany, jest, ze, szczególnymi, zasadami, czystości, przyrządzany, przez, kucharza, pracującego, w, rękawiczkach, jednorazowych, niespotykane, spośród, sześciu, restauracjiwięcej]",5.0,0.0606060606060606,"Już przy wejściu miłe przywitanie i wspaniała możliwość poznanie przesympatycznego właściciela.
Wspaniała kuchnia, miły i uprzejmy personel, fantastyczna atmosfera. Wszystko smakowało wyśmienicie. Szczególnie do polecenia Tatar, który przyrządzany jest ze szczególnymi zasadami
czystości, przyrządzany przez kucharza pracującego w rękawiczkach jednorazowych. Niespotykane !!! Spośród sześciu restauracji...Więcej",45.0,44.0,6.0
positive,positive,"[stary, piękny, wystrój, rozkosz]","[stary, dom, łączy, wszystko, co, najważniejsze, w, restauracji, piękny, wystrój, super, klimat, wyśmienite, jedzenie, przemiła, obsługa, i, długo, by, wymieniać, a, tatar, i, beza, rozkosz]",5.0,0.09333333333333332,"Stary Dom łączy wszystko, co najważniejsze w restauracji. Piękny wystrój, super klimat, wyśmienite jedzenie, przemiła obsługa i... Długo by wymieniać. A tatar i beza... Rozkosz",25.0,25.0,4.0
positive,positive,"[stary, uśmiech, który, który, mistrzowsko, pani, serdeczność]","[szczerze, polecam, restaurację, stary, dom, jest, smaczniemiło, i, nastrojowopozdrawiam, panią, miręktórej, uśmiech, sprawia, że, dania, są, jeszcze, smaczniejsze, oraz, pana, który, przygotowuje, tatara, który, mistrzowsko, wprowadza, nas, w, arkana, sztuki, kulinarnejszczególne, podziękowanie, składam, pani, gabrieli, ciurlikowskiej, za, dobra, wolę, serdeczność, i, umiejętność, odejścia, od, schematówwięcej]",5.0,0.05555555555555555,"Szczerze polecam restaurację Stary Dom .Jest smacznie,miło i nastrojowo.Pozdrawiam Panią Mirę,której uśmiech sprawia, że dania są jeszcze smaczniejsze ,oraz Pana który przygotowuje tatara, który mistrzowsko wprowadza nas w arkana sztuki kulinarnej.Szczególne podziękowanie składam Pani Gabrieli Ciurlikowskiej za dobra wolę, serdeczność i umiejętność odejścia od schematów....Więcej",45.0,45.0,7.0
positive,positive,"[pyszny, smak, gorąco]","[restauracje, odwiedziłam, trzykrotnie, bardzo, polecam, na, rodzinne, obiady, rodziny, z, dziećmi, lub, grupa, znajomych, wyśmienite, towarzystwo, kelnerów, i, pyszny, smak, potraw, polskich, gorąco, polecam]",4.0,0.006944444444444438,"Restauracje odwiedziłam trzykrotnie.
Bardzo polecam na rodzinne obiady, rodziny z dziećmi lub grupa znajomych.
Wyśmienite 'towarzystwo' kelnerów i pyszny smak potraw polskich.
Gorąco polecam!",24.0,24.0,3.0
negative,positive,"[obłędny, pyszny, robiony, plus, forma, drewno, ciepły, oświetlenie]","[niedawno, wybrałem, sie, tam, ze, znajomymi, tatar, obłędny, naprawde, pyszny, robiony, na, oczach, mioooodzio, znajomi, zamówili, kurczaka, spróbowałem, kawałem, i, duzy, plus, pysznie, sama, forma, podania, przystrojenia, zachęca, do, skosztowaniawystroj, rownież, duże, wow, drewno, kwiaty, ciepły, klimat, oświetlenie, czułem, sie, tam, naprawde, dobrze, niestety, duzywięcej]",3.0,-0.07676767676767676,"Niedawno wybrałem sie tam ze znajomymi. Tatar obłędny, naprawde pyszny, robiony na oczach, mioooodzio. Znajomi zamówili kurczaka, spróbowałem kawałem i duzy plus, pysznie:) sama forma podania przystrojenia zachęca do skosztowania.Wystroj rownież duże wow:) drewno kwiaty ciepły klimat, oświetlenie, czułem sie tam naprawde dobrze. Niestety, duzy...Więcej",45.0,45.0,8.0
negative,positive,"[stary, miejsce, wolne, miejsce, mocny, show]","[stary, dom, to, doskonałe, miejsce, gdzie, można, smacznie, zjeść, profesjonalna, obsługa, juz, od, wejścia, warto, zarezerwować, wcześniej, stolik, chociaż, zazwyczaj, jest, tam, jakieś, wolne, miejsce, jedyna, rzecz, jaka, nas, draznila, to, mocny, zapach, smażonych, przez, kucharza, przy, gościach, krewetek, show, jest, ale, trochę, za, intensywnewięcej]",4.0,-0.029629629629629627,"Stary dom to doskonałe miejsce gdzie można smacznie zjeść. Profesjonalna obsługa juz od wejścia. Warto zarezerwować wcześniej stolik chociaż zazwyczaj jest tam jakieś wolne miejsce. Jedyna rzecz jaka nas draznila to mocny zapach smażonych przez kucharza, przy gościach, krewetek. Show jest, ale trochę za intensywne...Więcej",45.0,45.0,6.0
positive,positive,"[pan, pan, sympatyczny]","[restauracje, odwiedzilem, wczoraj, na, szybka, kolacje, przed, spotkaniem, obsluga, byla, bardzo, mila, i, pan, ktory, mnie, obslugiwal, posiadal, wiedze, niezbedna, do, wykonywania, tej, pracy, co, w, polsce, nie, jest, tak, czeste, pan, ktory, przygotowywal, tatara, rowniez, bardzo, sympatyczny, jedyna, rzecz, ktora, delikatnie, psula, atmosferewięcej]",5.0,0.045454545454545456,Restauracje odwiedzilem wczoraj na szybka kolacje przed spotkaniem. Obsluga byla bardzo mila i Pan ktory mnie obslugiwal posiadal wiedze niezbedna do wykonywania tej pracy ( co w polsce nie jest tak czeste). Pan ktory przygotowywal tatara rowniez bardzo sympatyczny. Jedyna rzecz ktora delikatnie psula atmosfere...Więcej,45.0,44.0,3.0
negative,positive,[obłędny],"[obsługa, na, wysokim, poziomie, tatar, z, wołowiny, dojrzewającej, obłędny, jak, również, barszczyk, natomiast, gołąbki, dla, mnie, rozczarowaniew, każdym, barze, smakują, podobnie]",4.0,-0.031746031746031744,"obsługa na wysokim poziomie, tatar z wołowiny dojrzewającej obłędny, jak również barszczyk!! natomiast gołąbki dla mnie rozczarowanie..w każdym barze smakują podobnie!!",21.0,21.0,1.0
negative,positive,"[miejsce, wrażenie, stara]","[klimat, w, środku, przenosi, nas, w, kompletnie, inne, czasy, czasy, tak, dalekie, od, molekularnych, wydziwień, internetu, i, miejskiego, pośpiechu, że, chce, się, zostać, tam, na, zawsze, miejsce, sprawia, wrażenie, ciepłej, polskiej, gospody, wypełnionej, zapachami, z, babcinej, kuchni, elegancka, stara, gwardia, kelnerów, przywraca, nadzieję, że, towięcej]",4.0,-0.022222222222222223,"Klimat w środku przenosi nas w kompletnie inne czasy. Czasy tak dalekie od molekularnych wydziwień, internetu i miejskiego pośpiechu, że chce się zostać tam na zawsze. Miejsce sprawia wrażenie ciepłej polskiej gospody wypełnionej zapachami z babcinej kuchni. Elegancka stara gwardia kelnerów, przywraca nadzieję, że to...Więcej",45.0,45.0,3.0
positive,positive,"[pyszny, cielęcina, miła]","[zamówiliśmy, połówkę, kurczaka, i, ""cielęcine, mleczna"", do, tego, zapiekane, ziemniaczki, i, małą, karafkę, housowego, wina, kurczak, był, pyszny, ale, cielęcina, już, tylko, dobraobsługa, była, bardzo, miła, ale, wino, housowe, ktore, otrzymaliśmy, włoskie, igt, było, bardzo, przyzwoite, jak, na, ta, cenę, ale, było, ciepłe, jak, zupawięcej]",4.0,0.014814814814814812,"Zamówiliśmy połówkę kurczaka i ""cielęcine mleczna"" do tego zapiekane ziemniaczki i małą karafkę housowego wina. Kurczak był pyszny ale cielęcina już tylko dobra.Obsługa była bardzo miła ale wino housowe ktore otrzymaliśmy włoskie igt było bardzo przyzwoite jak na ta cenę ale było ciepłe jak zupa,...Więcej",45.0,45.0,3.0
positive,positive,"[dobry, rodzinny, świąteczny, b, miła, osoba, blondyn, bez]","[dobry, wybór, na, rodzinny, świąteczny, obiad, b, miła, obsługa, przy, stoliku, jedyne, co, popsuło, atmosferę, to, osoba, menagera, restauracji, postawny, blondyn, w, okularach, byliśmy, świadkami, gdy, do, jednego, z, kelnerów, odezwał, się, słowami, ""szybko, do, roboty, bez, dyskusji"", nijak, taka, postawa, menagera, nie, pasuje, dowięcej]",4.0,0.0874074074074074,"Dobry wybór na rodzinny świąteczny obiad.
B miła obsługa przy stoliku.
Jedyne co popsuło atmosferę to osoba menagera restauracji- postawny blondyn w okularach. Byliśmy świadkami gdy do jednego z kelnerów odezwał się słowami ""szybko, do roboty, bez dyskusji"".
Nijak taka postawa menagera nie pasuje do...Więcej",45.0,45.0,8.0
positive,positive,"[miła, miejsce, czas]","[miła, i, przyjazna, obsługaciekawe, menukazdy, znajdzie, cos, dla, siebie, bardzo, dobre, wina, a, przede, wszystkim, pyszne, ciasta, polecam, to, miejsce, dla, każdego, przyjemnie, spędza, sie, tam, czas]",5.0,0.07407407407407407,"Miła i przyjazna obsługa,ciekawe menu-kazdy znajdzie cos dla siebie. Bardzo dobre wina, a przede wszystkim pyszne ciasta! Polecam to miejsce dla każdego. Przyjemnie spędza sie tam czas :)",28.0,27.0,3.0
negative,positive,"[jeden, ostry, boski]","[tatar, jeden, z, najlepszych, w, mieście, przygotowany, przy, stole, przez, kucharza, obserwujesz, jak, sieka, polędwicę, posiekaną, wcześniej, dodaje, żółtko, i, przyprawy, wybierasz, bardziej, lub, mniej, ostry, i, ląduje, na, talerzu, w, kształcie, podobnym, do, babki, z, piasku, boski]",5.0,-0.017543859649122806,"Tatar jeden z najlepszych w mieście. Przygotowany przy stole przez kucharza: obserwujesz jak sieka polędwicę (posiekaną wcześniej:), dodaje żółtko i przyprawy, wybierasz bardziej lub mniej ostry i ląduje na talerzu w kształcie podobnym do babki z piasku. Boski!",38.0,38.0,3.0
neutral,positive,[jeden],"[byłem, naprawdę, zaskoczony, tą, restaurację, jeden, z, najlepszych, posiłków, jakie, kiedykolwiek, miałem, duże, porcje, bardzo, dobre, jedzenie, bardzo, miłe, przyjazne, danie, niesamowite, ogórki, z, beczki, i, absolutnie, zaskakujące, przystępne, ceny, definitywnie, spodziewałem, się, wyższej, ceny, w, warszawie, za, tak, dobrą, obsługę]",5.0,0.0,"Byłem naprawdę zaskoczony tą restaurację! Jeden z najlepszych posiłków jakie kiedykolwiek miałem. Duże porcje bardzo dobre jedzenie, bardzo miłe przyjazne danie. Niesamowite ogórki z beczki. I absolutnie zaskakujące, przystępne ceny - definitywnie spodziewałem się wyższej ceny w Warszawie za tak dobrą obsługę.",42.0,41.0,1.0
positive,positive,"[miejsce, miła, atmosfera, czas, długi]","[ciekawe, miejsce, miła, ciepła, atmosfera, szczególnie, w, okresie, świąt, bożego, narodzenia, klimat, stworzony, tu, daje, specyficzną, atmosferę, podczas, posiłku, obsługa, na, dobrym, poziomie, jedzenia, jak, w, domu, czas, oczekiwania, na, potrawy, jest, dosyć, długi, ale, przystawki, potrafią, zrekonpensować, to, wrócę, tu, z, pewnością]",4.0,0.046511627906976744,"ciekawe miejsce, miła, ciepła atmosfera, szczególnie w okresie Świąt Bożego Narodzenia , klimat stworzony tu daje specyficzną atmosferę podczas posiłku, obsługa na dobrym poziomie , jedzenia jak w domu, czas oczekiwania na potrawy jest dosyć długi, ale przystawki potrafią zrekonpensować to, wrócę tu z pewnością",45.0,43.0,5.0
neutral,positive,"[wrażenie, pokaz, sam, ja]","[byliśmy, na, imprezie, rodzinnej, jedzenie, przyzwoite, ale, powalające, desery, ciasta, torty, bezowe, wrażenie, robi, pokaz, siekania, tatara, przez, szefa, kuchni, ale, sam, tatar, no, cóż, ja, robię, lepszy, choć, mięso, mielę, przez, maszynkę]",5.0,0.0,"Byliśmy na imprezie rodzinnej, jedzenie przyzwoite ale powalające desery, ciasta, torty bezowe. Wrażenie robi pokaz siekania tatara przez szefa kuchni, ale sam tatar - no cóż ja robię lepszy, choć mięso mielę przez maszynkę.",34.0,33.0,4.0
positive,positive,"[miejsce, miła, bez]","[w, ""starym, domu"", jedliśmy, już, kilkakrotnie, –, zazwyczaj, w, 68, osób, zarówno, miejsce, jak, i, obsługa, za, każdym, razem, pozostawiały, miłe, wspomnienia, z, rezerwacją, nie, było, żadnych, problemów, obsługa, za, każdym, razem, bardzo, miła, –, bez, trudu, porozumiewająca, się po, niemiecku, smaczne, ""czekadełka"", –, wybitne, jeśliwięcej]",5.0,0.044444444444444446,"W ""Starym domu"" jedliśmy już kilkakrotnie – zazwyczaj w 6-8 osób. Zarówno miejsce, jak i obsługa za każdym razem pozostawiały miłe wspomnienia. Z rezerwacją nie było żadnych problemów, obsługa za każdym razem bardzo miła – bez trudu porozumiewająca się po niemiecku. Smaczne ""czekadełka"" – wybitne, jeśli...Więcej",45.0,45.0,3.0
positive,positive,"[wnętrze, wrażenie, czas, krótki, ja]","[byłem, tam, na, spotkaniu, towarzyskim, połączonym, z, lunchem, otoczenie, jest, takie, sobie, ale, wnętrze, robi, miłe, i, przytulne, wrażenie, bardzo, sprawna, obsługa, i, dobra, karta, menu, bardzo, smakowało, mi, jedzenie, czas, oczekiwania, był, krótki, chociaż, było, trochę, gości, ja, wybrałem, akurat, danie, bardziej, wegetariańskie, dużawięcej]",4.0,0.017777777777777778,"Byłem tam na spotkaniu towarzyskim połączonym z lunchem. Otoczenie jest takie sobie, ale wnętrze robi miłe i przytulne wrażenie. Bardzo sprawna obsługa i dobra karta menu. Bardzo smakowało mi jedzenie, czas oczekiwania był krótki, chociaż było trochę gości. ja wybrałem akurat danie bardziej wegetariańskie (duża...Więcej",45.0,45.0,5.0
positive,positive,"[restauracja, miejsce, uroczysty, świetny, miła, kuchnia]","[ta, restauracja, to, świetne, miejsce, na, uroczysty, obiad, ze, znajomymi, lub, rodziną, a, przede, wszystkim, na, udane, spotkanie, biznesowe, czy, romantyczną, kolację, świetny, klimat, apetyczne, potrawy, miła, i, profesjonalna, obsługa, czynią, tę, restaurację, godna, polecenia, na, każdą, okazję, tutejsza, kuchnia, ucieszy, podniebienie, każdego, smakosza, faniwięcej]",5.0,0.13333333333333333,"Ta restauracja to świetne miejsce na uroczysty obiad ze znajomymi lub rodziną, a przede wszystkim na udane spotkanie biznesowe, czy romantyczną kolację. Świetny klimat, apetyczne potrawy, miła i profesjonalna obsługa czynią tę restaurację godna polecenia na każdą okazję. Tutejsza kuchnia ucieszy podniebienie każdego smakosza, fani...Więcej",45.0,45.0,6.0
negative,positive,"[pierwszy, raz, wystrój, przemiły, wrażenie, pani]","[byłam, w, tej, restauracji, już, nie, pierwszy, raz, wystrój, stwarza, przemiły, nastrój, jedzenie, jak, zwykle, pyszne, w, szczególności, tatar, smaczne, drinki, tym, razem, wrażenie, popsuła, niestety, pani, zajmująca, się, rezerwacjami, grupowymi, z, tygodniowym, wyprzedzeniem, próbowaliśmy, zamówić, stolik, dla, kilkunastoosobowej, grupy, znajomych, stolik, był, jednak, dowiedziałamwięcej]",3.0,-0.03333333333333333,"Byłam w tej restauracji już nie pierwszy raz. Wystrój stwarza przemiły nastrój. Jedzenie jak zwykle pyszne, w szczególności tatar. Smaczne drinki. Tym razem wrażenie popsuła niestety pani zajmująca się rezerwacjami grupowymi. Z tygodniowym wyprzedzeniem próbowaliśmy zamówić stolik dla kilkunastoosobowej grupy znajomych. Stolik był, jednak dowiedziałam...Więcej",45.0,45.0,6.0
positive,positive,[doskonały],"[to, był, doskonały, wybór, jedzenie, było, pyszne, i, doprawione, a, obsługa, fantastyczna, polecam, łososia, w, słodkim, sosie, będę, tu, wracać]",4.0,0.06,"To był doskonały wybór.
Jedzenie było pyszne i doprawione a obsługa fantastyczna. Polecam łososia w słodkim sosie.
Będę tu wracać.",20.0,20.0,1.0
negative,positive,[raz],"[na, wstępie, pozdrawiam, całą, obsługę, szczególnie, panią, która, się, nami, zajmowała, rewelacja, zamówiliśmy, kilka, potraw, jednak, obowiązkowo, należy, spróbować, tatara, choćby, tylko, żeby, zobaczyć, jego, ""podanie"", uważam, że, choć, raz, warto, tę, restaurację, odwiedzić, specjalnie, dla, tego, tatara, i, całej, otoczki, z, tymwięcej]",5.0,-0.046511627906976744,"Na wstępie pozdrawiam całą obsługę, szczególnie Panią, która się nami zajmowała - rewelacja.
zamówiliśmy kilka potraw, jednak obowiązkowo należy spróbować tatara, choćby tylko żeby zobaczyć jego ""podanie"" :) uważam, że choć raz warto tę restaurację odwiedzić specjalnie dla tego tatara i całej otoczki z tym...Więcej",45.0,43.0,1.0
neutral,positive,[niedzielny],"[do, restauracji, wybrałem, się, na, niedzielny, obiad, z, rodziną, szukaliśmy, miejsca, z, eleganckim, klasycznym, wystrojem, tradycyjną, polską, kuchnią, i, wysoką, jakością, posiłków, rezerwacji, doskonaliśmy, z, kilkutygodniowym, wyprzedzeniem, ustalając, jednocześnie, menu, niestety, ani, kelnerki, ani, ich, przełożeni, nie, zapisali, zamówionych, potraw, i, należało, wybrać, dania, nawięcej]",4.0,0.0,"Do restauracji wybrałem się na niedzielny obiad z rodziną. Szukaliśmy miejsca z eleganckim, klasycznym wystrojem, tradycyjną polską kuchnią i wysoką jakością posiłków. Rezerwacji doskonaliśmy z kilkutygodniowym wyprzedzeniem, ustalając jednocześnie menu. Niestety, ani kelnerki ani ich przełożeni, nie zapisali zamówionych potraw i należało wybrać dania na...Więcej",45.0,45.0,1.0
positive,positive,"[miejsce, wyjątkowy, wieczór]","[miejsce, zauroczyło, nas, przemiłą, i, sprawną, obsługą, przytulnym, i, stylowym, wystrojem, a, przede, wszystkim, pyszną, kuchnią, głównie, dania, z, kuchni, polskiej, ale, nie, tylko, z, czystym, sercem, można, polecić, każdemu, kto, chce, spędzić, wyjątkowy, wieczór, w, restauracji, z, trochę, wyższej, półki]",5.0,0.04878048780487805,"Miejsce zauroczyło nas przemiłą i sprawną obsługą, przytulnym i stylowym wystrojem, a przede wszystkim pyszną kuchnią. Głównie dania z kuchni polskiej ale nie tylko. Z czystym sercem można polecić każdemu kto chce spędzić wyjątkowy wieczór w restauracji z trochę wyższej półki.",41.0,41.0,3.0
negative,positive,"[miejsce, go, nalewka, wyjście]","[niesamowicie, klimatyczne, miejsce, profesjonalna, obsługa, cudowne, dania, i, przepyszne, wino, do, wyboru, wiele, dla, każdego, coś, się, znajdzie, i, na, pewno, będzie, smakować, polecam, tatar, nawet, osoby, niespecjalnie, go, lubiące, dały, się, skusić, po, pysznym, deserze, i, przeróżnych, nalewka, przed, wyjście, dostaliśmy, gratiswięcej]",5.0,-0.023255813953488372,Niesamowicie klimatyczne miejsce... Profesjonalna obsługa... Cudowne dania i przepyszne wino... Do wyboru wiele... dla każdego coś się znajdzie i na pewno będzie smakować. Polecam tatar - nawet osoby niespecjalnie go lubiące dały się skusić ;) po pysznym deserze i przeróżnych nalewka przed wyjście dostaliśmy gratis...Więcej,45.0,43.0,4.0
positive,positive,"[idealny, rodzinny, wystrój, numer]","[idealny, lokal, na, rodzinny, obiad, lub, biznesową, kolacjęsuper, przystawkinptatar, przygotowywany, przez, kucharza, na, oczach, klientadania, główne, nppieczeń, z, dzikaudo, gęsigolonkaciasta, własnego, wypiekunptorty, bezowepoza, tym, świetna, błyskawiczna, i, mila, obsługa, nppmirkaprzestronne, pomieszczeniafajnyklimatyczny, wystrój, moim, zdaniem, numer, 1, wśród, warszawskich, restauracji, serwujących, polską, kuchnię, warto]",5.0,0.011627906976744186,"Idealny lokal na rodzinny obiad lub biznesową kolację.Super przystawki(np.tatar przygotowywany przez kucharza na oczach klienta),dania główne (np.pieczeń z dzika,udo gęsi,golonka),ciasta własnego wypieku(np.torty bezowe).Poza tym świetna ,błyskawiczna i mila obsługa (np.p.Mirka).Przestronne pomieszczenia,fajny,klimatyczny wystrój.
Moim zdaniem numer 1 wśród warszawskich restauracji serwujących polską kuchnię. Warto!!!",43.0,43.0,4.0
neutral,positive,"[wystrój, miejsce]","[idealne, jedzenie, wystrój, oraz, obsługa, mogła, bym, tak, długo, pisać, w, superlatywach, będę, odwiedzać, często, to, miejsce, oby, tak, dalej]",5.0,0.0,Idealne jedzenie wystrój oraz obsługa! Mogła bym tak długo pisać w superlatywach. Będę odwiedzać często to miejsce :) Oby tak dalej :),22.0,20.0,2.0
negative,positive,[piwo],"[rewelacja, polecam, i, do, tego, piwo, grimbergen, którego, nie, można, nigdzie, kupić, w, sklepie]",5.0,-0.07142857142857142,"Rewelacja polecam :) i do tego piwo Grimbergen, którego nie można nigdzie kupić w sklepie .............",16.0,14.0,1.0
positive,positive,"[wyśmienity, atmosfera]","[tatar, przyrządzany, przy, stoliku, wyśmienity, atmosfera, domowa, ale, porcję, nie, są, przygotowane, aby, się, nasycić, wygląda, to, raczej, jakbyśmy, byli, na, degustacji, ceny, bardzo, wysokie]",4.0,0.04,"Tatar przyrządzany przy stoliku wyśmienity. Atmosfera domowa, ale... Porcję nie są przygotowane, aby się nasycić. Wygląda to raczej, jakbyśmy byli na degustacji. Ceny bardzo wysokie.",25.0,25.0,2.0
positive,positive,"[miejsce, ładny, wystrój, bez, go]","[dobre, miejsce, na, okazjonalną, kolacjęobiad, jedzenie, smaczne, ceny, trochę, wyższe, ale, za, to, ładny, wystrój, obsługa, bez, zastrzeżeń, sporo, ludzi, zamawiało, tatara, szef, przyrządza, go, na, oczach, klienta, choć, sami, nie, próbowaliśmy, kiedyś, wrócimy, i, skosztujemy, polecam]",5.0,0.033783783783783786,"Dobre miejsce na okazjonalną kolację/obiad, jedzenie smaczne, ceny trochę wyższe ale za to ładny wystrój, obsługa bez zastrzeżeń. Sporo ludzi zamawiało tatara, szef przyrządza go na oczach klienta. Choć sami nie próbowaliśmy, kiedyś wrócimy i skosztujemy. Polecam",37.0,37.0,5.0
positive,positive,"[uroczysty, nazwisko, robiony, karty]","[postanowiliśmy, w, tej, restauracji, zjeść, uroczysty, obiad, urodzinowy, 18, latka, jedyną, moim, zdaniem, atrakcją, było, nazwisko, współwłaściciela, tego, lokalu, a, zjadliwym, i, dobrym, daniem, był, tatar, robiony, przy, stoliku, ale, takie, danie, to, naprawdę, trudno, zepsućwybrałam, z, karty, pierś, kaczki, i, na, pytanie, kelnera, czywięcej]",3.0,0.022222222222222223,"Postanowiliśmy w tej restauracji zjeść uroczysty obiad urodzinowy 18 latka. Jedyną moim zdaniem atrakcją było nazwisko współwłaściciela tego lokalu. A zjadliwym i dobrym daniem był tatar robiony przy stoliku, ale takie danie to naprawdę trudno zepsuć.Wybrałam z karty pierś kaczki i na pytanie kelnera czy...Więcej",45.0,45.0,4.0
neutral,positive,[atmosfera],"[atmosfera, tej, restauracji, nam, szczególnie, odpowiada, jedzenie, jest, smaczne, chociaż, porcje, nie, są, tak, duże, jak, ""u, szwejka"", natomiast, specjalnością, jest, tatar, przyrządzany, przy, stoliku, zamawiającego]",4.0,0.0,"Atmosfera tej restauracji nam szczególnie odpowiada. Jedzenie jest smaczne chociaż porcje nie są tak duże jak ""U Szwejka"". Natomiast specjalnością jest tatar przyrządzany przy stoliku zamawiającego.",26.0,26.0,1.0
positive,positive,"[wystrój, cudny, atmosfera, miła, wrażenie, smaczny, mocno]","[wystrój, cudny, pięknie, tu, atmosfera, niesamowita, ciepła, rodzina, świąteczna, obsługa, miła, wrażenie, robi, sposób, podania, tatara, królik, smaczny, żeberka, mocno, za, tłuste, wino, domowe, ok]",5.0,0.21333333333333332,"Wystrój cudny. Pięknie tu. Atmosfera niesamowita, ciepła, rodzina, świąteczna. Obsługa miła, wrażenie robi sposób podania tatara. Królik smaczny, żeberka mocno za tłuste, wino domowe ok.",25.0,25.0,7.0
