detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,positive,"[mikrokosmos, ten, Żuławski, się, ale, skrywać, własne, żegnać, też, udany, fascynujący, podróż, Warta, Gombrowicz, adaptacja, dzieło, głąb, gdyż, to, schyłkowy, fantazja, świat, w, z, który, odkryć, sposób]",7.0,-0.18518518518518517,"Jest udaną adaptacją Gombrowicza, ale też fascynującą podróżą w głąb własnego mikrokosmosu. Warto odkryć w ten sposób skrywane fantazje, gdyż ""Kosmos"" to schyłkowe dzieło, którym Żuławski żegna się ze światem.",30.0,27.0,8.0
neutral,positive,"[wad, wszystek, zaleta, i, styl, w, reżyser, się]",7.0,0.0,Zawiera w sobie wszystkie wady i zalety stylu reżysera.,9.0,8.0,2.0
positive,positive,"[można, wykończenie, wiele, z, za, aktor, wzgląd, aktorstwo, na, wad, świetnie, ciekawy, niestety, słabo, natomiast, swoje, film, wzlot, się, obsadzić, godne, upadek, cały, prezentować, uznać, uwaga, kino, swoje, i, posiadać, dobre, z]",6.9,0.06770833333333334,"Pomimo wielu swoich wad można uznać za kino godne uwagi. Chociażby ze względu na ciekawe aktorstwo, dobre wykończenie i świetnie obsadzonych aktorów. Fabuła natomiast posiada swoje wzloty i upadki i niestety prezentuje się najsłabiej z całego filmu.",37.0,32.0,5.0
positive,positive,"[Żuławski, się, zabawny, styl, być, Gombrowicz, adaptacja, z, ironicznie, wyczuwalny, i, żegnać, widz, metafizyczny, w, wyraźnie, oba, mistrz]",6.7,0.10185185185185185,"Żuławski żegna się z widzami adaptacją Gombrowicza. Niepodrabialny styl obu mistrzów jest w metafizycznym i ironicznie zabawnym ""Kosmosie"" wyraźnie wyczuwalny.",20.0,18.0,6.0
positive,positive,"[Żuławski, idea, wymykać, projekt, się, świat, abstrakcyjny, wierny, zdolności, poznawczy, gombrowiczowski, przedstawienie, najbardziej, człowiek]",6.7,0.08928571428571429,"Chyba najbardziej abstrakcyjny projekt Żuławskiego, wierny gombrowiczowskiej idei przedstawienia świata wymykającego się zdolnościom poznawczym człowieka.",15.0,14.0,7.0
negative,positive,"[niezrozumiały, pomimo, wciągać]",6.0,-0.6666666666666666,"Kosmos pomimo niezrozumiałej ""intrygi"" wciąga.",5.0,3.0,1.0
negative,positive,"[do, kolejny, niezwykłość, się, manieryzm, tylko, tajemnica, często, ale, aura, czas, Żuławski, połowa, szarża, a, trudny, przekora, brawura, niewiadomy, i, prowadzić, oraz, przez, aktorski, zniesienie, staje, w, kierunek, wizyjność, pierwsza]",6.0,-0.03333333333333333,"Imponuje brawurą, przekorą, wizyjnością oraz aurą niezwykłości i tajemnicy, ale tylko przez pierwszą połowę. Z czasem manieryzm Żuławskiego staje się trudny do zniesienia, a kolejne aktorskie szarże często prowadzą w niewiadomym kierunku.",32.0,30.0,8.0
negative,positive,"[schemat, do, amerykański, opowiedzieć, bardzo, dopasować, przetestować, historia, sprawnie]",8.3,-0.044444444444444446,"Jest bardzo sprawnie opowiedzianą historią, dopasowaną do przetestowanego amerykańskiego schematu.",10.0,9.0,1.0
positive,positive,"[warto, znakomicie, satysfakcjonować, aktorski, portret, człowiek, zobaczyć, scenografia, dla, i, wielce, równie, odegrać, przedstawić, to, on, jak, gra, fantastyczny]",7.0,0.11842105263157894,"Piękny portret fantastycznego człowieka, znakomicie odegrany i przedstawiony - scenografia satysfakcjonuje równie wielce jak gra aktorska, to dla nich warto zobaczyć Chocolat.",22.0,19.0,3.0
negative,positive,"[wszystko, tym, kolonialny, maja, który, żeby, przypomnieć, że, kolejny, historia, raz, rasistowski, pamięć, marzenie, pokusa, również, krótki, historia, to, bardzo, część, europejski, Rafaela, i, po, przyzwyczajenie]",7.0,-0.015384615384615392,"Wykorzystuje historię Rafaela Padilli, żeby po raz kolejny przypomnieć tym wszystkim, którzy mają bardzo krótką pamięć, że pokusa kolonialnych marzeń i rasistowskie przyzwyczajenia, to również część europejskiej historii.",28.0,26.0,7.0
positive,positive,"[można, ekranowy, Omar, nie, tworzyć, fantastyczny, po, prosty, popis, przegapić, z, duet, który]",7.0,0.07692307692307693,"Razem z Omarem Syem tworzy fantastyczny duet, którego ekranowych popisów po prostu nie można przegapić.",15.0,13.0,5.0
negative,positive,"[film, występ, przyciągać, być, wszyscy, angażować, film, temu, mieć, żaden, bohater, i, każdy, słaby, emocjonalnie, wzrok, w, jakiś]",7.0,-0.037037037037037035,Nie ma w filmie żadnego słabego występu - wszyscy przyciągają wzrok i każdy bohater jest jakiś. Dzięki temu film jest emocjonalnie angażujący.,22.0,18.0,5.0
negative,positive,"[barwny, niemal, obraza, realia, środowisko, który, być, taki, detal, widoki, dbałość, widać, epoka, żyła, bohater, i, na, główny, o, jak, w, scenografia, oddawać, piękny, kostium, artystyczny]",6.7,-0.028205128205128212,"Wiernie oddaje realia epoki, w której żył główny bohater. Szczególną dbałość o detale widać w scenografii i pięknych, barwnych kostiumach. Pejzaże, widoki i środowisko artystyczne jest niemal takie jak na obrazach Toulouse-Lautreca.",32.0,26.0,10.0
positive,positive,"[atmosfera, nim, de, aktualny, też, a, porządnie, znaleźć, odtwarzać, nietrudno, w, odniesienie, starannie, bardzo, fin, zrealizować]",6.7,0.0125,"Bardzo porządnie zrealizowany, starannie odtwarza atmosferę fin de siecle'u, a nietrudno też w nim znaleźć bardziej aktualne odniesienia.",18.0,16.0,4.0
positive,positive,"[bohater, który, uwodzić, dzięki, kino, głównie]",6.0,0.27777777777777773,"Proste kino, które uwodzi głównie dzięki bohaterom.",7.0,6.0,3.0
positive,positive,"[disneyowski, podobny, serial, wielbiciel, i, produkcja]",6.0,0.16666666666666666,Dla wielbicieli serialu i podobnych disneyowskich produkcji.,7.0,6.0,3.0
negative,negative,"[chyba, tym, filmowy, skroić, miał, grupa, ważny, być, powstały, fan, być, odbiorczy, Violetta, nie, dla, kochać, serial, i, produkt, Al, inny, to, serce, który, skraść, wielki, raczej, wartość]",5.0,-0.07023809523809524,"Zgrabnie skrojony produkt filmowy powstały dla fanów serialu i dla innej grupy odbiorczej nie będzie miał raczej większej wartości. Ale tym, którzy kochają Violettę, skradnie serce - i chyba to jest najważniejsze.",32.0,28.0,7.0
neutral,negative,"[dziać, magiczny, uniwersum, się, Disney, fantasy, w, film]",5.0,0.0,Niezwykły film fantasy dziejący się w magicznym uniwersum Disneya.,9.0,8.0,1.0
negative,negative,"[ktokolwiek, przedstawić, właśnie, ale, wizualnie, w, że, banalny, ty, poszukiwanie, film, tak, naście, zaserwować, prosta, na, opowiedzieć, urzec, formia, to, recenzować, się, stać, dziwny, sposób, sprawnie, naszykować, pięknie, inny, zapełnić, się, historia, irytujący, lato, dialog, a, oglądać, być, miłość, i, sztampa, oraz, jakiś, o, godzina, półtora, nuda, atrakcyjny, mieć]",4.0,-0.010204081632653066,"Jeśli masz naście lat to Tini cię urzeknie. Prezentuje prostą, ale sprawnie opowiedzianą historię o poszukiwaniu siebie oraz miłości zaserwowaną w atrakcyjnej wizualnie formie. Jeżeli jesteś kimkolwiek innym, a jakimś dziwnym sposobem stało się tak, że oglądasz właśnie recenzowany film, to naszykuj się na półtorej godziny pięknie przedstawionej nudy i sztampy zapełnionej irytującymi i banalnymi dialogami.",56.0,49.0,8.0
negative,negative,"[wszystko, ilości, być, zostać, bawić, zamierzyć, nie, niż, zabieg, film, skąpać, wzruszać, i, niezliczony, niepotrzebnie, to, cały, pretensjonalność, w, bardzo, dlatego]",4.0,-0.07936507936507937,Zupełnie niepotrzebnie to wszystko zostało skąpane w niezliczonej ilości pretensjonalności - dlatego cały film bardziej bawi niż wzrusza i nie jest to zamierzony zabieg.,24.0,21.0,2.0
negative,negative,"[aktorski, formalny, i, abominacja, Juan, względem, to, delikatnie, Pablo, scenariopisarski, pod, film]",3.0,-0.20833333333333334,"Mówiąc delikatnie, pod względem formalnym, aktorskim i scenariopisarskim film Juana Pablo Buscariniego to abominacja.",14.0,12.0,2.0
neutral,positive,"[rozczarowywać, naprawdę, trzymać, i, poziom, nie]",10.0,0.0,Końcówka nie rozczarowuje i naprawdę trzyma poziom.,7.0,6.0,0.0
positive,positive,"[można, wierzyć, zdolny, tylko, woleć, komputerowy, że, wizualny, pokaz, kwestia, nie, ja, efektowny, zdecydowanie, dzieło, chociaż, to, efekt, w, odmówić, iluzjonista, oryginalność]",8.0,0.18181818181818182,"Niesamowicie efektowny pokaz. Twórcom nie można odmówić oryginalności w kwestiach wizualnych, chociaż ja zdecydowanie wolałabym wierzyć, że to nie efekt komputerowy tylko dzieło zdolnych iluzjonistów.",25.0,22.0,8.0
positive,positive,"[oczekiwanie, ten, ten, jako, ale, tylko, nie, fan, pierwszorzędny, też, obejrzeć, dla, zawodzić, rozrywka, część, stanowić, który, pierwsza]",8.0,0.16666666666666666,"Nie zawodzi oczekiwań, stanowiąc pierwszorzędną rozrywkę nie tylko dla fanów Iluzji, ale też dla tych, którzy tę część obejrzą jako pierwszą.",21.0,18.0,5.0
negative,positive,"[typowy, rozrywkowy, który, kino, dla, niestety, charakterystyczny, na, cierpieć, kontynuacja, objaw]",7.5,-0.09090909090909091,"Świetne kino rozrywkowe, które niestety cierpi na typowe objawy charakterystyczne dla kontynuacji.",12.0,11.0,5.0
positive,positive,"[efekciarstwo, można, ale, co, oczekiwać, przez, się, tutaj, nie, kombinatoryka, zbyt, prosty, przechodzić, filmowy, wyraźny, rozrywkowy, on, transformacja, to, i, przy, od, świetnie, wiele, bawić, należeć, kino, dynamiczny, który, doświadczenie, po]",7.0,0.05913978494623656,"Sporo tutaj efekciarstwa i kombinatoryki przez co doświadczenie filmowe przechodzi wyraźną transformację. ""Iluzja 2"" to po prostu dynamiczne, rozrywkowe kino, przy którym można świetnie się bawić, ale nie należy zbyt wiele od niego oczekiwać.",34.0,31.0,7.0
positive,positive,"[bawić, udany, i, budzić, jak, występ, zainteresowanie, magik]",7.0,0.25,Jest jak udany występ magika: bawi i budzi zainteresowanie.,9.0,8.0,4.0
positive,positive,"[do, można, dziwo, kolejny, być, zakręcony, zadowolony, postać, część, pierwsza, film, za, on, uznać, karkołomny, udany, śledzić, i, coraz, przygoda, z, seans, znajomy, bardzo, miło, wrócić]",7.0,0.057692307692307696,"O dziwo, można film uznać za udany. Osobom zadowolonym z seansu pierwszej części miło będzie wrócić do znajomych postaci i śledzić ich kolejne, coraz bardziej karkołomne i zakręcone przygody.",29.0,26.0,9.0
positive,positive,"[pomysł, zwariowany]",7.0,0.5,Rollercoaster zwariowanych pomysłów.,3.0,2.0,1.0
positive,positive,"[znakomity, oraz, świetnie, odbiór, swój, formia, w, audiowizualny, warstwa, zagrać, lekki]",7.0,0.18181818181818182,"Atrakcyjny w swojej formie, lekki w odbiorze, świetnie zagrany oraz znakomity w warstwie audiowizualnej.",14.0,11.0,4.0
positive,positive,"[ograny, się, życie, Jon, reżyser, być, pewne, tchnąć, drugie, zbyt, jeżeli, on, już, w, udać, sztuczka]",7.0,0.0625,"Nawet jeżeli pewne sztuczki są już zbyt ograne, reżyserowi Jonowi M. Chu udało się w nich tchnąć drugie życie.",19.0,16.0,4.0
positive,positive,"[warto, ten, ale, sztuczka, fabuła, być, dobry, film, tak, dla, kawał, może, gra, to, jak, jej, jeśli, choćby, roboty, rewelacyjny, aktorski, obejrzeć, interesujący, chodzić, produkcja, i, wizualnie, o, naprawdę, kilka, poprzedniczka, kuleć, dobra]",6.7,0.13939393939393938,"Nie jest może tak dobra, jak jej poprzedniczka, ale warto obejrzeć ten film, choćby dla rewelacyjnej gry aktorskiej i kilku naprawdę interesujących sztuczek. Wprawdzie produkcja kuleje, jeśli chodzi o fabułę, ale wizualnie to kawał dobrej roboty.",36.0,33.0,7.0
negative,positive,"[który, znakomicie, zabawa, kin, z, się, ale, nie, wywiązywać, zapewniać, zadanie, rozrywkowy, swoje, mieć, inny, na, cel, dwa, kino, w, nic, godzina, zrealizować]",6.0,-0.043478260869565216,"Porządnie zrealizowane kino rozrywkowe, które nie ma na celu nic innego, ale ze swojego zadania wywiązuje się znakomicie, zapewniając w kinie dwie godziny zabawy.",24.0,23.0,6.0
positive,positive,"[zwyczajnie, przewidywalny, się, całkiem, mocno, przyjemny, pełny, który, a, zwrot, ustalić, trzymać, zbyt, film, przez, akcja, to, część, świat, w, forma, pierwsza, nużyć]",6.0,0.014492753623188404,"Jest całkiem przyjemnym, pełnym przewidywalnych zwrotów akcji filmem, który zbyt mocno trzyma się formy ustalonej przez część pierwszą, a przez to najzwyczajniej w świecie nuży.",25.0,23.0,5.0
positive,positive,"[przeskoczyć, wysoko, się, nie, była, że, film, zawiesić, szczery, mimo, tak, chęcić, jej, udać, po, pierwszy]",6.0,0.10416666666666666,"Poprzeczka po pierwszym filmie była tak wysoko zawieszona, że mimo najszczerszych chęci nie udało się jej przeskoczyć.",17.0,16.0,2.0
negative,positive,"[pędzić, kreatywny, głupi, dowcip, przed, bez, par, fajny, w, prosty, się, miejsce]",6.0,-0.15625,"Po prostu fajny, pędzący przed siebie, bez głupich dowcipów, w paru miejscach kreatywny.",13.0,12.0,7.0
negative,negative,"[wystarczająco, gorszący, nieudany, fakt, jako, się, ale, że, niczym, kopić, być, być, upośledzony, już, sequel, skoro, stara, sam, brat, on, i, może, zły, inaczej, bliźniak, to, lekko, jak, poprzedniczka, natomiast, zły]",5.0,-0.23655913978494622,"Jest niczym lekko upośledzony brat bliźniak Woody'ego Harrlesona. No ale jak może być inaczej, skoro już wystarczająco zły i gorszący jest sam fakt, że jako sequel Iluzja 2 stara się być kopią poprzedniczki. Jeszcze gorsze jest natomiast to, że jest ona kopią nieudaną.",43.0,31.0,10.0
negative,negative,"[sequel, wszystek, ani, nie, szmira, posiadać, niepotrzebny, błąd, film, być, prosty, po, zły]",5.0,-0.36538461538461536,"To nie jest szmira, ani zły film - po prostu posiada wszystkie błędy niepotrzebnego sequela.",15.0,13.0,4.0
positive,negative,"[on, but, nie, obsada, jedynka, wcześnie, być, nota, doborowy, nic, sprawdzić, mieć, plan, i, widzieć, szybka, to, czego, akcja, w, zmiana, świeżość, scenariusz]",5.0,0.043478260869565216,"Brakuje świeżości jedynki, nie ma w niej niczego, czego nie widzieliśmy wcześniej. Za to jest sprawdzony scenariusz, szybka akcja, zmiany planów i last but not least doborowa obsada.",28.0,23.0,4.0
positive,negative,"[rola, brak, zespolenie, powtarzać, ten, jednak, jeszcze, sztuczka, postać, potrafić, aktor, poprzednik, wykonać, wzrosnąć, a, on, porównanie, z, zainteresować, wzbudzać, w, mimo, sam, poziom, bardzo, ciekawość, efektownie, oryginalność, jedynka]",5.0,0.028735632183908046,"Mimo braku oryginalności poprzednika potrafi jednak zainteresować efektownie wykonanymi sztuczkami. Również aktorzy mimo powtarzania tych samych ról wzbudzają ciekawość, a poziom ich zespolenia z postacią wzrósł jeszcze bardziej w porównaniu z jedynką.",32.0,29.0,8.0
positive,negative,"[Hood, grupa, współczesny, sequel, o, magik, wdzięczny, udawać, Robin, film]",5.0,0.225,Kiepski sequel wdzięcznego filmu o grupie magików udających współczesnych Robin Hoodów.,11.0,10.0,3.0
neutral,negative,"[zdecydowanie, ale, i, czysta, magia, dynamicznie, widowiskowo, brakować]",5.0,0.0,"Jest widowiskowo i dynamicznie, ale brakuje zdecydowanie czystej magii.",9.0,8.0,0.0
negative,negative,"[razem, tym, magiczny, średnio, oryginał, się, ale, naśladowca, da, scenariuszowy, reżyser, obsadowy, nabytek, rozczarować, stare, spektakl, określić, udany, i, inaczej, miano, jak, te, sztuczka, nowy]",5.0,-0.011428571428571429,"Nie da się określić Iluzji 2 inaczej jak mianem średnio udanego naśladowcy oryginału. Jest nowy reżyser, nabytki obsadowe, ale stare sztuczki: scenariuszowe i te magiczne. Cóż, tym razem spektakl rozczarował.",30.0,25.0,6.0
negative,negative,"[ale, pierwowzór, się, od, za, aktor, to, cieszyć, słaby, znakomicie, bawić]",5.0,-0.18181818181818182,"Produkcja słabsza od pierwowzoru, ale za to ciesząca znakomicie bawiącymi się aktorami.",12.0,11.0,2.0
positive,negative,"[zamiast, i, głupia, trik, fabuła, magia, wizualny, oślepiający, akcja, prawdziwy, specjalny, efekt]",5.0,0.09444444444444444,"Szybka akcja, oślepiające triki wizualne, głupia fabuła i efekty specjalne zamiast prawdziwej magii.",13.0,12.0,5.0
neutral,negative,"[wszystko, tasiemiec, on, się, odpowiednik, że, doczekać, biologiczny, filmowy, szkodliwy, na, kolejny, to, równie, jak, wskazywać]",5.0,0.0,"Niestety, wszystko wskazuje na to, że doczekaliśmy się kolejnego tasiemca filmowego, równie szkodliwego, jak jego biologiczny odpowiednik.",17.0,16.0,5.0
negative,negative,"[do, kupić, oczarować, chcieć, pieniądz, zamieniać, tylko, robić, seria, my, w, prosty, maszynka, nie, po]",5.0,-0.06666666666666667,"Twórcy, zamieniając serię w maszynkę do robienia pieniędzy, nie chcą nas oczarować, tylko po prostu - kupić.",17.0,15.0,1.0
positive,negative,"[szukać, maja, ani, odpowiedź, zaoszczędzić, początek, być, część, się, film, na, z, drapanie, zdać, odarty, do, który, pytanie, sam, ten, swój, irytująco, sprawa, wówczas, nie, pierwsza, już, Warta, nawet, głowa, leniwy, Al, i, podobny, w, nierówny, pozostawać, z]",4.0,0.02631578947368421,"Nie jest ani ""Skarbem narodów"" ani ""Prestiżem"". Warto zdać sobie z tego sprawę już na samym początku, wówczas zaoszczędzimy sobie drapania w głowę, szukając odpowiedzi na pytania, które nie mają odpowiedzi. Ale nawet odarty ze swojej ""tajemnicy"", film pozostaje nierówny, leniwy i irytująco podobny do części pierwszej.",47.0,38.0,10.0
negative,negative,"[do, wszystko, bawić, co, się, ale, tylko, ten, że, być, uwaga, złudzenie, efektowny, wytężać, na, koniec, dość, być, widzieć, okazować]",4.0,-0.05,"Mami, bawi, wytęża uwagę, do tego jest dość efektowny, ale na końcu okazuje się, że wszystko, co widzieliśmy było tylko złudzeniem.",21.0,20.0,4.0
positive,negative,"[wydarzenie, wszystko, niemal, się, kolejny, doskonałość, minimum, pięć, być, ekran, a, sposób, na, rozłazić, od, może, każdy, w, podważyć, który]",4.0,0.1,"Daleki od doskonałości, w którym niemal wszystko się rozłazi, a każde kolejne wydarzenie na ekranie może być podważone na minimum pięć sposobów.",22.0,20.0,4.0
negative,negative,"[imponujący, nieznośny, się, tylko, być, przepych, generator, pojawiać, a, nieuzasadniony, staje, na, machina, fabuła, nazwisko, scena, i, film, gdzie, wyczyn, ogromny, wielki]",4.0,-0.08333333333333333,"Niestety przepych filmu staje się nieznośny i nieuzasadniony, a fabuła jest tylko generatorem wielkiej machiny, gdzie na scenie pojawiają się ogromne nazwiska i imponujące wyczyny.",25.0,22.0,7.0
positive,negative,"[koszt, się, że, adres, maić, biznes, pod, zapewnić, magia, Czuj, widownia, to, ponieść, ukłon, chiński, godziwy, zwrot]",3.3,0.058823529411764705,"Czuje się, że to ukłon pod adresem chińskiej widowni, mającej zapewnić godziwy zwrot poniesionych kosztów. Żadna magia. Czysty biznes.",19.0,17.0,3.0
positive,negative,"[dwa, się, nasz, sprawny, marzyć, jedynie, seans, by, wymazać, te, pamięć, magik, z, godzina, szybko, jakiś]",2.0,0.1328125,"Po seansie marzy się jedynie, by jakiś sprawny magik szybko wymazał te dwie godziny z naszej pamięci.",17.0,16.0,5.0
positive,positive,"[można, pokazować, i, napięcie, zrobić, że, w, dobry, produkcja]",8.3,0.1037037037037037,"Trzyma w napięciu i pokazuje, że można zrobić dobrą produkcję.",10.0,9.0,2.0
positive,positive,"[który, lepsze, dobry, jeden, z, thriller, widzieć]",7.0,0.13333333333333333,"Bardzo dobry thriller, jeden z lepszych, które widziałam.",8.0,7.0,3.0
neutral,positive,"[tym, zachęcać, zmierzyć, z, się, z, film]",7.0,0.0,Szczerze zachęcam ze zmierzeniem się z tym filmem.,8.0,7.0,0.0
negative,positive,"[tym, od, rozrywka, się, nie, wymagać, im, zostać, druga, jaki, zafundować, kina, niedosyt, prócz, wiele, zaspokoić, część, w, który, krwawy, po]",7.0,-0.11111111111111109,"Spodoba się tym, którzy od kina nie wymagają wiele prócz krwawej rozrywki. Ci zostaną w 100% zaspokojeni po niedosycie jaki zafundowała im druga część.",24.0,21.0,5.0
positive,positive,"[gatunek, przemyślać, annały, zjeżyć, umniejszać, krytyka, włosy, ani, nie, ale, jej, potrafić, głowa, być, frenetyczny, by, siły, tyle, na, zapisać, to, system, w, kolej, inteligentny, się, lecz, paradoksalnie]",7.0,0.08928571428571429,"Akcja nie jest na tyle frenetyczna, by zapisać się w annałach gatunku, ale potrafi zjeżyć włosy na głowie. Z kolei krytyka systemu nie jest ani przemyślana, ani inteligentna, lecz paradoksalnie nie umniejsza to jej siły.",35.0,28.0,4.0
neutral,positive,"[a, trylogia, trzymać, przy, napięcie, zwieńczenie, zapoczątkować, rok, w, dobre, thriller, okazja]",6.5,0.0,"Naprawdę dobre zwieńczenie trylogii zapoczątkowanej w 2013 roku, a przy okazji trzymający w napięciu thriller.",15.0,12.0,2.0
negative,positive,"[dosłowność, choć, wydawać, widz, wybór, rozpraszać, najbardziej, skutecznie, oczyszczenie, zatruć, ponieważ, tu, to, część, słaby, móc, właśnie, wartościowy, trylogia, przypadkowy, się, tylko, całkiem, wątek, kreować, cały, pozostawać, już, społeczeństwo, a, przyzwoity, odsłona, obraz, nadmiar, nie, jednostki, wielki]",6.0,-0.04054054054054054,"Trzecia część Nocy oczyszczenia, choć całkiem przyzwoita, pozostaje najsłabszą. Zabrakło tu większej dosłowności, a nadmiar wątków mógł skutecznie rozpraszać widza. Jednak to właśnie Czas wyboru wydaje się najbardziej wartościową odsłoną trylogii, ponieważ kreuje już nie tylko obraz przypadkowej jednostki, a całego zatrutego społeczeństwa.",43.0,37.0,7.0
positive,negative,"[do, okazja, sens, bo, nie, być, mieć, film, efektowny, iść, kina, pewno, na, to, przy, szalenie]",5.3,0.125,"Na pewno nie ma sensu iść na to do kina, bo nie jest to przy okazji film szalenie efektowny.",19.0,16.0,2.0
negative,negative,"[zostać, raz, fabularny, o, potencjał, który, kompletnie, duży, zaprzepaścić, jeszcze]",5.0,-0.21666666666666665,"Film o dużym potencjale fabularnym, który raz jeszcze został kompletnie zaprzepaszczony.",11.0,10.0,3.0
positive,positive,"[relacja, zyskiwać, wiarygodność, miłosna, romantyzm, nic, tracić, uczucie, nie, powszedniość, rasowy, realizm, wyparcie, tak, a, podporządkować, i, rumieniec, dojrzały, przez, bez, wszystko, historia, się, z]",9.0,0.16399999999999998,"Jest rasową i dojrzałą historią miłosną bez wyparcia wiarygodności i podporządkowania uczuciu wszystkiego. Ten realizm i tak zyskuje rumieńce, a romantyzm nic nie traci z siebie przez relacje z powszedniością.",30.0,25.0,9.0
positive,positive,"[potrzeba, wgryźć, ten, dociekliwość, kameralny, czas, wulgarny, mądry, pochwała, głośny, i, kino, chęcić, ludzki, w, historia, się]",8.0,0.0980392156862745,"Piękne, mądre, kameralne kino, pochwała potrzeby ludzkiej dociekliwości i chęci wgryzienia się w historię, w tych głośnych, wulgarnych czasach.",19.0,17.0,10.0
positive,positive,"[życie, za, wydźwięk, podlać, łatwizna, swój, wielki, się, reżyserski, rodzaj, pójście, na, gorzki, może, jednać, zakończenie, u, Vincent, ale, budzić, jako, blef, masochizm, poszukiwanie, najwyższy, a, nawet, i, mistyfikacja, utrudniać, uznanie, stojący, odmowa, prawda, stanowić]",8.0,0.1,"Kategoryczna odmowa pójścia na łatwiznę u Vincenta, a nawet swego rodzaju masochizm utrudniania sobie reżyserskiego życia, może budzić najwyższe uznanie, ale i stanowić gorzki wydźwięk nie-tak-gorzkiego zakończenia stojącego za Subtelnością - poszukiwanie prawdy jako jedna wielka podlana blefem mistyfikacja.",39.0,35.0,5.0
negative,positive,"[tym, się, gest, relacja, przemyślać, scenariusz, zawierać, dla, dedykować, magia, kina, i, międzyludzki, widz, w, który, drobny]",8.0,-0.058823529411764705,"Wyjątkowy, dedykowany tym widzom, dla których magia kina zawiera się w drobnych gestach, przemyślanym scenariuszu i relacjach międzyludzkich.",18.0,17.0,2.0
positive,positive,"[oryginalny, znakomicie, niespecjalnie, ale, może, zagrać]",7.0,0.08333333333333333,"Subtelny, może niespecjalnie oryginalny, ale znakomicie zagrany.",7.0,6.0,1.0
positive,positive,"[warto, pozycja, zawsze, iż, próbować, za, wniosek, filmowo, apelacja, związek, produkcja, dla, sądowy, szczególnie, należeć, dowodzić, mariaż, film, udany, się, całkiem, więc, wat, dojrzały, być, który, interesujący, uznać, miłość, widz, i, oraz, złożyć, o, romans, dramat, wiekowo, w, z, tematyka]",7.0,0.010833333333333339,"Okazuje się więc być całkiem udanym mariażem dramatu sądowego i romansu, który próbuje dowodzić, iż zawsze warto złożyć wniosek o apelację w miłości. W związku z tematyką filmu produkcję uznać należy za szczególnie interesującą pozycję dla dojrzałych wiekowo oraz filmowo widzów.",41.0,40.0,10.0
negative,positive,"[i, miłosny, dramat, mieszanka, sądowy]",6.7,-0.4,Osobliwa mieszanka dramatu sądowego i miłosnego.,6.0,5.0,2.0
negative,positive,"[tym, który, polegać, zmieniać, kolejny, odczucie, nie, zasada, sędziować, że, też, czekać, diametralnie, sądowy, na, od, nikt, podgatunek, zeznanie, film]",6.5,-0.1,"Ucieka od podgatunku filmu sądowego. Łamanie zasad polega też na tym, że nikt nie czeka na kolejne zeznania, które zmieniają diametralnie odczucia sędziujących.",23.0,20.0,5.0
negative,positive,"[tym, pościg, i, dynamiczny, strzelanie, wypadek, w, brak, przeszkadzać, potrzebować, akcja]",6.0,-0.0606060606060606,"Nie potrzebuję dynamicznej akcji, strzelania i pościgów. Jednakże brak akcji w tym wypadku przeszkadza.",14.0,11.0,2.0
positive,positive,"[romansidło, emocjonalność, który, staja, się, spojrzenie, bohater, ten, autor, ledwie, być, zdanie, niedopowiedzenie, widz, tani, ścieżka, na, wypowiadać, wulgarny, prowadzić, istotny, wyraźny, pozornie, który, przypadkowo, karmia]",6.0,0.044871794871794865,"Nie jest wulgarnym romansidłem, które karmi widzów tanią emocjonalnością. Zamiast tego autor prowadzi bohaterów ledwie wyraźną ścieżką, na której istotne stają się spojrzenia, niedopowiedzenia, pozornie przypadkowo wypowiadane zdania.",28.0,26.0,7.0
positive,negative,"[efekt, gdyż, kina, i, kameralny, specjalny, efektowny, pozbawić, tak, mało, modny, dziś, wszechobecny]",5.0,0.33333333333333337,"Przykład kina kameralnego, mało efektownego, gdyż pozbawionego tak modnych i wszechobecnych dziś efektów specjalnych.",14.0,13.0,5.0
negative,positive,"[do, ten, różnica, bezpretensjonalny, pokazować, pieniądz, tylko, się, grupa, robiony, drugi, dziecko, pomiędzy, doza, duży, kin, a, dla, z, produkcja, komercyjny, i, bezduszny, uwaga, który, należeć, empatia, robić, lekki, produkt]",7.0,-0.047222222222222235,"Świetnie pokazuje różnicę pomiędzy bezdusznymi i robionymi tylko dla pieniędzy komercyjnymi produktami a lekkim i bezpretensjonalnym kinem dla dzieci, które robi się z dużą dozą uwagi i empatii. Australijska produkcja należy do tej drugiej grupy.",35.0,30.0,11.0
negative,positive,"[seans, poznawać, ale, na, spędzić, półtora, przez, Disney, styl, godzina, film, gadać, ratować, się, tylko, ten, bezbronny, spodziewać, wzruszający, nie, seria, przyjemnie, i, od, o, ludzie, naprawdę, głupkowaty, w, historia, psiak, zwierzę]",7.0,-0.0625,"Idąc na seans, spodziewałem się głupkowatego filmu w stylu serii o gadających psiakach od Disneya. Zamiast tego naprawdę przyjemnie spędziłem półtorej godziny, poznając wzruszającą historię ratowania bezbronnych pingwinków - nie tylko przez ludzi, ale i przez zwierzęta.",37.0,32.0,8.0
