detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
neutral,positive,[],"[poprawnie, miło, nudno, moment]",6.0,0.0,"Miło, poprawnie, momentami nudno.",4.0,4.0,0.0
negative,positive,"[dystans, autotematyczny, produkcja, element, dobry, oko]","[do, czy, co, wynieść, scenografia, coś, dużo, nie, dystans, brakować, uzupełnić, autotematyczny, produkcja, aktorstwo, element, zdjęcia, dobry, mrugnięcie, zostać, i, ponad, potrzebny, oko, jak, wysoce, się, jakże, choćby, jeszcze]",6.0,-0.002298850574712643,"Dużo dobrych elementów, jak aktorstwo, scenografia i zdjęcia, nie zostały uzupełnione ponad coś, co wyniosłoby produkcję jeszcze wyżej. Brakuje jakże potrzebnego dystansu do siebie czy choćby autotematycznego mrugnięcia okiem.",29.0,29.0,6.0
positive,positive,"[poprawny, bez, geniusz, błysk, porządny]","[do, rzemieślniczy, dostać, poprawny, ale, taki, film, żaden, i, scenariusz, bez, geniusz, błysk, porządny, zrobić, obróbka, właśnie, twórca]",6.0,0.16666666666666666,"Twórca Geniusza dostał do obróbki porządny, rzemieślniczy scenariusz. Poprawny, ale bez żadnego błysku - i taki właśnie zrobił film.",19.0,18.0,5.0
neutral,negative,[],"[na, wszystko, opak, być]",5.0,0.0,Wszystko jest na opak.,4.0,4.0,0.0
negative,negative,"[konwencjonalny, wspaniały, aktor, szkoda]","[w, i, umysł, bardzo, konwencjonalny, wspaniały, film, aktor, szkoda, niezwykły]",5.0,-0.31666666666666665,Wspaniali aktorzy i niezwykłe umysły w bardzo konwencjonalnym filmie. Szkoda.,10.0,10.0,4.0
negative,positive,"[kolejny, kinowy, noga, ręka]","[cokolwiek, co, przyszłość, kolejny, przebierać, spod, by, film, a, sala, dopiero, zobaczyć, wyjść, kinowy, już, w, wyjść, z, móc, noga, ręka]",9.0,-0.047619047619047616,"Dopiero co wyszedłem z sali kinowej, a już przebieram nogami, by móc zobaczyć kolejny film, viral, cokolwiek, co wyjdzie w przyszłości spod ręki Davida F. Sandberga.",26.0,21.0,4.0
negative,positive,"[horror, dobry, ten, jaki]","[tym, nasze, nawiedzić, to, horror, dobry, przegapić, ten, rok, kina, w, nie, jaki, film]",8.3,-0.07619047619047618,"Nie przegapcie tego filmu - to najlepszy horror, jaki w tym roku nawiedził nasze kina.",15.0,14.0,4.0
positive,positive,"[cień, seans, zadowolony, każdy, krótki, uniwersalny, czas]","[do, towarzyszyć, wyłącznik, sylwetka, złowieszczo, się, ciemności, cień, być, rysować, jeszcze, że, seans, zadowolony, a, trwanie, długo, motyw, i, każdy, światła, krótki, sprawiać, sięgać, w, wyjść, z, uniwersalny, dłoń, czas]",8.0,0.043333333333333335,"Krótki czas trwania i uniwersalny motyw ciemności sprawiają, że każdy wyjdzie z seansu zadowolony, a złowieszczo rysująca się w cieniu sylwetka jeszcze długo będzie towarzyszyła sięganiu dłonią do wyłącznika światła.",30.0,30.0,7.0
negative,positive,"[horror, kompetentny, prosty, mama, stara, pretensja, klimatyczny, prosty]","[horror, kompetentny, być, nie, że, być, prosty, coś, mama, stara, pomysł, to, i, na, więcej, o, po, pretensja, klimatyczny, opart, się, prosty]",8.0,-0.18181818181818182,"Po prostu kompetentny, klimatyczny, oparty na prostym pomyśle horror i nie mam pretensji o to, że nie jest i nie stara się być czymś więcej.",25.0,22.0,8.0
negative,positive,"[arcydzieło, dobry, otwarcie, jeden, ostatni, horror]","[arcydzieło, wad, choć, dobry, otwarcie, nie, trzeba, lato, że, nazwać, to, jeden, pewne, ostatni, pozwolić, przyznać, horror, z]",7.5,-0.05925925925925926,"Choć pewne wady nie pozwolą nazwać ""Kiedy gasną światła"" arcydziełem, trzeba otwarcie przyznać, że to jeden z najlepszych horrorów ostatnich lat.",21.0,18.0,6.0
negative,positive,"[groza, ten, podobny, strach, zacny, produkcja]","[groza, słowa, gatunek, ten, udowadniać, ale, nie, powiedzieć, że, też, podobny, przełom, ostatnie, strach, kin, zawodzić, zacny, więcej, pewno, na, produkcja, i, widz, jak, w, oby, jeszcze, stanowić, dawka, dostarczać]",7.0,-0.09444444444444446,"Na pewno nie stanowią przełomu w kinie grozy, ale też nie zawodzi, dostarczając widzowi zacnej dawki strachu, jak i udowadniając, że ten gatunek nie powiedział jeszcze ostatniego słowa. Oby więcej podobnych produkcji.",32.0,30.0,6.0
positive,positive,"[świetny, ten, gra, dobry, poza]","[świetny, oglądać, co, ten, się, być, gra, muzyka, dobry, film, dalej, i, chcieć, poza, aktorski, wiedzieć]",7.0,0.12083333333333335,"Poza świetną grą aktorską, dobrą muzyką ten film chciało się oglądać i wiedzieć co będzie dalej.",16.0,16.0,5.0
positive,positive,"[intrygujący, ostatni, minuta, pierwszy]","[do, w, twórca, napięcie, intrygujący, trzymać, aż, już, trwanie, ostatni, na, od, chwila, historia, jej, minuta, postawić, pierwszy]",7.0,0.1111111111111111,Twórca postawił na intrygującą historię trzymającą w napięciu już od pierwszych chwil jej trwania aż do ostatnich minut.,18.0,18.0,4.0
negative,positive,"[horror, nieduży, skromny, cały, mały, który, miejsce]","[rozgrywać, być, horror, nieduży, skromny, sum, trzy, raptem, i, cały, świetnie, mały, akcja, w, obsada, który, się, miejsce]",7.0,-0.0925925925925926,"Mały, skromny horror. Nieduża obsada, w sumie raptem trzy miejsca, w których rozgrywa się cała akcja, i jest świetnie.",19.0,18.0,7.0
negative,positive,"[przerażający, horror, straszny, go, seans, niezły, koniec]","[do, nadal, przerażający, horror, napięcie, smutny, nie, straszny, go, seans, by, trzymać, i, przeżywać, aż, w, niezły, taki, jednak, po, koniec]",6.7,-0.3333333333333333,"Niezły horror, przerażający i trzymający w napięciu aż do smutnego końca, jednak nie taki straszny, by go nadal przeżywać po seansie.",21.0,21.0,7.0
negative,positive,"[go, koniec, który, ten, ograniczenie, próba, sam, koniec]","[zdawać, potencjał, sprawić, że, go, pod, koniec, zacząć, pewne, się, na, odporność, z, przez, to, już, móc, egzamin, ziewać, film, do, który, się, wyrobić, ten, twórca, powód, nie, ograniczenie, zostać, przestraszyć, i, próba, sam, wykorzystać, postawić, powtarzać, widz, koniec]",6.5,-0.15384615384615385,"Twórcy sami sobie postawili pewne ograniczenia, które pod koniec filmu już nie zdawały egzaminu. Z tego powodu widz mógł wyrobić sobie odporność na ""straszne momenty"" i zacząć ziewać przez powtarzające się próby przestraszenia go i sprawiło to, że potencjał nie został do końca wykorzystany.",44.0,39.0,8.0
negative,positive,"[groza, przypadek, nudny, straszny, kolejny, epitet, zgaszony, negatywny]","[groza, tym, bo, przypadek, że, światła, się, myśl, nie, nudny, bać, straszny, kolejny, aż, film, tak, mało, epitet, i, na, mi, wiele, to, zgaszony, przychodzić, w, negatywny, raczej]",6.0,-0.38392857142857145,"Nie bójcie się że to kolejny nudny i mało straszny film grozy, bójcie się raczej zgaszonego światła, bo w tym przypadku negatywnych epitetów nie przychodzi mi na myśl aż tak wiele.",31.0,28.0,8.0
negative,positive,"[zgrabny, groza, horror, ten, główny, udany]","[zgrabny, groza, zawsze, w, horror, jednak, za, całkiem, dobre, co, sposób, ten, uznać, główny, korzystać, przyśpieszony, udany, kina, nasz, okazać, dawno, to, film, nie, wypracować, się, jeśli, z, kryterium, puls]",6.0,-0.10833333333333334,"W nie zawsze zgrabny sposób korzysta z tego, co horror dawno wypracował. Jeśli jednak za główne kryterium dobrego kina grozy uznamy nasz przyśpieszony puls, to film Sandberga okaże się całkiem udany.",31.0,30.0,6.0
positive,positive,"[geneza, produkcja, współczesny, rewelacyjny]","[działać, popadać, schemat, gdy, geneza, dian, twórca, połowa, wyjaśniać, story, produkcja, straszak, współczesny, przez, rewelacyjny, niestety, szybko, w, jako, zaczynać, pierwsza, film]",6.0,0.07575757575757576,"Działa jako rewelacyjny straszak przez pierwszą połowę filmu, niestety, gdy twórcy zaczynają wyjaśniać genezę Diany produkcja szybko popada w schematy współczesnych ghost story.",23.0,22.0,4.0
neutral,positive,"[chwytliwy, bohater]","[jednak, chwytliwy, i, się, bohater, da, lepsze, odmówić, nie, pomysł, jeszcze]",6.0,0.0,Nie da się jednak odmówić chwytliwego pomysłu i jeszcze lepszych bohaterów.,11.0,11.0,2.0
positive,negative,"[który, świetny, czas]","[masa, gruba, się, ale, który, on, zostać, nudzić, świetny, pod, móc, poszczycić, pomysł, czas, warstwa, pogrzebać, po]",5.0,0.11764705882352941,"Mogą się poszczycić masą świetnych pomysłów, ale zostały one pogrzebane pod grubą warstwą jump scare'ów, które po czasie nudzą.",19.0,17.0,3.0
negative,negative,"[głośny, zawód]","[a, mieć, głośny, dobrze, wyjść, cholernie, zawód, być, z]",5.0,-0.3333333333333333,"Miało być dobrze, a wyszedł zawód z cholernie głośnymi jump scare'ami.",11.0,9.0,2.0
negative,negative,"[odczucie, drugi, jeden, mocno, strona, ambiwalentny, pewien, czas]","[sprawiać, do, wyzwanie, przeciętny, wycieczka, się, odczucie, drugi, jeden, wykonanie, że, mocno, strona, ambiwalentny, i, pewien, budzić, przez, może, razić, toaleta, okazać, nocny, z, brak, oryginalność, czas]",5.0,-0.040123456790123455,"Budzi mocno ambiwalentne odczucia. Z jednej strony razi brakiem oryginalności i przeciętnym wykonaniem, z drugiej sprawia, że nocna wycieczka do toalety może przez pewien czas okazać się wyzwaniem.",28.0,27.0,8.0
negative,negative,"[groza, ktokolwiek]","[groza, do, nadawać, elementy, się, napięcie, nie, praktycznie, niż, pastisz, ktokolwiek, a, przestraszyć, trzymać, na, w, często]",5.0,-0.11764705882352941,"Praktycznie nie trzyma w napięciu, a elementy grozy nadają się częściej na pastisz niż do przestraszenie kogokolwiek.",17.0,17.0,2.0
negative,negative,"[kolejny, horror, przyzwoity, ten]","[kolejny, horror, przyzwoity, latać, ten]",5.0,-0.2,Kolejny przyzwoity horror tego lata.,5.0,5.0,4.0
negative,negative,"[wersja, ubogi]","[wersja, ubogi, znacznie]",4.0,-0.3333333333333333,"Znacznie uboższa wersja ""Babadooka"".",4.0,3.0,2.0
negative,negative,"[czas, ten, pierwszy, górka, horror, jazda, drugi, banalny, bezbolesny, wyjadacz]","[czas, ten, pierwszy, być, górka, zwykły, niczym, horror, jazda, coś, drugi, banalny, bezbolesny, dla, wyjadacz, kiedy, widz, i, światła, zgasnąć, rower, spędzić, z]",4.0,-0.03260869565217391,"Dla wyjadaczy horroru i zwykłych widzów Kiedy zgasną światła będzie niczym jazda rowerem z górki. Dla tych pierwszych czymś banalnym, dla drugich bezbolesnym spędzeniem czasu.",25.0,23.0,10.0
neutral,positive,"[rubaszny, idealny, charakter, nowobogacki, pierwotny, doktor, silny, natura, współczesny]","[rubaszny, wszystko, dorobek, osi, stosunki, nowatorski, pomysł, zastosowanie, idealny, dla, sznyt, charakter, na, nabierać, nowobogacki, fabularny, pierwotny, inteligencki, naukowy, dzięki, się, doktor, silny, natura, współczesny, podszycie, kontrapunkt, i, stanowić, o, żart, temat, odznaczać, oparcie, jakże]",6.2,0.0,"Dzięki zastosowaniu jakże nowatorskiego i współczesnego pomysłu oparcia osi fabularnej o dorobek naukowy doktora Zygmunta Freuda wszystko nabiera nowobogackiego sznytu, odznaczając się silnym inteligenckim podszyciem, stanowiącym idealny kontrapunkt dla rubasznego charakteru pierwotnej natury żartów na temat stosunków damsko-męskich.",38.0,35.0,9.0
negative,negative,"[główny, komedia, polski, bohater, który]","[pacjentka, do, główny, nie, komedia, czemu, walić, się, polski, bohater, drzwi, i, żenujący, mówić, o, wiedzieć, jak, okno, który]",1.7,-0.01754385964912281,"Żenująca polska komedia o ""skromnym freudyście z Krakowa"" - jak mówi o sobie główny bohater, do którego pacjentki nie wiedzieć czemu walą drzwiami i oknami.",25.0,19.0,5.0
negative,negative,"[seans, wstyd, straszny, cały]","[dwa, można, seans, wstyd, słowa, straszny, podsumować, cały]",1.0,-0.3958333333333333,Podsumować cały seans można dwoma słowami: straszny wstyd.,8.0,8.0,4.0
negative,negative,"[ten, milczenie, produkcja]","[ten, na, milczenie, produkcja, spuścić, zasłona]",1.0,-0.08333333333333333,Spuśćmy na tę produkcję zasłonę milczenia.,6.0,6.0,3.0
negative,negative,"[wielki, scena, amator, filmowy]","[materiał, szykować, co, etiuda, sztuk, wielki, scena, niż, swoić, amator, wywoływać, pół, nakręcić, zmęczenie, drugie, u, filmowy, amatorsko]",1.0,-0.12037037037037036,Nakręcone pół amatorsko sceny wywołują większe zmęczenie materiałem niż co u drugiego amatora sztuki filmowej szykującego swoją etiudę.,18.0,18.0,4.0
negative,negative,"[decyzyjny, kolektywny, negatywny, każdy]","[władza, bo, nie, decyzyjny, kolektywny, zwykły, być, negatywny, recenzja, widz, kupować, może, my, każdy, decyzja, jednać, oddawać]",1.0,-0.03921568627450981,"Każda negatywna recenzja oddaje nam, zwykłym widzom, władzę decyzyjną, bo decyzja może być jedna, kolektywna: nie kupujmy.",17.0,17.0,4.0
negative,negative,"[chaos, wtopa, spektakularny, czas, arcydzieło, mama]","[razem, tym, rodzić, się, chaos, wtopa, spektakularny, czas, arcydzieło, z, mama]",1.0,-0.09090909090909091,Czasem z chaosu rodzą się arcydzieła. Tym razem mamy spektakularną wtopę.,11.0,11.0,6.0
positive,negative,"[twór, lekki, idealny, styl, mentalny]","[komedyjka, film, ramotka, twór, nasz, być, lekki, żenujący, być, realizacyjny, i, późny, idealny, powiedzieć, styl, świat, w, mentalny, rzeczywistość, tymczasem, obyczajowy]",1.0,0.047619047619047616,"W idealnym świecie ""Kobiety bez wstydu"" byłyby lekką komedyjką w stylu - powiedzmy - późnych filmów Woody'ego Allena. Tymczasem w naszej rzeczywistości są żenującym filmopodobnym tworem: mentalną, obyczajową i realizacyjną ramotką.",31.0,21.0,5.0
negative,positive,"[pan, czuły, kryzys, który, zabawny, przewrotny]","[złośliwości, w, pan, zarazem, czuły, paradoksalnie, doba, film, a, zagubiony, przynieść, może, pocieszenie, kryzys, męskość, który, niejedno, pozbawić, zabawny, przewrotny]",8.0,-0.025,"Zabawny, przewrotny, niepozbawiony złośliwości, a zarazem czuły film, który w dobie kryzysu męskości niejednemu zagubionemu panu może paradoksalnie przynieść pocieszenie.",20.0,20.0,6.0
negative,positive,"[absurd, uznanie, ten, olimpiada, znak, ograniczony, ciekawy, infantylny]","[absurd, uznanie, z, się, spiętrzenie, oglądać, przestrzenić, potrafić, ten, spod, a, dla, obserwacja, rosnący, olimpiada, wyciągnąć, znak, na, rozbawić, zarazem, wiele, reżyserka, ograniczony, jak, ciekawy, z, infantylny, zgoła, kilka]",8.0,-0.05172413793103448,"Ogląda się tą zgoła infantylną olimpiadę spod znaku ""boys will be boys"" z rosnącym rozbawieniem, a zarazem uznaniem dla reżyserki, jak wiele ciekawych obserwacji potrafi wyciągnąć ze spiętrzenia kilku absurdów na ograniczonej przestrzeni.",33.0,29.0,8.0
positive,positive,"[znakomity, niegłupi, grecki, który, formalny, jaki, nim, dobry, fala, kino, polski, niedopuszczalny, dezynwoltura]","[można, znakomity, film, płomień, niegłupi, że, jedno, być, tak, na, grecki, z, może, jak, obraz, który, formalny, do, jaki, nim, się, pośmiać, dobry, pojawiać, nie, fala, taki, być, mieć, nowa, kino, polski, niedopuszczalny, przegapić, dezynwoltura, w, rzadko, jednak, zawędrować]",8.0,0.011111111111111117,"Z filmów greckiej nowej fali, jakie zawędrowały do Polski, Chevalier jest jednym z najlepszych. Nie ma w nim może takiej formalnej dezynwoltury jak w znakomitym Płomieniu, jednak niegłupie kino, na którym można się pośmiać pojawia się tak rzadko, że przegapienie obrazu Tsangari byłoby niedopuszczalne.",44.0,39.0,13.0
positive,positive,"[umiejętny, męski, człowieczeństwo, bez, ciepło, ironia]","[ośmieszać, błyskotliwie, się, kulisy, sprzeciwiać, za, podbijać, umiejętny, wciągać, a, legitymacja, z, męski, i, świetnie, człowieczeństwo, dominacja, bez, my, sarkazm, ciepło, rozłożyć, raczej, ironia]",7.5,0.09027777777777779,"Ciepło i błyskotliwie sprzeciwia się podbijaniu legitymacji męskiej dominacji, a raczej z umiejętnym sarkazmem i świetnie rozłożoną ironią, bez ośmieszania, wciąga nas za kulisy człowieczeństwa.",25.0,24.0,6.0
positive,positive,"[ten, biznesowy, powaga, każdy, sprzeczka, wyjątkowy, miks, dziecięcy, humor, jakikolwiek]","[co, sprzedaj, ten, wyciąć, bzdura, biznesowy, traktować, powaga, każdy, sprzeczka, wyjątkowy, miks, wszyscy, poczucie, dziecięcy, film, a, humor, rozmowy, jakikolwiek, podanie, to, naprawdę, spotkanie, między, reżyserka, z, wczasowicz, sposób, coś]",7.0,0.1,"To, co naprawdę sprzedaje ten film, to sposób podania. Wczasowiczom reżyserka wycięła jakiekolwiek poczucie humoru - każdą bzdurę wszyscy traktują z wyjątkową powagą, a rozmowy to miks czegoś między dziecięcymi sprzeczkami a spotkaniami biznesowymi.",34.0,30.0,10.0
positive,positive,"[ważny, autentyczność, ciekawy]","[temat, przemyślenie, ważny, autentyczność, ciekawy]",7.0,0.3666666666666667,"Ciekawy temat, ważne przemyślenia, autentyczność.",5.0,5.0,3.0
positive,positive,"[który, produkcja, pewność, audiowizualny, wysoki]","[w, który, warta, warstwa, prezentować, zarówno, produkcja, pewność, uwaga, i, jak, fabularny, audiowizualny, wysoki, poziom, z]",7.0,0.10714285714285715,"Z pewnością warta uwagi produkcja, która prezentuje wysokim poziom zarówno w warstwie fabularnej, jak i audiowizualnej.",16.0,16.0,5.0
positive,positive,"[który, wybitny, ten, przykład, jałowy, filmowy, bieg, bez, filmowy]","[chyba, działać, uwolnić, od, skonstruować, który, myślić, wybitny, się, ten, nie, przykład, móc, być, jałowy, wątpienie, filmowy, jednak, maszynka, bieg, na, rzemiosło, bez, wspaniale, trochę, filmowy]",7.0,0.06538461538461539,"Jest bez wątpienia przykładem wybitnego filmowego rzemiosła. Wspaniale skonstruowaną filmową maszynką, która jednak - nie mogę uwolnić się od tej myśli - działa chyba trochę na jałowym biegu.",28.0,26.0,9.0
negative,positive,"[ironiczny, zabawa, służący, lekki, który, pełny]","[złośliwości, się, ale, tylko, nie, wciągać, wręcz, ironiczny, zabawa, jacht, widz, i, na, prześmiewczy, obraz, służący, bardzo, lekki, udzielać, który, pełny]",6.7,-0.03174603174603175,"Obraz bardzo ironiczny, wręcz prześmiewczy, lekki, ale i pełen złośliwości. Zabawa na jachcie wciąga nie tylko służących, którym się udziela ale i widzów.",23.0,21.0,6.0
negative,positive,"[rywalizacja, absurd, kryzys, przewrotny]","[rywalizacja, do, absurd, kryzys, o, opowiadać, męskość, sposób, w, granica, doprowadzać, przewrotny]",6.7,-0.375,"W przewrotny sposób opowiada o kryzysie męskości, doprowadzając rywalizację do granic absurdu.",12.0,12.0,4.0
positive,positive,"[drugi, pierwszy]","[zdecydowanie, tu, do, ciekawie, się, tylko, trzeba, niewiele, dotrzeć, być, a, on, na, przynajmniej, plan, drugi, dzieje, stosunkowo, pierwszy]",6.0,0.06578947368421052,"Dzieje się tu stosunkowo niewiele, a przynajmniej na pierwszym planie. Na drugim jest zdecydowanie ciekawiej. Trzeba tylko do niego dotrzeć.",20.0,19.0,2.0
negative,negative,"[nim, bohater, scena, zachowanie, komedia]","[ale, nim, się, bawić, bohater, scena, też, być, wręcz, pojawiać, miał, żenujący, przedstawiać, zachowanie, w, rzadko, stosunkowo, komedia]",5.0,-0.05555555555555555,"Miał być komedią, ale bawi stosunkowo rzadko. Pojawiają się w nim też sceny przedstawiające zachowania bohaterów wręcz żenujące.",18.0,18.0,5.0
negative,negative,"[miejsce, jednostronny]","[spodobać, miejsce, pewno, jednostronny, się, niemniej, wlec, przypominać, na, feministka, karykatura]",5.0,-0.09090909090909091,"Miejscami się wlecze, przypomina jednostronną karykaturę, niemniej feministkom na pewno się spodoba.",12.0,11.0,2.0
positive,positive,"[subtelność, wolny, umysłowy, pretensja, swoboda, filmowy]","[od, subtelność, trudno, wybitność, się, dotykać, nie, wywód, wolny, być, prowadzenie, autor, erudycja, niezwykły, dzieło, i, kultura, umysłowy, pretensja, zachwycić, swoboda, filmowy]",9.0,0.012396694214876032,"Jest dziełem dotykającym wybitności. Trudno nie zachwycić się niezwykłą umysłową i filmową kulturą autora, wolną od pretensji erudycją, swobodą i subtelnością prowadzenia wywodu.",23.0,22.0,6.0
positive,positive,"[wrażenie, dyskretny, oryginalny, różny]","[realizacja, kolosalny, wrażenie, łączyć, dzięki, dyskretny, nowa, metoda, oraz, formia, oryginalny, robić, gatunek, różny]",8.3,0.10714285714285714,"Robi kolosalne wrażenie dzięki dyskretnej metodzie realizacji oraz nowej, oryginalnej formie łączącej różne gatunki.",14.0,14.0,4.0
positive,positive,"[naturalny, ten, postać, ziemski]","[naturalny, kraj, pustynia, pryzmat, on, ocean, opowiedzieć, ten, krajobraz, metaforyczny, chile, postać, historia, góra, otoczenie, i, na, glob, przez, o, ziemski, specyficzny, położenie, w, opowieść]",8.0,0.036000000000000004,"Metaforyczna opowieść o historii Chile opowiedziana przez pryzmat specyficznego położenia tego kraju na globie ziemskim, jego krajobrazu i otoczenia naturalnego w postaci gór, pustyni i oceanu.",26.0,25.0,4.0
neutral,positive,[współczesny],"[wśród, perełka, dokument, współczesny]",8.0,0.0,Perełka wśród współczesnego dokumentu.,4.0,4.0,1.0
neutral,positive,"[niektóry, jedyny, forma, trudny, który, tajemnica, spokojny]","[warto, niektóry, swoić, dokument, też, być, spróbować, rodzaj, uduchowić, widz, zachwycający, jedyny, przez, może, odbiór, on, poznać, swoje, forma, się, bo, jednak, trudny, wydać, zaryzykować, który, niezwykły, i, tajemnica, dość, w, spokojny]",7.0,0.0,"Niezwykły dokument, zachwycający swoją spokojną, uduchowioną formą, który przez nią może się też wydać niektórym widzom dość trudny w odbiorze. Warto jednak zaryzykować i spróbować poznać tajemnicę ""Perłowego guzika"", bo jest jedyny w swoim rodzaju.",35.0,32.0,7.0
negative,positive,"[każdy, typowy, literacki, zbyt, pretensjonalny, kosmiczny, przejście, doczesny, kino]","[każdy, można, typowy, literacki, dobiegać, ale, za, kontekst, związka, esej, meta, dla, zbyt, pretensjonalny, tu, kosmiczny, przejście, zbrodnia, nieco, rozegzaltować, dwa, ekran, nie, uznać, przekonać, reżyser, zza, a, naciągać, mieć, wydobyć, dowolny, głos, niecodzienny, doczesny, kino, bardzo, zdanie]",6.7,-0.07894736842105263,"Nie każdego meto Guzmana, typowa bardziej dla literackiego eseju, przekona: wydobyte tu związki można uznać za zbyt naciągane, przejścia - zbyt dowolne, kosmiczny kontekst dla doczesnych zbrodni - nieco pretensjonalny, a głos reżysera dobiegający zza ekranu - zbyt rozegzaltowany. Ale niecodzienne kino, nie ma dwóch zdań.",46.0,38.0,9.0
negative,positive,"[emocjonalny, dysydent, szaman, dawny, dokumentalista, duch]","[wywiad, z, emocjonalny, dysydent, swoić, wpleść, szaman, z, niż, miąć, dawny, dla, narracja, dokumentalista, i, kwazar, o, wywoływać, to, w, duch, bardzo, opowieść]",6.0,-0.08695652173913043,"Guzmán, ze swoją emocjonalną narracją, wywoływaniem duchów i opowieściami o kwazarach wplecionymi w wywiady z dawnymi dysydentami, to dla mnie bardziej szaman niż dokumentalista.",24.0,23.0,6.0
negative,positive,"[scena, świetny, dramatyczny, kolizja, żyła, wyścig]","[wszystko, a, mrozić, przed, krew, scena, także, świetny, zdjęcia, dramatyczny, kolizja, fragment, emocjonujący, żyła, w, wyścig]",6.0,-0.020833333333333322,"Przede wszystkim świetne zdjęcia, emocjonujące fragmenty wyścigu, a także mrożące krew w żyłach sceny dramatycznych kolizji.",16.0,16.0,6.0
neutral,positive,"[fotel, który]","[ci, z, być, trzeba, dokument, dla, długo, kółka, znaleźć, tu, aby, wyłącznie, mylić, pasażer, namawiać, coś, hamulec, fotel, się, sięgnąć, nie, a, miłośnik, samochód, powinny, również, sprzęgło, po, zajmować, w, który, cztery]",6.0,0.0,"Miłośników czterech kółek nie trzeba będzie długo namawiać, aby sięgnęli po dokument Erskine'a. Ci, którzy w samochodach zajmują wyłącznie fotel pasażera, a hamulec mylą ze sprzęgłem, również powinni znaleźć tu coś dla siebie.",33.0,32.0,2.0
positive,negative,"[tempo, ten, prawdziwy, sport]","[chyba, wszystko, dodawać, tempo, być, ten, miłośnik, płeć, że, też, być, nie, film, dla, musza, mieć, niezależnie, i, nakręcić, od, prawdziwy, to, bardzo, sport, dobre, gratka, efektownie]",5.0,0.02962962962962963,"Bardzo jest to wszystko efektownie nakręcone i dla miłośników tego sportu - niezależnie od płci! - film będzie prawdziwą gratką. Nie muszę też chyba dodawać, że tempo ma dobre.",29.0,27.0,4.0
positive,positive,"[recykling, przeciętnie, cały]","[recykling, wykonać, pomysł, z, antologia, przeciętnie, cały]",6.0,0.047619047619047616,Przeciętnie wykonany recykling pomysłów z całej antologii.,7.0,7.0,3.0
neutral,negative,"[dowcipny, problem, niezły]","[dwa, temp, dowcipny, ale, świetnie, problem, dobre, niezły, z, animowany]",5.0,0.0,"Dobre, dowcipne, z niezłym tempem, świetnie animowane, ale z dwoma problemami.",11.0,10.0,3.0
positive,negative,"[atrakcyjny, animacja, oczopląs, wrażenie, piękny, sensowny]","[działać, atrakcyjny, animacja, się, nie, przyprawiać, twórca, że, być, oczopląs, wręcz, scenografia, tak, wrażenie, i, odnosić, to, kolorowa, chcieć, o, krajobraz, piękny, niestety, sensowny, zastąpić, przepełnić, opowieść]",5.0,0.14814814814814814,"Jest animacją piękną, kolorową i przepełnioną atrakcyjnymi scenografiami. Odnosi się wręcz wrażenie, że twórcy przyprawiającymi o oczopląs krajobrazami chcieli zastąpić sensowną opowieść. Niestety, tak to nie działa.",27.0,27.0,6.0
negative,negative,"[pełno, poprzedni]","[a, pełno, z, być, tym, dobrze, poprzedni, podobieństwo, film, fabuła, w, schemat, część, znany]",5.0,-0.03571428571428571,"Pełno w tym filmie podobieństw, a schemat fabuły dobrze jest znany z poprzednich części.",14.0,14.0,2.0
negative,negative,"[słaby, rada]","[dawać, środek, słaby, końcówka, początek, rada, zachęcający]",5.0,-0.19047619047619047,"Początek zachęcający, końcówka daje radę, środek słaby.",7.0,7.0,2.0
negative,negative,"[komediowy, strona, nic, drugi, jeden]","[komediowy, można, strona, wydawać, nic, się, drugi, jeden, nie, wyczerpanie, że, seria, z, pewne, swoje, odczuć, z, urok, jednak, tracić, potencjał]",5.0,-0.08333333333333333,"Z jednej strony wydaje się, że seria nic nie traci ze swojego uroku. Z drugiej jednak można odczuć pewne wyczerpanie komediowego potencjału.",22.0,21.0,5.0
positive,negative,"[szczęście, sympatyczny, bohater, humor]","[szczęście, tym, choć, urok, razem, za, dużo, nie, brak, sympatyczny, być, dobrze, bohater, a, on, nawet, i, na, być, humor, z]",5.0,0.3174603174603175,"Brak uroku, a i z humorem nie jest najlepiej. Na szczęście są sympatyczni bohaterowie. Choć tym razem nawet ich za dużo.",21.0,21.0,4.0
positive,negative,"[bohater, przygoda, strona]","[bohater, a, powinny, zostawić, przygoda, zachodzić, odejść, on, strona, widz, oraz, pozwolić, słońce, w, reszta, swoje, wyobraźnia]",4.0,0.0980392156862745,"Blue Sky Studios oraz Twentieth Century Fox Animation powinni pozwolić odejść swoim bohaterom w stronę zachodzącego Słońca, a resztę ich przygód zostawić wyobraźni widzów.",24.0,17.0,3.0
neutral,negative,[wrażenie],"[źle, można, wrażenie, wypalić, odczuć, się, ale, nie, że, seria, być, już, ta]",4.0,0.0,"Nie jest źle, ale można odczuć wrażenie, że seria ta już się wypaliła.",13.0,13.0,1.0
