detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
neutral,positive,[],"[szybka, i, stylowy, drukarka]",4.0,0.0,szybka i stylowa drukarka,4.0,4.0,0.0
negative,positive,"[szybki, druk, dokładny]","[szybki, i, druk, dokładny, w]",4.0,-0.2,Szybki w druku i dokładny.,5.0,5.0,3.0
negative,positive,"[strona, start, sekunda, jakiś, szybki]","[strona, start, sekunda, jakiś, wydruk, w, szybki, pierwsza]",4.0,-0.0625,"szybki start, wydruk pierwszej strony w jakieś 3 sekundy",9.0,8.0,5.0
neutral,positive,[],[jak],4.0,0.0,jak nizej,2.0,1.0,0.0
positive,positive,"[potrzeba, satysfakcja, pełny, domowy, bok, oko, potrzeba, łatwy]","[potrzeba, satysfakcja, ale, być, pełny, subiektywny, być, zasilanie, domowy, nie, a, bok, móc, oko, instalacja, na, podłączyć, potrzeba, to, tył, łatwy, z, gniazdo]",4.0,0.21884057971014492,"Pełna satysfakcja. Łatwa instalacja. Na potrzeby domowe OK.
Gniazdo podłączenia zasilania mogłoby być z boku a nie z tyłu, ale to jest subiektywna potrzeba.",24.0,23.0,8.0
neutral,positive,[],"[bardzo, dobra, drukarka]",4.0,0.0,Bardzo dobra drukarka.,3.0,3.0,0.0
neutral,positive,[oko],"[oko, polecać]",4.0,0.0,OK Polecam,2.0,2.0,1.0
neutral,positive,[],[super],5.0,0.0,naprawde super!,2.0,1.0,0.0
neutral,positive,"[wola, zadowolony, podobny]","[wola, cena, samsung, horse power, ale, głównie, dużo, drukarka, rzecz, być, kupić, taki, zadowolony, podobny, być, on, również, i, z, dwa, bardzo, u, w, interfejs, bardzo]",4.0,0.0,"kupiłem dwie takie drukareczki i jestem bardzo zadowolony głównie z ich bezprzewowodego interfejsu. Takie rzeczy w podobnej cenie są również u Samsunga, ale dużo bardziej wolę drukarkę HP.",28.0,25.0,3.0
positive,positive,"[intensywny, domowy]","[niezbyt, do, warunki, sprawować, się, zadanie, intensywny, w, używać, jej, dobrze, domowy]",4.0,0.09999999999999999,Sprawuje się dobrze. Używam jej w warunkach domowych do niezbyt intensywnych zadań. ,12.0,12.0,2.0
positive,positive,[cichy],"[szybka, cichy]",4.0,0.21428571428571427,"Szybka, cicha",2.0,2.0,1.0
neutral,positive,[oko],"[oko, być]",4.0,0.0,jest O.K,2.0,2.0,1.0
positive,positive,"[laptop, twardy, ten, bezprzewodowy, wada, świetny]","[do, laptop, co, twardy, się, za, często, ten, bezprzewodowy, używać, wada, klik, przycisk, świetny, mysz, denerwować, może, to, jedyna, gdy, trochę, troszkę]",4.0,0.06818181818181818,Świetna mysz bezprzewodowa do laptopa. Jedyna wada to troszkę za twardy klik scrolla co może trochę denerwować gdy używa się tego przycisku często.,23.0,22.0,6.0
negative,positive,"[miniaturowy, ważny, laptop, zbyt, myszka]","[bo, co, wystawać, ale, nie, miniaturowy, przenosić, być, przeszkadzać, ważny, odbiornik, on, laptop, zbyt, i, przy, komputer, bardzo, mała, w, z, dobra, myszka]",5.0,-0.07246376811594202,"Myszka bardzo dobra, mała, ale nie zbyt mała. Co ważne odbiornik bluetouch jest miniaturowy i nie wystaje z komputera co jest ważne przy laptopach, bo nie przeszkadza on w przenoszeniu komputera ;)",32.0,23.0,5.0
neutral,positive,[],"[i, od, niezawodny, jej, kilka, być, używać, lato, super]",5.0,0.0,jest super. Używam jej od kilku lat i jest niezawodna,10.0,9.0,0.0
negative,positive,"[głośny, duży, porównanie, różny, precyzyjny, mama, ja, bez]","[głośny, przewijać, być, dobrze, że, około, sum, używać, dłoń, duży, dłużeć, tak, leż, porównanie, dla, powierzchnia, mysz, rok, na, różny, może, to, jak, łóżko, jej, on, działać, wytrzymać, siedzieć, bo, precyzyjny, po, miąć, nie, mama, ja, korzystać, myśleć, trochę, mieć, materiał, więcej, pół, od, przycisk, bez, i, śmiga, w, wyłączać, posiadać, z, bateria]",4.0,-0.022012578616352203,"Mysz posiadam od około pół roku, może trochę więcej, dobrze leży w dłoni, jak dla mnie (dużego porównania nie mam) jest precyzyjna. Działa na różnych powierzchniach (ja korzystam z niej siedząc na łóżku, i po materiale dobrze śmiga). Bateria myślałem że wytrzyma dłużej.., bo tak w sumie to używałem jej może z 48h bez wyłączania. Ma głośne przyciski i przewijanie na scrollu",62.0,53.0,8.0
negative,positive,"[zgrabny, stosunek, mama, praca, dobry]","[do, teraz, kupować, zgrabny, stosunek, mama, dom, praca, cena, dobry, ponad, jakość, niezawodny, bardzo, latać, w]",5.0,-0.019791666666666666,"zgrabna, bardzo dobry stosunek jakości do ceny, niezawodna, mam w pracy ponad 2 lata, teraz kupuje do domu",18.0,16.0,5.0
negative,positive,"[normalny, każdy, myszka]","[do, normalny, użytkowanie, na, bardzo, każdy, powierzchni, dobra, działać, myszka]",4.0,-0.1,Bardzo dobra myszka do normalnego użytkowania. Działa na każdej powierzchni.,10.0,10.0,3.0
positive,positive,[fajny],"[do, cena, jakość, fajny, produkt, dobra]",4.0,0.25,"Fajny produkt, dobra jakość do ceny",6.0,6.0,1.0
neutral,positive,"[poręczny, plus, myszka]","[do, z, ale, nie, być, poręczny, współpracować, na, produkt, zupełność, bardzo, plus, w, jeszcze, miąć, myszka]",5.0,0.0,"scroll jeszcze w zupełności ze mną nie współpracuje, ale myszka jest bardzo poręczna do lapka. produkt na plus!",18.0,16.0,3.0
positive,positive,"[wygodny, czuły, lekki, myszka]","[zdecydowanie, i, ponad, wygodny, przeciętna, czuły, lekki, myszka]",5.0,0.125,"Zdecydowanie ponad przeciętna myszka. Czuła, lekka i wygodna.",8.0,8.0,4.0
positive,positive,"[laptop, idealny, każdy, bezprzewodowy]","[działać, laptop, do, powierzchni, idealny, niezawodny, każdy, bezprzewodowy, na]",4.0,0.1111111111111111,"Bezprzewodowa. Niezawodna. Działa na każdej powierzchni, idealna do laptopa.",9.0,9.0,4.0
neutral,positive,"[czuły, myszka, efektywny]","[bardzo, czuły, i, myszka, efektywny, niezawodny, dobra]",5.0,0.0,"Bardzo dobra myszka. Czuła, efektowana, efektywna i niezawodna.",8.0,7.0,3.0
positive,positive,[rewelacyjny],"[rewelacyjny, super, mysz, w, cena]",5.0,0.33333333333333337,"Super mysz w rewelacyjnej cenie, bezprzewodowa.Polecam",6.0,5.0,1.0
negative,negative,"[sympatyczny, duży, łączność, cud, bez, myszka, gryzoń, słaby, błyszczący, jeden, każdy, bezprzewodowy, nierówny, szkoda]","[sympatyczny, od, bateria, dobrze, duży, za, łączność, upadek, że, taki, przeszkadzać, cud, paluszek, leż, bez, powierzchnia, mysz, szkło, schowek, na, odkleić, zarzut, jak, myszka, miesiąc, gryzoń, słaby, klapka, błyszczący, jeden, się, gubić, tylko, właściwie, nie, każdy, kursor, spodziewać, no, bezprzewodowy, starczać, a, kilka, jednak, ślizgacz, po, i, odbiornik, jakość, dłoń, pieniądz, rok, odpadać, w, przy, nierówny, szkoda, z]",3.0,-0.0603448275862069,"Sympatyczny gryzoń. Za takie pieniądze nie spodziewałem się jednak cudów. Mysz dobrze leży w dużej dłoni. Łączność bezprzewodowa bez zarzutu, nanoodbiornik nie przeszkadza, a paluszek starcza na kilka miesięcy. Szkoda tylko, że kursor gubi się na nierównych, błyszczących powierzchniach jak szkło. No i klapka od schowka na odbiornik i baterię odpada przy właściwie każdym upadku myszki. Po roku odkleił się jeden z słabej jakości ślizgaczy.",65.0,58.0,14.0
positive,positive,"[swój, dokładny, ręka, oko, złoty]","[do, kiepsko, w, się, ale, za, swój, być, dokładny, leż, ręka, oko, złoty, bardzo, przyzwyczaić, mało, trochę]",4.0,0.058823529411764705,"Trochę mało dokładna, trochę kiepsko leży w ręku, ale za 46zł jest bardzo ok, przyzwyczaiłem się do swojej g9 ;]",20.0,17.0,5.0
positive,positive,"[działanie, długi, oko, firma, perfekcyjny, dzisiejszy, mama]","[działanie, długi, oko, firma, na, oraz, gwarant, dzień, być, perfekcyjny, dzisiejszy, parametr, mama]",5.0,0.23076923076923078,"Mam nadzieje,że parametry oraz firma jest gwarantem perfekcyjnego, długiego działania. Na dzień dzisiejszy OK.",14.0,13.0,7.0
neutral,positive,[],"[ponad, zwykle, reszta, jak]",5.0,0.0,jak zwykle logitech ponad resztą.,5.0,4.0,0.0
neutral,positive,[],"[dalej, oby, się, świetnie, spisować, tak]",5.0,0.0,"Spisuje się świetnie, Oby tak dalej.",6.0,6.0,0.0
neutral,positive,"[adekwatny, myszka]","[rewelacja, i, bardzo, adekwatny, jakość, cena, dobra, myszka]",5.0,0.0,bardzo dobra myszka rewelacja!!! bardzo dobra jakość i adekwatna cena.,10.0,8.0,2.0
positive,positive,"[idealny, czuły, myszka]","[dla, długo, idealny, przy, notebook, nie, taka, bardzo, mała, czuły, potrzeb, moi, dobra, moi, myszka]",5.0,0.06666666666666667,"Bardzo dobra myszka. Nie taka mała, idealna dla moich potrzeb, Czuła, długo ""trzyma"". Przy moim notebooku - idealna!",18.0,15.0,3.0
positive,positive,"[godzina, wystarczający, kolejny, czułość, różny, lekki, praca, laptop, ten, firma, problem, pozytywny, praktyczny, codzienny]","[sprawiać, można, cena, godzina, być, wystarczający, kolejny, dodatek, codziennie, zasięg, czułość, to, polecać, bardzo, komputer, ustawienie, ocena, różny, lekki, do, zwyczajnie, mieć, praca, myszy, kilka, te, nawet, laptop, również, użytkować, rok, produkt, się, zawieszać, ten, być, podłoża, działać, spory, być, rodzaj, dla, mysz, na, niezawodny, zresztą, dlatego, firma, dać, problem, on, pozytywny, zdecydowanie, prosta, praktyczny, bo, żaden, nie, wzmocnić, po, miąć, codzienny, z, i, od, totalnie, w, zaskoczenie]",5.0,0.04411764705882353,"Mysz jest bardzo lekka, praktyczna i zwyczajnie prosta. To dla mnie pozytywne zaskoczenie. Użytkuję ją od roku (codziennie po kilka godzin). W dodatku na GNU/Linux. Mysz nie sprawia totalnie żadnych problemów, dlatego bardzo polecam. Działa na różnym rodzaju podłoża, ma spory zasięg, nie zawiesza się. Czułość myszy do codziennej pracy z laptopem jest zdecydowanie wystarczająca. Zresztą można wzmocnić czułość/szybkość myszy w ustawieniach komputera. Kolejna mysz również będzie z tej firmy, bo te produkty są zwyczajnie NIEZAWODNE! W tej cenie to dałbym nawet ocenę 5/5",84.0,68.0,14.0
positive,positive,[wygodny],[wygodny],4.0,1.0,Wygodna.,1.0,1.0,1.0
negative,negative,"[kiepski, boczny, ogólnie, krótki, praca, czas]","[kiepski, boczny, bardzo, ogólnie, krótki, wykładzina, bateria, brak, gumowaty, produkt, praca, czas]",2.0,-0.35000000000000003,Bardzo krótki czas pracy baterii. Brak gumowatej wykładziny bocznej. Ogólnie - kiepski produkt.,13.0,12.0,6.0
negative,positive,"[lekki, myszka]","[bateria, na, się, tylko, nie, zawieszać, super, lekki, myszka]",5.0,-0.1111111111111111,"Myszka super: lekka, tylko na 1 baterię, nie zawiesza się.",10.0,9.0,2.0
positive,positive,[świetny],"[świetny, mysz]",4.0,1.0,mysz świetna,2.0,2.0,1.0
positive,positive,"[wygodny, świetny, myszka]","[wygodny, prosta, świetny, niezawodny, myszka]",4.0,0.4,"świetna myszka. Prosta, wygodna, niezawodna.",5.0,5.0,3.0
negative,positive,"[problem, myszka]","[żaden, długo, trzymać, użytkowanie, problem, jej, bateria, z, super, myszka]",5.0,-0.2,myszka super. żadnych problemów z jej użytkowaniem. długo trzyma baterie,10.0,10.0,2.0
positive,positive,"[doskonały, różny, lekki, laptop, myszka, problem, gra, mama, działanie, precyzja, bez]","[podłoża, iż, doskonały, dobrze, ale, być, działać, leż, na, różny, dzień, jak, spisywać, lekki, do, laptop, myszka, problem, nie, gra, mama, mimo, działanie, mieć, od, precyzja, dłoń, bez, posiadać, kilka, w, się, z, wiedzieć, dpi]",5.0,0.005714285714285713,"Myszkę mam od kilku dni. Jest lekka, dobrze leży w dłoni, działa bez problemu na różnych podłożach. Mimo iż posiada ""tylko"" 800 dpi nie ma problemu z precyzja działania. Nie wiem jak spisywałaby się w grach, ale do laptopa doskonała.",40.0,35.0,11.0
positive,positive,[idealny],"[jak, idealny, za, ta]",5.0,0.25,Idealny jak za ta cene,5.0,4.0,1.0
negative,positive,"[bez, myszka]","[działać, mysz, i, wpinać, się, cieszyć, bez, zarzut, nowa, myszka, super]",5.0,-0.09090909090909091,"Mysz super, działa bez zarzutów. Wpinasz i cieszysz się nową myszką.",11.0,11.0,2.0
positive,positive,[dobry],"[dobry, znany, wcześnie, jakość]",4.0,0.23333333333333334,Znany wcześniej - dobrej jakości.,5.0,4.0,1.0
positive,positive,"[fakt, ten, który, świetny, przewodowy]","[cena, co, fakt, polecać, głośno, ale, za, nie, mieć, być, ten, chodzić, który, świetny, przewodowy, świetnie, to, jakość, płynnie, trochę]",5.0,0.1,"polecam, chodzi świetnie, płynnie, nie to co przewodowa którą miałam, trochę głośno, to fakt, ale za tą cenę, jakość jest świetna",21.0,20.0,5.0
neutral,positive,"[porządnie, ruch, czuły, każdy, myszka]","[zrobić, porządnie, ruch, czuły, na, każdy, myszka]",4.0,0.0,"porządnie zrobiona myszka, czuła na każdy ruch",7.0,7.0,5.0
neutral,positive,[],"[dobra, jakość]",4.0,0.0,dobra jakość,2.0,2.0,0.0
positive,positive,"[godny, dobry]","[i, godny, dobry, tani, polecenie]",4.0,0.4866666666666667,Tani i dobry godny polecenia,5.0,5.0,2.0
positive,positive,[wysoki],"[produkt, jakość, polecać, wysoki]",5.0,0.17857142857142858,Produkt wysokiej jakości. Polecam!,4.0,4.0,1.0
positive,positive,[wygodny],"[mimo, do, normalna, działać, i, dobrze, nie, to, wygodny, mała, notebook, trochę, dobra, obsługa, gram]",4.0,0.06666666666666667,"Trochę mała, dobra do notebooka. Mimo to wygodna i dobrze działa. Do normalnej obsługi, nie gram.",16.0,15.0,1.0
positive,positive,"[dobry, przewodowy, godny, stosunek, myszka]","[do, cena, dobry, przewodowy, jakość, pracować, bardzo, lepiej, godny, niż, stosunek, myszka, polecenie]",5.0,0.11025641025641028,"Bardzo dobry stosunek jakości do ceny 
myszka godna polecenia, pracuje lepiej niż przewodowa",13.0,13.0,5.0
negative,positive,"[bez, mama, myszka]","[działać, dalej, się, nadzieja, być, zarzut, sprawować, bez, że, mama, dobrze, myszka]",5.0,-0.08333333333333333,"Myszka sprawuje się dobrze, mam nadzieję, że dalej będzie działa bez zarzutu.",12.0,12.0,3.0
positive,positive,"[żywotność, lekki]","[leż, żywotność, na, dobrze, pozwalać, dłoń, zaoszczędzić, wyłącznik, bateria, w, lekki]",4.0,0.13636363636363635,"Lekka, dobrze leży w dłoni.
Wyłącznik baterii pozwala zaoszczędzić na żywotności baterii.",12.0,11.0,2.0
neutral,positive,[],[bomba],4.0,0.0,Bomba!,1.0,1.0,0.0
neutral,positive,"[jeden, precyzyjny]","[działać, reagować, mysz, i, na, jeden, precyzyjny, bardzo, dłuuuugo, dobra, szybko]",4.0,0.0,"Mysz bardzo dobra: precyzyjna, szybko reaguje i dłuuuugo działa na jednej baterii/akumulatorku.",12.0,11.0,2.0
positive,positive,"[idealny, codzienny, dobry]","[do, mysz, idealny, zadanie, codzienny, bardzo, w, dobry, cena]",5.0,0.21481481481481482,Idealna mysz do codziennych zadań w bardzo dobrej cenie.,9.0,9.0,3.0
neutral,positive,[],"[do, dopasować, idealnie, dłoń]",4.0,0.0,Idealnie dopasowana do dłoni,4.0,4.0,0.0
negative,negative,"[kiepski, precyzja, krzyżyk, oko, stosunek]","[wykończenie, przeglądarka, jakość, co, do, pozostawiać, się, kiepski, żeby, trzeba, trafić, krawędź, precyzja, aczkolwiek, życzenie, krzyżyk, oko, materiał, na, stosunek, zakładka, bardzo, w, postarać, na przykład, cena, wykonanie, nieco]",2.0,-0.03571428571428571,"Materiał wykonania - ok, aczkolwiek co do wykończenia na krawędziach pozostawia nieco do życzenia. 
Bardzo kiepska precyzja (Win7ProX64). Trzeba się nieco postarać żeby trafić w np. krzyżyk zakładki przeglądarki.
Cena w stosunku do jakości - 1/10.",36.0,28.0,5.0
neutral,positive,[],"[tydzień, jak, dotąd, super, od, zakup, po]",5.0,0.0,JAK DOTĄD SUPER - PO TYGODNIU OD ZAKUPU,8.0,7.0,0.0
negative,positive,"[biurowy, laptop, myszka, go, ja, świetny, myszka, mały, bezprzewodowy, myszka]","[do, można, port, biurowy, choć, nigdy, laptop, usuwać, nie, myszka, kupić, z, być, zastosowanie, go, ja, odbiornik, schować, świetny, i, na, myszka, mały, działać, komputer, bardzo, w, bezprzewodowy, dlatego, myszka]",5.0,-0.06666666666666667,"Świetna myszka do zastosowań biurowych. Działam na laptopie, dlatego kupiłem myszkę bezprzewodową. Odbiornik jest bardzo mały i można go schować w myszce (choć ja go nigdy nie usuwam z portu komputera)",31.0,30.0,10.0
positive,positive,"[niestrudzony, godny, swój, zgrabny, myszka]","[niestrudzony, produkt, godny, swój, zgrabny, wykonywać, myszka, zadanie, polecenie]",5.0,0.4722222222222222,"Produkt godny polecenia, myszka zgrabna niestrudzona, wykonuje swe zadania.",9.0,9.0,5.0
neutral,positive,"[łatwy, myszka]","[bardzo, obsługa, w, łatwy, dobra, myszka]",5.0,0.0,"Bardzo dobra myszka, łatwa w obsłudze.",6.0,6.0,2.0
negative,positive,"[niski, czas, ręka, praca]","[do, niski, tylko, nie, trzeba, latać, jednać, czas, ręka, pasować, bateria, praca, gwarancja]",5.0,-0.21538461538461537,"Pasuje do ręki, nie trzeba instalować,długi czas pracy, tylko jedna bateria, 3 lata gwarancji, niska cena.Polecam.",16.0,13.0,4.0
positive,positive,"[bez, wygodny]","[bez, działać, bardzo, wygodny, zarzut]",5.0,0.2,Działa bez zarzutu. Bardzo wygodna.,5.0,5.0,2.0
negative,positive,"[błyskawiczny, myszka, jakiś, zestaw, typ]","[a, błyskawiczny, co, być, myszka, tajwański, ale, nie, jakiś, komunikacja, praktycznie, podłączyć, odbiornik, odpalić, wiadomo, już, myszy, zestaw, zachwycić, niewidoczny, i, typ, być, on, w, polecać, dopiero, z, zapomnieć, bateria]",5.0,-0.1,"Myszkę dopiero odpaliłem ale już jestem nią zachwycony. Nanoodbiornik typu Podłącz i Zapomnij jest praktycznie niewidoczny. Błyskawiczna komunikacja myszy z odbiornikiem. W zestawie bateria Duracell a nie jakieś tajwańskie nie wiadomo co.

Polecam.",33.0,30.0,5.0
positive,positive,"[miejsce, szybki, potrzeba, małe]","[sterownik, można, gdzie, bateryjka, wziąć, się, ale, za, być, miejsce, być, szybki, potrzeba, nie, myszy, z, rewelacja, i, na, otwierać, małe, tył, on, pasować, wszędzie, nadajnik]",5.0,0.019230769230769232,"Rewelacja. Małe, ale nie za małe. Szybkie. Nie potrzeba sterowników. Myszy otwiera się z tyłu ""odwłok"", gdzie jest miejsce na bateryjkę i nadajnik. Można ją wziąć wszędzie i wszędzie będzie pasować.",31.0,26.0,4.0
negative,positive,"[głośny, minus, myszka]","[do, głośny, to, przy, ale, polecać, za, minus, przewijać, w, trochę, super, góra, rolka, myszka]",4.0,-0.2,"Super myszka do laptopa.Jedyny minus to trochę za głośna rolka przy przewijaniu w górę, ale polecam",16.0,15.0,3.0
positive,positive,"[leciutki, wygodny]","[super, leciutki, polecać, wygodny]",4.0,0.5,"SUPER !!! LECIUTKA, WYGODNA, DOSKNAŁY ZASIEG. POLECAM!",7.0,4.0,2.0
positive,positive,"[który, osoba, przyjemność, doskonały, ogromny, dobry]","[móc, który, osoba, maja, przyjemność, doskonały, ogromny, polecić, myszy, wybór, dobry, i, produkt, polecać, dylemat, bardzo, niezawodny, z]",5.0,0.2759259259259259,"Bardzo dobry produkt. Z ogromną przyjemnością mogę polecić osobom, które mają dylemat z wyborem myszy. Niezawodny i doskonały produkt. POLECAM!!!!",20.0,18.0,6.0
positive,positive,[zgodny],"[oczekiwanie, z, zgodny]",4.0,0.3333333333333333,Zgodna z oczekiwaniami.,3.0,3.0,1.0
negative,negative,"[praca, który, ważny, fajny, poza, krótki, szkopuł, gryzoń]","[praca, który, nie, ważny, jedno, być, fajny, opisać, tak, a, zostać, na, poza, bardzo, naprawdę, bateria, krótki, szkopuł, gryzoń]",2.0,-0.17719298245614035,"Gryzoń fajny poza jednym szkopułem, który nie został opisany a jest tak naprawdę najważniejszy. Praca na baterii jest bardzo krótka.",20.0,19.0,8.0
positive,positive,[żywotność],"[użycie, w, być, wyłączenie, gdy, żywotność, nie]",5.0,0.21428571428571427,"Ergonomiczna,prosty montaż-podłączenie,długa żywotność baterii,automatyczne wyłączenie gdy nie jest w użyciu.",10.0,7.0,1.0
positive,positive,"[zgodny, ten, opis, towar, myszka]","[działać, do, powinny, zgodny, ten, to, opis, towar, mówić, z, myszka, jak]",4.0,0.08333333333333333,"Towar zgodny z opisem. Myszka działa jak powinna, do tego jak to mówią ""od pierwszego kopa""",16.0,12.0,5.0
positive,positive,"[rewelacyjny, myszka]","[rewelacyjny, być, myszka]",5.0,0.22222222222222224,myszka jest rewelacyjna,3.0,3.0,2.0
neutral,positive,[ten],"[ten, cena, za, rewelacja]",4.0,0.0,Za tą cenę - rewelacja.,5.0,4.0,1.0
neutral,negative,[oko],"[dalej, oko, po, i, się, miesiąc, zepsuć, dlaczego, nie, wiedzieć]",1.0,0.0,Po ok 4-5 miesiącach się zepsuła i nie wiem dalej dlaczego,11.0,10.0,1.0
positive,positive,"[nim, wysoki]","[bardzo, si, nim, produkt, wysoki, dobrze, pracować]",4.0,0.10204081632653061,"Produkt wysokiej jakosci, bardzo dobrze nim sie pracuje.",8.0,7.0,2.0
positive,positive,[zgrabny],"[i, zgrabny, mała]",5.0,0.25,mała i zgrabna,3.0,3.0,1.0
positive,positive,"[oko, dobry]","[oko, w, plastik, ale, polecać, za, dobry, być, moje, oczekiwanie, by, ta]",4.0,0.07777777777777778,Myszke ktura zamowilem spelnila moje oczekiwania w 100% Moze plastik mogl by byc lepszy ale za ta cene jest naprawde o.k polecam.,22.0,12.0,2.0
negative,negative,[porażka],"[na, maximum, dzień, akumulatorek, porażka]",1.0,-0.4,na akumulatorku  1 max 2 dni - porażka!,8.0,5.0,1.0
negative,positive,[gorąco],"[gorąco, produkt, super, polecać]",5.0,-0.25,produkt super! Gorąco polecam!,4.0,4.0,1.0
negative,positive,"[mały, standardowy, raz, ręka]","[móc, ocenić, można, bo, mały, działać, on, ale, za, nie, więc, być, dopiero, przyzwyczaić, myszy, tydzień, na, od, standardowy, oprzeć, to, bateria, używać, on, bardzo, raz, się, ręka]",4.0,-0.07142857142857142,"Działa. Jest mniejsza od standardowej myszy, więc nie można na niej oprzeć ręki, ale można się przyzwyczaić. Za to jest bardziej ""podróżna"". Baterii na razie nie mogę ocenić, bo używam ją dopiero tydzień.",33.0,28.0,4.0
neutral,positive,[oko],"[użytkowanie, dwa, oko, być, dzień, po]",4.0,0.0,Po dwóch dniach użytkowania jest OK,6.0,6.0,1.0
negative,positive,"[genialny, wygodny, ten, problem, laptop, myszka]","[do, cena, w, dzięki, się, rzecz, za, genialny, wygodny, ten, żaden, nadawać, mieć, mysz, rewelacja, on, bardzo, połączenie, idealnie, to, problem, mała, nie, laptop, z, myszka]",5.0,-0.019230769230769232,"Bardzo wygodna, mała myszka. Nanoodbiornik to genialna rzecz. Dzięki niemu mysz idealnie nadaje się do laptopów. W Windows 7 nie ma żadnych problemów z połączeniem. Za tą cenę - rewelacja.",30.0,26.0,6.0
positive,positive,"[porządek, oko]","[porządek, działać, oko, w]",4.0,0.125,OK. Działa w porządku.,4.0,4.0,2.0
positive,positive,"[rewelacyjny, długi, myszka]","[rewelacyjny, na, się, meta, zobaczyć, jak, długi, spisać, myszka]",4.0,0.07407407407407408,Myszka rewelacyjna ;) Zobaczymy jak się spisze na dłuższą metę.,10.0,9.0,3.0
negative,positive,"[precyzyjny, ten, niski, myszka]","[cena, dobrze, za, precyzyjny, wykonać, ten, super, zdecydowanie, mysz, no, i, polecać, niski, używać, myszka, podłączać]",4.0,-0.1125,"Super myszka  za super niską cenę. Precyzyjna, dobrze wykonana no i nanoodbiornik - podłączasz i używasz. POLECAM tą mysz zdecydowanie!!!",20.0,16.0,4.0
positive,positive,"[fajny, myszka]","[fajny, bardzo, myszka]",4.0,0.16666666666666666,bardzo fajna myszka,3.0,3.0,2.0
positive,positive,"[niewielki, wygodny]","[pieniądz, niewielki, mysz, bardzo, dobra, wygodny, za]",4.0,0.14285714285714285,"Bardzo dobra, wygodna mysz za niewielkie pieniądze",7.0,7.0,2.0
negative,positive,[myszka],"[bardzo, dobra, myszka]",5.0,-0.3333333333333333,bardzo dobra mala myszka,4.0,3.0,1.0
positive,positive,"[bez, pozytywny, wrażenie]","[bez, działać, pozytywny, wrażenie, pierwsze, zarzut]",5.0,0.16666666666666666,"pierwsze wrażenie pozytywne, działa bez zarzutu",6.0,6.0,3.0
positive,positive,"[ten, zadowolony, ten, dobry, pełnia, myszka]","[użytkowanie, ten, od, w, do, właśnie, model, ow, być, miąć, zadowolony, kupno, ten, z, dobry, temat, na, pełnia, ilość, opinia, chwila, myszka, przekonać, zakup]",4.0,0.12222222222222223,"ilość dobry opinii na temat tej myszki przekonał mnie do kupna właśnie tego modelu, od chwili użytkowania owej myszki jestem w pełni zadowolony z tego zakupu.",26.0,24.0,6.0
positive,positive,"[spokój, kabel, laptop, metr, oddalony, myszka, dobry]","[można, z, dobrze, śmigać, leż, zasięg, łóżko, mysz, tv, spokój, bardzo, po, kabel, do, laptop, się, metr, nie, oddalony, myszka, plątać, już, myszy, kilka, dobry, i, o, dłoń, w, podłączyć, z, dobra]",5.0,0.03958333333333334,"Bardzo dobra mysz, dobrze leży w dłoni i kabel już się nie plącze. Dobry zasięg myszy, po podłączeniu laptopa do tv można ze spokojem śmigać myszką z łóżka oddalonego o kilka metrów",32.0,32.0,7.0
positive,positive,[wygodny],"[bardzo, wygodny]",4.0,0.5,Bardzo wygodna !!!,3.0,2.0,1.0
positive,positive,"[ręka, bez, konstrukcja, zwarty]","[leż, ręka, reagować, mysz, dobrze, bez, konstrukcja, w, zwarty, opóźnienie]",4.0,0.06666666666666667,"Mysz dobrze leży w ręku, reaguje bez opóźnienia   Zwarta konstrukcja",10.0,10.0,4.0
positive,positive,"[rewelacyjny, myszka]","[rewelacyjny, krótko, myszka]",5.0,0.22222222222222224,Krótko - rewelacyjna myszka,4.0,3.0,2.0
negative,positive,[myszka],"[działać, tak, jak, należeć, ale, myszka]",4.0,-0.16666666666666666,Myszka jak myszka ale działa tak jak należy.,8.0,6.0,1.0
positive,positive,"[dostępny, który, wysoki, chińszczyzna]","[dostępny, jakość, który, wysoki, do, netbook, niewiele, chińszczyzna, supermarket, mysz, więcej, i, od, polecać, kompaktowy, kosztować, w]",5.0,0.0773109243697479,"Kompaktowa i wysokiej jakości mysz Logitecha, która kosztuje niewiele więcej od dostępnej w supermarketach chińszczyzny. Polecam do netbooków.",18.0,17.0,4.0
neutral,positive,[oko],"[oko, polecać]",4.0,0.0,OK! Polecam,2.0,2.0,1.0
negative,positive,"[codzienny, praca]","[do, znakomicie, codzienny, i, służyć, wygodnie, praca, komfortowo]",4.0,-0.25,Znakomicie wygodnie i komfortowo służy do codziennej pracy.,8.0,8.0,2.0
neutral,positive,[sprawa],"[dużać, odbiornik, przyjemny, na, sprawa, za, nie, polecać, bateria, starczać]",5.0,0.0,switna sprawa przyjemna nie za duża nano odbiornik bateria starcza na 6 miesiecy polecam,14.0,10.0,1.0
positive,positive,"[fajny, ten, praktyczny, myszka]","[fajny, ten, i, produkt, polecać, bardzo, praktyczny, myszka]",5.0,0.1875,"Bardzo fajna i praktyczna myszka, polecam ten produkt.",8.0,8.0,4.0
positive,positive,"[sprawny, oko]","[sprawny, oko, działać]",4.0,0.375,100% sprawny. Działa OK,4.0,3.0,2.0
