index,emotion,rate,text,detectedEmotion,correct_guess,score,text_length,text_length_bin
2683,positive,10.0,"[wiedzieć, ale, on, nie, ten, na, ja, miąć, być, straszny, pomyłka, Alo, Ali, Al, Ala, każdy, mój, mieć, inny, Wola, epoka]",negative,False,0,131,13
2684,positive,8.0,"[ulubić, ulubiony, cytata, cytat, to, ten, na przykład, widzieć, ten, by, chcieć, mieszkać, wiek, coś, taka, tak, to, ten, ja, tu, być, piękne, piękny, cudownie, wręcz, wręczyć, ty, wiedzieć, mieć, talent, efekt, przy, tam, tama, skromny, mi, ja, się, ten, głaz, to, ten, ładny, głaz, ja, latać, latać, rok, lato, latać, rok, lato, gadać, gad, jak, jaka, ty, głupek]",positive,True,1,389,38
2685,positive,9.0,"[prosty, film, on, nie, trzeba, ani, to, ten, moment, wiek, gatunek, kino, kin, kina, tylko, być, kapitalny, pod, wiele, jedno, jeden, dobry, być, to, ten, go, on, lud, człowiek, ludzie, po, jak, jaka, dziecko, wiek, wieko, wiek, lato, rok, tyle, tyli, tył]",positive,True,1,261,26
2686,positive,9.0,"[kamień, milowy, ja, miąć, to, ten, być, moment, humorystyczny, animacja, to, ten, jeszcze, on, nie, być, to, ten, właśnie, po, on, powstać, powstały, taki, taka, hit, jak, jaka, czy, lub, lubić, Niedźwiedź, tu, już, klasyczny, graf, mało, mniej, humor]",positive,True,1,267,26
2687,positive,9.0,"[jeden, dobry, film, animowany, animować, nasz, nasi, nasze, czas]",positive,True,1,67,6
2688,positive,10.0,"[lecieć, mi, ja, ojciec, ocean, konkretny, moment, opis, wdzięczny, za, wszelki]",positive,True,1,82,8
2689,positive,9.0,"[to, ten, już, klasyka, klasyk, bez, beza, dwa, zdanie, dialog, niesamowity, postać, osła, osioł, Stuhr, ciekawy, dużo, więcej, trzeba, dobry, bajka, bajca]",positive,True,1,162,16
2690,positive,8.0,"[bardzo, być, bardzo, dobry, chociaż, wiek, porównać, porównanie, do, częsty, część, trochę, trocha, wydanie, wydać, być, bajka, opowiadać, ojciec, ocean, księżniczka, uwięziony, uwięzić, wiek, mówić, to, ten, wszystko, dzieje, dziać, się, wiek, średniowiecze, wiek, częsty, część, mama, mieć, pomieszać, pomieszanie, to, ten, okres, czas, pierwsza, pierwszy, częsty, część, na, niektóry, scena, można, możny, się, troszeczkę, troszeczka, ponudzić, wiek, raczej, raczy, on, nie, mój, mieć, taki]",positive,True,1,536,53
2691,positive,8.0,[],negative,False,0,2,0
2692,positive,10.0,"[go, on, ręka, na, serce, chyba, raz, wiek, całość, do, to, ten, niekiedy, oglądać, wybrana, wybrać, wybrany, scena, nadal, śmieszyć, ja, miąć, do, kolejny, film, animowany, animować, który, po, on, nim, powstać, powstały, próbować, być, bycie, śmieszny, wiek, taki, formia, forma, jak, jaka, to, ten, już, on, nie, to, ten, samo, sam, dla, ja, miąć, być]",negative,False,0,378,37
2693,positive,10.0,"[musić, musza, musieć, napisać, recenzja, po, angielski, ale, aby, on, nie, za, mi, ja, ktoś, pomóc]",positive,True,1,105,10
2694,negative,5.0,"[monotonny, nudny, totalny, kicz, kiepski, szkoda, czas, pieniądz]",negative,True,1,67,6
2695,negative,1.0,"[wielki, kicz, ja, miąć, ten, film, być, przereklamować, bo, ja, miąć, wcale, on, nie, być, ciekawy, ani, to, ten, on, nie, typ, humor, on, nie, seria, jeszcze, być, przeciwnik, to, ten, film, on, nie, wiedzieć, czym, co, si, wszystek, wszyscy, jeszcze, ci, ten, ty, si, polskie, polski, dubbing]",positive,False,0,305,30
2696,negative,1.0,"[zdanie, zdać, ten, film, on, nie, być, on, nie, to, ten, brat, wiek, kino, kinąć, kin, kina, nic, nica, on, nie, do, temat, on, nie, kompletnie, on, nie, mialić, do, kino, kin, kina, chodzić, ojciec, ocean, to, ten, motyw, znać, znany, znana, juz, bajka, warna]",positive,False,0,269,26
2697,positive,10.0,"[przekroczyć, liczba, głos, to, temu, ten, być, drugi, druga, drugie, film, na, który, zdobyć, ponad, ten, pora, por, magiczny, granica, głos, mieć, miał, przekroczyć, tylko, który, obecnie, mój, mieć]",positive,True,1,213,21
2698,positive,10.0,"[ten, to, ten, klasyka, klasyk, jak, jaka, móc, si, wy, on, nie, według, ja, miąć, być, boski, totalnie, zakręcony, zakręcić]",positive,True,1,133,13
2699,negative,2.0,"[totalny, kicz, wiedzieć, czy, film, mieć, miał, być, bycie, taka, tak, to, ten, to, ten, on, nie, wyjść, wynijść, wyniść, raczej, raczy, totalnie, on, nie, wyjść, wynijść, wyniść, totalny, taka, tak, można, możny, to, ten, określić]",negative,True,1,253,25
2700,negative,1.0,"[ponad, lato, rok, ten, na, siła, sil, nadal, on, nie, mój, mieć, co, do, jaki, być, ponad, lato, rok, ten, na, siła, sil, nadal, on, nie, mój, mieć, co, do, jaki, być]",positive,False,0,176,17
2701,positive,10.0,"[by, mialić, piosenka, to, ten, mi, ja, na, adres, nigdzie, on]",negative,False,0,64,6
2702,positive,7.0,"[wat, CO, wat]",negative,False,0,14,1
2703,negative,5.0,"[monotonny, nudny, totalny, ki, kicha, szkoda, czas, pieniądz]",negative,True,1,63,6
2704,positive,10.0,"[Oscar, za, dubbing, Jerzy, Stuhr, powinien, dostać, oscar, za, dubbing, do, to, ten, film]",negative,False,0,92,9
2705,positive,10.0,"[choinka, ja, miąć, że, maić, maja, mieć, niemal, identyczny, gag, jak, jaka, wat, spadać, choinka, przez, nieuwaga, wiek, zsuwać, się, ruchomy, lód, przez, Maniek, Mańka, wiek, spadać, palma, palm, palić, przez, oczywisty, że, te, ten, ty, dwa, film, zżynać, oda, od, ale, wiek, taki, raz, jaka, jak, jaki, film, zainspirować, twórca, do, użycie, użyć]",negative,False,0,373,37
2706,positive,9.0,"[film, animowany, animować, film, animowany, animować, należeć, do, wasi, wasz, ulubić, ulubiony, ulubić, ulubiony, dziesiątka, dziesiątek, to, ten, Król, Król, Lew, Król, Lew, do, Ela, podobać, mi, ja, się, starszy, stary, starsza, rysunkowy, bajka, ale, animacja, komputerowy, tenże, też, on, nie, być, moi, moja, mój, moje]",negative,False,0,343,34
2707,negative,1.0,"[akurat, zostać, wybrany, wybrać, na, wzorzec, jako, jaka, idealny, być, arcydzieło, większość, dawać, mu, on]",positive,False,0,118,11
2708,positive,10.0,"[film, HyperText Transfer Protocol]",negative,False,0,35,3
2709,positive,10.0,"[film, HyperText Transfer Protocol]",negative,False,0,35,3
2710,positive,8.0,"[ktoś, móc, może, jaki, być, piosenka, wiek, ten, składanka, na, koniec, chodzić, mi, ja, ojciec, ocean, tylko, do, pierwsza, pierwszy, częsty, część, być, taki, taka, dodatek, do, kaseta, wideo, moja, mój, dotyczyć, dotyczeć, właśnie, ten, wieko, wiek, ktoś, gdzie, móc, on, jeść]",positive,True,1,301,30
2711,positive,8.0,"[ktoś, móc, może, jaki, być, piosenka, wiek, ten, składanka, na, koniec, chodzić, mi, ja, ojciec, ocean, tylko, do, pierwsza, pierwszy, częsty, część, być, taki, taka, dodatek, do, kaseta, wideo, moja, mój, dotyczyć, dotyczeć, właśnie, ten, wieko, wiek, ktoś, gdzie, móc, on, jeść]",positive,True,1,301,30
2712,positive,10.0,"[niech, on, nie, mój, mieć, to, ten, jak, jaka, juz, on, nie, być, taka, tak, co, być]",negative,False,0,90,9
2713,positive,10.0,"[niech, żyć, osioł, moi, moja, mój, moje, zdanie, zdać, głos, Jerzy, Stuhr, nadać, to, temu, ten, filmowy, film, ten, komiczny, klimat, wielki, brawo, brawa, za, dobry, wybór, świetny, móc, oglądać, ten, film, wiek, kółko]",positive,True,1,236,23
2714,positive,9.0,"[to, ten, super, dużo, wytwórnia, ściąga, ściągać, oda, od, on, swój, swoje, bajka, przez, to, ten, być, dużo, podobny]",positive,True,1,129,12
2715,positive,8.0,"[cosinus, dla, taki, film, lubić, taki, film, lubić, si, ojciec, ocean, on, to, ten, zapraszać, do, mama, mieć, mamić, temat, tym, ten, to]",negative,False,0,144,14
2716,positive,8.0,"[cosinus, dla, taki, film, lubić, taki, film, lubić, si, ojciec, ocean, on, to, ten, zapraszać, do, mama, mieć, mamić, temat, tym, ten, to, związać]",negative,False,0,155,15
2717,positive,8.0,"[być, do, bania, film, ten, on, nie, powinien, si, taka, tak, samo, sam, jak, jaka, to, ten, zielony, być, on, nie, sympatia, dziecko, niegrzeczny, być, to, ten, film, adresować, do, widownia, no, polski, być, on, nie, do, dla, ja, miąć, rola, pierwszoplanowy, być, to, ten, on, film, być, taka, tak, dobrze, odbierać, on, nie, za]",negative,False,0,341,34
2718,positive,8.0,"[ocenzurować, bajka, dla, dziecko, dorosły, dorosła, to, ten, tylko, taki, tan, tani, ale, do, dla, ja, miąć, to, ten, numer, wśród, to, ten, typ]",negative,False,0,153,15
2719,negative,1.0,"[się, tu, fascynować, bajka, juz, dawno, wyrosnąć, móc, może, dlatego, moja, mój, ocena, być, druzgotać, druzgocący]",negative,True,1,126,12
2720,positive,7.0,"[na, wiek, moi, moja, mój, moje, być, nominować, przez, plota, inny]",negative,False,0,71,7
2721,positive,10.0,"[wypas, ten, wiele, raz, ponad, zawsze, si, on, on, nie, to, ten, co, raz, juz, po, on, nie, wat, wiele, film, to, ten, być, na, czas, polecać, ten, film, starsza, stary, starszy, widzieć]",negative,False,0,191,19
2722,positive,10.0,"[kolejny, część, kultowy, wat, film]",positive,True,1,39,3
2723,positive,8.0,"[film, animowany, animować, dobrze, podłożyć, dubbing, dużo, śmieszny, dla]",negative,False,0,81,8
2724,positive,10.0,"[ten, każdy, razem, raz, jak, jaka, go, on, oglądać, chcieć, mi, ja, się, płakać]",negative,False,0,88,8
2725,positive,10.0,"[uwielbiać, się, taka, tak, uśmiać, jak, jaka, podczas]",negative,False,0,59,5
2726,positive,9.0,"[jak, jaka, dla, dziecko]",negative,False,0,25,2
2727,negative,1.0,"[si, si, ten, trzy, Madagaskar, być, dobry, dla, ten, taki, postać, fajny, filmowy, film, wiek, epoka, to, ten, wiek, to, ten, puszek, puszka, okruszek, wiek, to, ten, wiece, wiec, ten, wymienić, być]",positive,False,0,204,20
2728,positive,9.0,"[ale, on, nie, dobry, on, nie, dawny, ten, film, za, dobry, po, wiek, kino, kinąć, kin, kina, ja, miąć, tekst, ten, drugi, druga, bajka, ale, być, nic, się, rewelacyjny, osioł, świetny, dubbing, setki, setka, raz, ten, film, taka, tak, ja, miąć, on, nie, znudzić, razem, raz, ja, miąć, taka, tak, go, on, pierwszy, raz, rola]",positive,True,1,338,33
2729,positive,8.0,"[no, fajny, ten, idealny, to, ten, on, on, nie, być, ale, si, na, pewno, dobry, niżyć, niża, nizać, niż, epoka, lodowcowy]",positive,True,1,128,12
2730,negative,1.0,"[dla, dziecko, infantylny, na, reklama, reklamy]",negative,True,1,48,4
2731,negative,1.0,"[siła, sil, moment, prostacki, wiele, człowiek, ludzie, si, ja, Król, Lew, on, nie, wiek, ranking, tworzyć, bajka, to, ten, tylko]",positive,False,0,134,13
2732,positive,9.0,"[śmieszny, zajefajny, wszystek, wszyscy, si, ja, miąć, oglądać, raz, zawsze, taka, tak, samo, sam, si, nalewać, ten, cudowny, tekst, ale, to, ten, on, nie, zmieniać, fakt, na]",negative,False,0,182,18
2733,positive,10.0,"[Żwirki, kręty, kręcić, ten, bajeczka, można, możny, on, oglądać, śmiać, się, ten, sam, bajkowy]",positive,True,1,107,10
2734,positive,9.0,"[treść, bajka, leczyć, leczo, lecz, jak, jaka, zwykle, on, nie, dla, dziecko, polecać, warto, warta, ale, chyba, on, nie, mój, mieć, wiele, osoba, który, jej, on, on, nie, widzieć]",negative,False,0,188,18
2735,positive,10.0,"[baja, baj, bajać, strasznie, podobać, się, ten, film, niektóry, dialog, znać, już, na, pamięć, rozumieć, tylko, człowiek, ludzie, który, się, on, nie, były, być, za, dumny, żeby, przyznać, mu, on, miana, mieć, miano, do, kino, kin, kina, szla, iść, nawet, staruszkowie, staruszek, mieć, mielić, ubaw, ubawić, ubawa, po, pacha, pach, niektóry, sądzić, że, być, zbyt, dorosnąć, dorosły, na, taki, si]",positive,True,1,429,42
2736,positive,8.0,"[przyjemny, animacja, który, miło, si, nieraz, można, możny, si, przy, tym, ten, to, dwójka, być, nieco]",positive,True,1,110,11
2737,positive,9.0,[],negative,False,0,2,0
2738,negative,3.0,"[solidnie, przereklamować, po, tym, ten, to, co, słyszeć, ojciec, ocean, tym, ten, to, spodziewać, się, naprawdę, fajnie, spędzić, być, naprawdę, długo, nudno, on, nie, on, nie, rozumieć, ten, wszystek, wszyscy, ochy, achy, na, temat]",negative,True,1,246,24
2739,negative,2.0,"[dobry, cały, to, ten, bezsens, być, osioł]",negative,True,1,46,4
2740,positive,10.0,"[krótko, maić, maja, mieć, być, bycie, film, oczywiście, on, nie, wszystek, bo, być, śmieszny, ponieważ, być, to, ten, mieszanka, inny, pomysł]",negative,False,0,153,15
2741,positive,10.0,"[tekst, postanowić, dodać, ty, taki, taka, dialog, za, błąd, ortograficzny, czy, interpunkcyjny, on, nie, odpowiadać, bo, mój, mieć, się, te, ten, ty, co, on, nie, miły, ty, ogr, rozkaz, mama, mieć, mamić, prawo, pozbawić, wy, oba, wolność, przetransportować, do, wydzielić, ojciec, ocean, serio, seria, ale, mieć, jakiś, wsparcie, wesprzeć]",positive,True,1,360,36
2742,positive,10.0,"[być, Jerzy, być, dobry, wersja, osła, osioł, na, świat]",negative,False,0,61,6
2743,positive,10.0,[wat],negative,False,0,5,0
2744,positive,10.0,"[skromny, być, to, ten, piękny, film, animowany, animować, ojciec, ocean, przyjaźń, przyjaźny, przyjaźnić, przyjazny, miłość, wieko, wiek, jak, jaka, dotąd, oczywiście]",positive,True,1,181,18
2745,positive,7.0,"[widzieć, odkąd, go, on, obejrzeć, martwić, się, ojciec, ocean, lukrować, guziczek]",negative,False,0,89,8
2746,positive,6.0,"[CO, wat, wat, CO, wat]",negative,False,0,23,2
2747,positive,10.0,"[kreskówka, widzieć, tyle, tyli, tył, raz, każdy, tekst, po, kolej, koleja, znać, na, pamięć, wiek, większość, wiedzieć, skąd, go, on, za, każdy, razem, raz, pękać, niby, dla, dziecko, patrzeć, patrzyć, na, ale, dzięka, dzięk, dzięki, tekst, zdecydowanie, zdecydować, dobrze, lepiej, bawić, się, na, on, nim, dlaczego]",negative,False,0,341,34
2748,negative,4.0,"[wiedzieć, co, lud, człowiek, ludzie, widzieć, wiek, tym, ten, to]",positive,False,0,69,6
2749,positive,10.0,[dobry],positive,True,1,7,0
2750,positive,9.0,"[to, ten, jeden, ostatnie, ostatni, mój, mieć, juz, na, si, taka, tak, chodzić, ojciec, ocean, on, jedynie, tekst, rejs, dla]",negative,False,0,128,12
2751,positive,7.0,[],negative,False,0,2,0
2752,positive,7.0,"[DVD, Universal, różny, różnić, się, wydanie, wydać, Universal, oda, od, to, ten, Imperial]",negative,False,0,98,9
2753,positive,7.0,"[on, nie, na, tym, ten, to, film, ale]",negative,False,0,38,3
2754,positive,7.0,"[to, ten, dla, dziecko, dla, dziecko, dla, to, ten, bo, dla, dzieciuch, tylko, zwymiotować, wiek]",negative,False,0,98,9
2755,positive,10.0,"[filmik, go, on, raz, taka, tak, mi, ja, si, on, nie]",negative,False,0,53,5
2756,positive,7.0,"[się, że, należeć, poprzestać, na, realizator, zużyć, się, szybko, niżyć, niża, nizać, niż, można, możny, być, oczekiwać]",positive,True,1,138,13
2757,negative,3.0,"[beznadzieja, aż, wymiotować, się, chcieć, mogel, móc, lato, rok, to, temu, ten, zrobić, ten, film, wtedy, by, robić, duży, wielki, wrazić, wrażenie, dobrze, lepiej, obejrzeć, jakiś, horror, na, moja, mój, stronka, mieć, mat, mać, mata, do, wybór, moi, moja, mój, moje, zdanie, zdać, dobry, straszny, horror, wasz, typ, się, on, nie, znaleźć, wpisywać, wiek, komentarz, ja, go, on]",negative,True,1,403,40
2758,positive,8.0,"[być, całkiem, mama, mieć, mamić, na, kaseta]",negative,False,0,49,4
2759,positive,10.0,"[widzieć, tysiąc, tysiące, raz, zdanie, zdać, rozweselić, każdy, uważać, że, być, fajny, ale, on, nie, móc, może, się, równać, pierwsza, pierwszy]",positive,True,1,161,16
2760,positive,9.0,"[konkursowy, wiek, być, mowa, ojciec, ocean, jakiś, drużyna, piłkarski, ja, przed, chwila, obejrzeć, kolejny, raz, rząd, on, nie, móc, się, połapać, ojciec, ocean, co, chodzić, ten, móc, może, wyłapać, taki, taka, piłkarski, wątek]",negative,False,0,248,24
2761,positive,10.0,"[móc, może, wiedzieć, jaki, jak, jaka, piosenka, promować, bo, ja, znać, cały, ale, on, nie, wiedzieć, który, piosenka, go, on, promować]",positive,True,1,146,14
2762,positive,6.0,"[ten, francuski, akcent, film, bajka, film, żaden, ten, określenie, on, nie, być, do, koniec, trafny, dla, chyba, jak, jaka, dotąd, dobry, polski, dubbing, jaki, się, spotkać, on, nie, cierpieć, film, dubbing, co, tu, jeszcze, że, świetny, wszystek, wszyscy, zajebisty, tenże, też, podobać, mi, ja, się, scena, księżniczka, jako, jaka, spotkać, spotkanie]",positive,True,1,371,37
2763,negative,5.0,"[się, wiedzieć, dlaczego, wszystek, wszystko, wszyscy, si, az, taka, tak, bardzo, podobać, podoba, ten, ta, baja, baj, bajać, wcale, on, nie, być, az, taka, taki]",negative,True,1,167,16
2764,positive,10.0,"[mój, mieć, dobry, bajka, jak, jaka, wiek, temat, film, być, bardzo, humor, ten, star, stary, ten, czekać, niecierpliwie, na]",positive,True,1,129,12
2765,positive,6.0,"[ten, francuski, akcent, film, bajka, film, żaden, ten, określenie, on, nie, być, do, koniec, trafny, dla, chyba, jak, jaka, dotąd, dobry, polski, dubbing, jaki, się, spotkać, on, nie, cierpieć, film, dubbing, co, tu, jeszcze, że, świetny, wszystek, wszyscy, zajebisty, tenże, też, podobać, mi, ja, się, scena, księżniczka, jako, jaka, spotkać, spotkanie]",positive,True,1,371,37
2766,positive,10.0,"[filmik, zdanie, zdać, to, ten, dobry, film, to, ten, taka, tak, naprawdę, niewiele, widzieć, taki, film, to, ten, jednak, uważać, że, być, dobry, ja, miąć, szczególnie, końcówka, gdy, dowiadywać, się, że, tenże, też, być, mi, ja, się, tenże, też, ten, trochę, trocha, natrętny, osioł, no, oczywiście, sam, naprawdę, świetny, mama, mieć, mamić, nadziać, nadzieja, że, wy, tenże, też, się, spodobać]",positive,True,1,433,43
2767,positive,8.0,"[prosty, to, ten, wspaniały, animowany, animować, komedia, jaki, jaka, kiedykolwiek, widzieć, humor, niesamowity, klimat, rewelacyjny, postać, zabawny, móc, taka, tak, wymieniać, wiek, koniec, dodać, tylko, iż, film, ten, widzieć, kilkanaście, nadal, mi, ja, mało, się, zaraz, zaraza, obejrzeć, raz, jeszcze]",negative,False,0,321,32
2768,positive,8.0,"[film, tylko, że, Disney, być, musieć, się, postarać, aby, przebicie, przebić, ten, produkcja]",negative,False,0,100,10
2769,positive,8.0,"[jazda, kto, on, nie, na, tym, ten, to, filmik, to, ten, niech, bo, to, ten, jazda, dobry, oda, od, wy, to, ten, mi, ja, si, ten, filmik, ostro, mama, mieć, mamić, już, lato, rok, to, ten, na, ten, filmik, jeszcze, raz, ale, oto, on, jazda, mama, mieć, mamić, nadziać, nadzieja, tym, ten, to, zaprosić, do, kino, kin, kina, taka, tak, to, ten, si, opisać, długi, ciemny, oczyć, oko, mucha, muszy, musza]",negative,False,0,413,41
2770,positive,10.0,"[rządzić, kreskówka, ostatnie, ostatni, zabawny, oryginalny, on, nie, Zabawa, dla, dziecko, jak, jaka, dla, odmiana, po, niezmiennie, sentymentalny, film, Disney]",negative,False,0,165,16
2771,positive,10.0,"[jedyny, jedyna, współczesny, bajka, który, pokochać, moja, mój, mama, to, ten, już, film, nic, nica, ująć, po, prosty, nawet, moja, mój, mama, si, podobać, to, ten, już, coś, na, druga, drugi, nadziać, nadzieja, dorównać, jedynka]",negative,False,0,246,24
2772,positive,10.0,"[jeszcze, raz, oglądać, Wiele, ostatnio, wczoraj, być, zabójczy, humor, wypas]",negative,False,0,82,8
2773,positive,10.0,"[to, ten, super, film, to, ten, super, film, go, on, wszystek, wszystko, wszyscy, gorąco, być, dla, młody, młodsza, młodszy, dla, starsza, stary, starszy, on, nie, spotkać, się, jeszcze, osoba, który, by, on, nie, oglądać]",negative,False,0,232,23
2774,positive,10.0,"[super, uwielbiać, ten, oglądać, on, milion, raz, chyba, nigdy, mi, ja, si, on, nie, znudzić]",negative,False,0,97,9
2775,positive,9.0,"[piękno, piękny, bestia, bardzo, fajnie, oglądać, się, ten, go, on, na, więc, powracać, do, on, być, wiek, mój, mieć, ograniczenie, wiekowy, każdy, wynieść, to, ten, film, wiek, film, każdy, znajść, znajda, znaleźć, ukryć, morał, znajść, znajda, znaleźć, odbicie, odbić, wiek, to, ten, taka, tak, naprawdę, przygoda, wiek, poszukiwanie, poszukiwać, przyjaźń, przyjaźny, przyjaźnić, przyjazny, akceptacja, film, dostrzec, do, książka, ten]",positive,True,1,472,47
2776,positive,9.0,"[mi, ja, się, te, ten, ty, to, ten, naprawdę, ładny, wiele, inny, wspaniały, tekst, który, móc, wiek, to, ten, tylko, jeden, jednać, niewiele, zaleta, jaki, można, możny, dostrzec, ten, prosty, kupa, śmiech, dobry, zabawa, czysta, czysty, radość, ale, również, porcja, całkiem, niezły, przecież, kino, kin, kina, animowany, animować, ojciec, ocean]",positive,True,1,366,36
2777,positive,9.0,"[film, dobry, komedia, animowany, animować, jaki, jaka, wiek, żyć, życie, widzieć, czekać, już, na, druga, drugi, widzieć, zapowiedź, zapowiedzi, jeszcze, dobry, oda, od, pierwsza, pierwszy]",positive,True,1,199,19
2778,positive,10.0,"[Polska, Polski, być, naprawdę, bardzo, dobrze, to, ten, jeden, dobry, film, animowany, animować, jaki, dotąd, widzieć]",positive,True,1,124,12
2779,positive,10.0,"[ten, film, to, ten, bajer, to, ten, to, ten, odjazdowy, film, to, ten, mój, odjazd, zapowiadać, si, ten, kto, to, ten, geniusz, tylko, powiedzieć, jak, jaka, tu, si, on, nie, alba, albo, ten, super, poprawiać, humor, oko, na]",positive,True,1,230,23
2780,positive,10.0,"[Bajek, bajka, jaki, jaka, wiek, żyć, życie, dobre, dobry, dialog, przed, wszystek, wszystko, wszyscy, bardzo, dobry, podkład, Stuhr, móc, się, doczekać, już, drugi, druga, częsty, część, który, być, lato, na, ekran, nasz, nasi, nasze]",positive,True,1,249,24
2781,positive,10.0,[],negative,False,0,2,0
2782,positive,9.0,"[komedia, dla, kto, lubić, luby, si, bola, boleć, oda, od, on, nie, do, jednorazowy, polecać]",negative,False,0,96,9
2783,positive,10.0,"[tu, być, że, film, nadawać, się, do, obejrzeć, zarówno, dla, dziecko, jak, jaka, dla, znajść, znajda, znaleźć, wiek, on, nim, coś, inny, co, go, on, wiek, polski, wersja, rewelacyjny, Jerzy, Stuhr, wiek, rola, utęsknienie, utęsknić, czekać, na]",negative,False,0,260,26
2784,positive,10.0,"[film, jaka, jak, jaki, widzieć, komentarz, być, właściwie, tylko, że, Stuhr, sprawdzić, się, taka, tak, dobrze, jak, jaka, móc, może, nawet]",negative,False,0,150,15
2785,positive,10.0,"[Alo, Ali, Al, Ala, to, ten, piękne, piękny, wat, żyć, życie, on, nie, widzieć, taka, tak, piękny, istota, taki, pysek, pysk, miecić, mieść, mieć, taki, niewyparzony, wyparzyć, wiek, gadka, wiek, dom, zagadać, by, mi, ja, cały, rodzina, te, ten, ty, tortura, ciacho, swój, swoje, bratać, brat, mu, on, ciastkowy, ręka, taka, tak, szczerza, szczerze, dobro, dobra, dobry, mama, mieć, mamić, nadziać, nadzieja, tylko, że, taka, tak, samo, sam, dobro, dobra, dobry, nawet, dobry, ponieważ, ile, ił, to, ten, już]",positive,True,1,533,53
2786,positive,10.0,"[super, być, bomba, kto, go, on, lubić, luby, być, kto, on, nie, mój, mieć, problem, si, odwalić]",negative,False,0,103,10
2787,positive,10.0,[CO],negative,False,0,4,0
2788,positive,10.0,"[wow, dać, da, tu]",negative,False,0,19,1
2789,positive,10.0,"[film, być, spoko, si, wy, si]",negative,False,0,31,3
2790,positive,10.0,"[fantastyczny, film, familijny, dawno, taka, tak, się, on, nie, on, nie, móc, już, doczekać, się, drugi, druga, częsty, część]",positive,True,1,135,13
2791,positive,8.0,"[pokazywać, pokazować, że, dubbing, móc, może, tylko, wiek, kino, kinąć, kin, kina, wół, wola, woli, wole, napis]",negative,False,0,122,12
2792,positive,8.0,"[kto, to, ten, on, nie, oglądać, taka, tak, to, ten, wypożyczyć, ten, kiedy, mieć, kiepski, nastrój, nastroić, móc, może, odlecieć]",negative,False,0,141,14
2793,positive,8.0,"[bardzo, ładny, serio, seria, to, ten, być, dobry, bajka, na, mój, mieć, przesłać, przesłanie, to, ten, się, ostatnio, rzadko, to, ten, raz, dobry, być, pierniczek, mój]",positive,True,1,179,17
2794,positive,8.0,"[wat, jedno, jeden, film, pomyśleć, że, to, ten, ojciec, ocean, scena, kiedy, stanąć, wiek, powietrze, kopnąć, koleś, który, napaść, na, osła, osioł, na, sam, godzina, gram, tona, tom]",negative,False,0,197,19
2795,positive,10.0,"[być, około, oko, to, ten, jeden, dobry, film, jaki, widzieć, si, do, wypasiony, wypaść]",positive,True,1,93,9
2796,positive,10.0,"[ziom, ziom, mi, ja, podobać, podoba, si, ten, film, ale, on, nie, wiedzieć, kto, to, ten]",negative,False,0,92,9
2797,positive,9.0,"[część, jak, jaka, wypaść, nowa, nowy, część, przygoda, świetny, podkład, głos, Stuhr, bo, pierwsza, pierwszy, część, zdecydowanie, zdecydować, pozytywnie, uderzyć, wiek, gust, on, nie, tylko, ten, młody, najmłodsi, ale, także, ten]",positive,True,1,251,25
2798,positive,9.0,"[być, około, oko, być, moi, moja, mój, moje, ulubić, ulubiony, film, go, on, chyba, raz, nadal, taka, tak, samo, sam, mi, ja, si, utęsknienie, utęsknić, czekać, na, wiek, wiek, radio, wiek, kino, kin, kina, mama, mieć, mamić, te, ten, ty, lato, rok]",negative,False,0,260,26
2799,positive,9.0,"[film, być, świetny, Alo, Ali, Al, Ala, jeszcze, bardzo, uwielbiać, niezrównany, zrównać, tekst, osła, osioł, extra]",negative,False,0,124,12
2800,positive,9.0,"[dobry, komedia, jaki, jak, jaka, dotychczas, dla, dziecko, jednak, najbardziej, śmiać, śmiały, si, to, ten, raz]",negative,False,0,117,11
2801,positive,9.0,"[jak, jaka, dla, ja, miąć, to, ten, ten, film, być, zajebisty, ciągło, ciągle, czekać, na, jak, jaka, ktoś, się, on, nie, podobać, podoba, to, ten, mówić, gościa, gość, punkt, patrz, piętro, pan]",positive,True,1,211,21
2802,positive,10.0,"[Szkoda, że, taka, tak, mało, taki, film, trafiać, na, ekran, polskie, polski, to, ten, dopiero, film, jaka, jak, jaki, oglądać, taka, tak, oglądać, że, chyba, większość, wy, ja, miąć, taka, tak, to, ten, głosować, jeśli, on, nie, to, ten, tenże, też, na, wasz, wasze, wacha, komentarz]",negative,False,0,304,30
2803,positive,10.0,"[wiek, dół, patrzeć, patrzyć, królować, po, prosty, sytuacja, słowa, słowo, przeplatać, się, być, niesamowity, zawsze, go, on, oglądać, gdy, coś, wiek, moja, mój, główka, być, on, nie, taka, tak, prosty, zalewać, się, mówić, ojciec, ocean, rewelacyjny, polskie, polski, dubbing, bez, beza, który, film, on, nie, być, taki, taka, jaka, jak, jaki, być, się, do, nasz, nasi, nasze, speaker, aktor]",negative,False,0,420,42
2804,positive,10.0,"[nica, świetny, zabawa, doskonały, zarówno, polski, jak, jaka, angielki, angielka, no, oczywiście, sam, na, ten, film, widzieć, że, on, nie, długo, to, ten, być, rynek, rynka]",positive,True,1,183,18
