sentiment,word
-2.0,nieprofesjonalność
-1.0,nieprofesjonalność
-1.0,nieprofesjonalny
-2.0,nieprzebłagany
1.0,nieprzekupność
2.0,nieprzemijający
-2.0,nieprzemyślany
-1.0,nieprzenikliwość
-1.0,nieprzenikliwy
-1.0,nieprzenikniony
-2.0,nieprzespany
-1.0,nieprzewidywalność
-1.0,nieprzewidzialność
-1.0,nieprzewidzianie
-2.0,nieprzychylność
-1.0,nieprzydatny
-2.0,nieprzyjacielski
-2.0,nieprzyjacielskość
-1.0,nieprzyjazność
-1.0,nieprzyjazność
-2.0,nieprzyjaźń
-2.0,nieprzyjemność
-1.0,nieprzyjemność
-1.0,nieprzyjemny
-1.0,nieprzyjemny
-2.0,nieprzystępny
-1.0,nieprzystępny
-1.0,nieprzystosowalność
-1.0,nieprzystosowanie
-1.0,nieprzyswajalność
-1.0,nieprzytomność
-1.0,nieprzytulność
-2.0,nieprzyzwoitość
-1.0,nieprzyzwoity
-2.0,nieprzyzwoity
-1.0,nieprzyzwyczajenie
-2.0,niepunktualność
-2.0,niepylak apollo
-2.0,niepylak mnemozyna
-1.0,nieracjonalność
-1.0,nieracjonalność
-1.0,nieracjonalny
-1.0,nierealistyczność
-1.0,nierealistyczny
-1.0,nierealność
-1.0,nieregularność
1.0,nierogaty
-1.0,nierozeznanie
-2.0,nierozgarnięcie
-1.0,nierozgarnięty
-1.0,nierozpoznawalność
-1.0,nierozsądek
-2.0,nierozsądność
-2.0,nierozsądny
-2.0,nierozsądny
-1.0,nierozstrzygalność
-2.0,nieroztropność
-2.0,nieroztropny
-2.0,nieroztropny
-1.0,nierozum
-2.0,nierozumność
-2.0,nierozumność
-2.0,nierozumny
-2.0,nierozumny
-2.0,nierozwaga
-1.0,nierozważność
-1.0,nierozważny
-1.0,nierozwiązalność
-1.0,nierozwiązywalność
-2.0,nierób
-2.0,nieróbstwo
-2.0,nierównoprawny
-1.0,nierównorzędny
-2.0,nierówność
-2.0,nierówność społeczna
-1.0,nierównoważny
-1.0,nierówny
-2.0,nieruchawość
-1.0,nieruchawy
-2.0,nieruchliwość
-1.0,nieruchliwy
-2.0,nierychliwość
-1.0,nierychliwy
1.0,nierygorystyczność
-2.0,nierządnica
-1.0,nierzeczywistość
-2.0,nierzetelność
-2.0,nierzetelny
-1.0,niesamodzielność
-1.0,niesamodzielny
1.0,niesamolubny
-2.0,nieskalanie
1.0,nieskalaność
2.0,nieskalany
2.0,nieskalany
-2.0,nieskazitelnie
2.0,nieskazitelny
2.0,nieskazitelny
1.0,nieskażony
-1.0,nieskładność
-1.0,nieskładny
1.0,nieskrępowanie
1.0,nieskrępowany
-1.0,nieskromność
-1.0,nieskromność
-1.0,nieskromny
-1.0,nieskromny
-1.0,nieskromny
-2.0,nieskuteczność
-2.0,nieskuteczny
-2.0,nieskuteczny
-1.0,nieskwapliwość
1.0,nieskwapliwość
-2.0,niesława
-2.0,niesławny
-2.0,niesłowność
-2.0,niesłuszność
-1.0,niesłuszny
-2.0,niesłychany
-1.0,niesmaczny
-2.0,niesmak
-1.0,niesnaska
-1.0,niesnaski
-2.0,niesolidarność
-2.0,niesolidarny
-2.0,niesolidność
-1.0,niesolidność
-1.0,niesolidny
-1.0,niespecjalista
-1.0,niespełnialność
1.0,niespodzianka
-1.0,niespokojność
-1.0,niespokojność
-1.0,niespokojność
1.0,niespożyty
-2.0,niespójność
2.0,niespracowany
-2.0,niesprawiedliwość
-2.0,niesprawiedliwy
-1.0,niesprawność
-1.0,niesprawność
-1.0,niesprawny
-1.0,niesprawny
-1.0,niestabilność
-1.0,niestacjonarnie
-1.0,niestałość
-1.0,niestały
-1.0,niestanowczość
-1.0,niestanowczość
-1.0,niestateczność
-1.0,niestateczny
-1.0,niestrawny
2.0,niestronniczy
2.0,niestrudzony
-2.0,niestrzęp
-2.0,niestrzęp głogowiec
-2.0,niestworzony
-1.0,niesubtelność
-2.0,niesumienność
-2.0,niesumienny
-2.0,nieswojo
-1.0,niesympatyczność
-1.0,niesympatyczność
-1.0,niesympatyczny
-1.0,niesympatyczny
-1.0,niesystematyczność
-1.0,niesystematyczny
-2.0,nieszczery
-2.0,nieszczęsny
-2.0,nieszczęsny
-2.0,nieszczęście
-2.0,nieszczęśliwiec
-2.0,nieszczęśliwy
-2.0,nieszczęśliwy
-1.0,nieszczęśliwy
-2.0,nieszczęśnik
1.0,nieszkodliwy
-1.0,nieszlachetny
-1.0,nieszlachetny
-2.0,nieszporny
-2.0,nieścisłość
-1.0,nieścisły
-2.0,nieściśle
-1.0,nieśmiałość
-1.0,nieśmiałość
-1.0,nieśmiertelny
-1.0,nieśpieszność
-1.0,nieświeży
-2.0,nieświeży
-1.0,nieświeży
-1.0,nieświeży
-1.0,nietaktowność
-1.0,nietaktowny
-1.0,nietaktowny
-2.0,nieterminowość
-1.0,nieterminowy
-2.0,nietknięty
1.0,nietknięty
-2.0,nietolerancja
-2.0,nietolerancyjność
-2.0,nietrafność
-1.0,nietrafny
-1.0,nietrafny
1.0,nietrudny
-2.0,nietrwałość
-1.0,nietrwały
-2.0,nietrzeźwy
1.0,nietuzinkowy
-1.0,nietwarzowość
-1.0,nietwarzowy
-1.0,nietwórczy
-1.0,nietwórczy
-2.0,nieubłagalność
-2.0,nieubłagany
-2.0,nieubłagany
-2.0,nieuchronność
-2.0,nieuchronny
-1.0,nieuchwytność
-2.0,nieuctwo
-2.0,nieucywilizowany
-2.0,nieuczciwy
-2.0,nieuczciwy
-1.0,nieuczynność
-2.0,nieudacznik
-2.0,nieudaczność
-1.0,nieudaczny
-2.0,nieudaczny
-2.0,nieudałota
-1.0,nieudolność
-2.0,nieudolność
-1.0,nieudolny
-2.0,nieudolny
-1.0,nieufność
-1.0,nieujarzmiony
-2.0,nieuk
-2.0,nieukojony
-2.0,nieuleczalność
2.0,nieulękły
-1.0,nieumiarkowanie
-1.0,nieumiarkowany
-1.0,nieumiejętność
-1.0,nieumiejętność
-2.0,nieumiejętny
-1.0,nieumiejętny
-2.0,nieumyty
-2.0,nieuniknioność
-2.0,nieunikniony
2.0,nieuprzedzony
-2.0,nieuprzejmość
-1.0,nieuprzejmy
-2.0,nieurodzajność
-1.0,nieurodzajny
1.0,nieustraszony
1.0,nieuszkodzony
-2.0,nieutulony
-1.0,nieuważność
-1.0,nieuważny
-1.0,nieuzasadniony
-2.0,nieużyteczność
-2.0,nieużyty
-2.0,niewart
-2.0,niewartościowy
-2.0,niewartościowy
2.0,niewątpliwość
1.0,niewątpliwy
-2.0,niewdzięcznik
-2.0,niewdzięczność
-1.0,niewesoły
-1.0,niewiadomość
-1.0,niewiara
-2.0,niewiarygodny
-2.0,niewiedza
-2.0,niewierny
-1.0,niewierny
-2.0,niewierny Tomasz
-1.0,niewieściuch
-2.0,niewinna krew
2.0,niewinny
1.0,niewinny
-2.0,niewłaściwy
-2.0,niewola
-2.0,niewolnictwo
-2.0,niewolniczy
-2.0,niewolnik
-2.0,niewprawnie
-1.0,niewprawność
-2.0,niewrażliwość
-1.0,niewrażliwość
-1.0,niewskazany
-1.0,niewspółczesność
-1.0,niewspółrzędny
-2.0,niewybaczalny
-1.0,niewybredny
-1.0,niewyczerpujący
-2.0,niewydarzony
-2.0,niewydarzony
-2.0,niewydarzony
-1.0,niewygoda
-1.0,niewykonalność
1.0,niewymuszony
-1.0,niewyparzona buzia
-2.0,niewyparzona gęba
-2.0,niewyparzona morda
-2.0,niewyparzony jęzor
-2.0,niewyparzony język
-2.0,niewyparzony pysk
-2.0,niewypłacalność
-2.0,niewypłakany
-1.0,niewyrazistość
-2.0,niewyraźność
-1.0,niewyraźny
-1.0,niewyraźny
-1.0,niewyrobiony
-1.0,niewyspany
-1.0,niewystarczający
-1.0,niewytrzymałość
-1.0,niewzajemność
-1.0,niewzajemność
2.0,niezachwiany
1.0,niezadłużony
-2.0,niezadowolenie
1.0,niezagrażający
-1.0,niezajmujący
2.0,niezależność
2.0,niezależny
2.0,niezależny
-1.0,niezamożność
-2.0,niezapobiegliwy
2.0,niezapomniany
-1.0,niezaradność
-1.0,niezaradny
-2.0,niezasadność
-1.0,niezasadny
1.0,niezawisłość
1.0,niezawisły
2.0,niezawodność
-1.0,niezbadany
1.0,niezbity
-1.0,niezdara
-1.0,niezdarność
-1.0,niezdarstwo
-1.0,niezdecydowany
-1.0,niezdolność
-1.0,niezdrowość
-1.0,niezdrowy
-1.0,niezdrowy
-1.0,niezgłębiony
-1.0,niezgodny
-2.0,niezgraba
-2.0,niezgrabiasz
-2.0,niezgrabność
-2.0,niezgrabność
-2.0,niezgrabny
-1.0,niezgrabny
-2.0,niezgrabstwo
-1.0,niezgulstwo
-2.0,niezguła
-1.0,niezgułowaty
2.0,nieziemski
-1.0,nieziemskość
-1.0,nieziszczalność
2.0,niezłomność
2.0,niezłomny
1.0,niezły
1.0,niezły
1.0,niezły
2.0,niezmożony
-1.0,nieznajomość
1.0,niezniszczalny
-2.0,nieznośny
-2.0,nieznośny
2.0,nieznużony
-1.0,niezręczność
-1.0,niezręczność
-1.0,niezręczność
-1.0,niezręczność
-1.0,niezręczność
-1.0,niezręczny
-1.0,niezręczny
-2.0,niezrozumiały
-1.0,niezrozumienie
-2.0,niezrozumienie
1.0,niezrównany
-2.0,niezrównany
-1.0,niezrównoważony
1.0,niezwalczony
1.0,niezwietrzały
1.0,niezwłoczność
1.0,niezwłoczny
1.0,niezwyciężalny
2.0,niezwyciężony
-1.0,nieżyciowy
-2.0,nieżyczliwość
-1.0,nieżyczliwość
-1.0,nieżyczliwy
-1.0,nihilista
-1.0,nijaki
-1.0,nikczemnego wzrostu
-2.0,nikczemnik
-2.0,nikczemność
-2.0,nikczemny
-2.0,nikczemny
-2.0,nikt
-2.0,niski
-2.0,niski
-1.0,niskodochodowy
-2.0,niszczyciel
-2.0,niszczycielka
-1.0,nitinolowy
-2.0,nitkowy
-2.0,nitratyn
-2.0,nitronatryt
-1.0,niunia
1.0,niunia
1.0,niunia
-1.0,niuńka
1.0,niuńka
-1.0,niziołek
-1.0,niższość
-2.0,niższy
2.0,nobilitacja
1.0,nobliwy
-2.0,noga
-2.0,nonsens
-2.0,nonsensowność
-2.0,nonsensowny
-2.0,nonszalancja
-2.0,nonszalancki
-2.0,nonszalancki
-2.0,norfolski
-1.0,nornik północny
-2.0,nostalgia
-1.0,nostalgiczny
-1.0,nostalgik
-1.0,nośnik
1.0,nośny
1.0,notabl
-1.0,notoryczny
1.0,nowelizacja
-2.0,nowicjacki
-2.0,nowiusi
-1.0,nowiutki
-2.0,nowobogacki
-2.0,nowobogacki
-1.0,nowobogackość
2.0,nowoczesność
-2.0,nowoczesny
-1.0,nowomodny
-2.0,nowy
-2.0,nożownik
-1.0,nóż
-1.0,nóż stołowy
-1.0,NRD-owski futbol
-2.0,nuda
-1.0,nudności
-2.0,nudność
-2.0,nudny
-2.0,nudny
-1.0,nudzenie
-2.0,nudziara
-1.0,nudziarka
-1.0,numer
-1.0,numerant
-1.0,numeratywny
-1.0,numerek
-2.0,nurecki
-2.0,nuworysz
-1.0,nużący
-2.0,nygus
-1.0,nylonowy
-1.0,nylonowy
-2.0,obawa
-2.0,obcesowość
-2.0,obcesowy
-1.0,obciążnik
-1.0,obcy
-2.0,obdartus
-2.0,obdarty
-2.0,obdrapaniec
-2.0,obdzieracz
-2.0,obelga
-2.0,obelżywość
-2.0,oberwaniec
-2.0,oberwany
-2.0,oberwus
-2.0,obibok
1.0,obiecujący
-2.0,obiektowy
1.0,obiektywizacja
1.0,obiektywny
2.0,obiektywny
-1.0,obijacz
-1.0,obipięta
-2.0,oblech
-2.0,oblegający
-2.0,obleśny
-2.0,oblężenie
-2.0,oblężeniec
1.0,obliczalny
1.0,oblicze
1.0,obliczność
2.0,oblubienica
2.0,oblubieniec
-2.0,obława
-2.0,obłąkaniec
-2.0,obłąkany
-1.0,obłąkany
-2.0,obłąkany
-2.0,obłąkany
-1.0,obłąkany
-2.0,obłąkany
-1.0,obłąkańczy
-2.0,obłąkańczy
-2.0,obłąkańczy
-1.0,obłąkańczy
-1.0,obłąkańczy
-2.0,obłęd
2.0,obłędny
-2.0,obłędny
-2.0,obłędny
-2.0,obłożny
-2.0,obłudnik
-2.0,obłudny
-2.0,obłudny
-2.0,obłudny
-2.0,obmierzłość
-2.0,obmierzłość
-1.0,obnoszenie
-2.0,obnoszenie się
-2.0,obojętność
-1.0,obolały
-1.0,obolały
1.0,obowiązkowość
-2.0,obraza
-2.0,obraza
-2.0,obrazoburstwo
2.0,obrazowość
1.0,obrazowy
-2.0,obraźliwość
-1.0,obrażalski
-1.0,obrażalskość
2.0,obrotność
-1.0,obrządkowy
-2.0,obrzezaniec
-2.0,obrzępała
-2.0,obrzydlistwo
-2.0,obrzydliwie
-2.0,obrzydliwiec
-2.0,obrzydliwość
-2.0,obrzydliwość
-2.0,obrzydliwy
-2.0,obrzydliwy
-2.0,obrzydliwy
-2.0,obrzydzenie
-2.0,obsceniczny
1.0,obserwowalny
-1.0,obsesja
-2.0,obsesyjny
-2.0,obsesyjny
-1.0,obskurant
-1.0,obskurantyzm
-2.0,obskurny
-1.0,obstrukcja
-2.0,obsuwa
1.0,obsypywanie
-2.0,obszarpaniec
-2.0,obślizgły
-2.0,obślizgły
-2.0,obślizgły
-2.0,obślizły
-2.0,obślizły
-2.0,obślizły
-2.0,oburzający
-2.0,oburzenie
-2.0,obwieś
1.0,obyczajność
1.0,obyczajny
1.0,obyczajny
1.0,obyczajny
1.0,obyty
1.0,obyty
-1.0,obżarciuch
-1.0,obżarstwo
-1.0,obżartuch
-1.0,obżer
1.0,ochędożny
-2.0,ochlaj
-1.0,ochłodzić się
-2.0,ochoczo
1.0,ochoczy
-2.0,ochoczy
1.0,ochoczy
1.0,ochotniczy
-1.0,ochotny
-1.0,ociężałość
-1.0,ociężały
-2.0,ociężały
-1.0,ociężały
-2.0,ociężały
-1.0,octanowy
-1.0,octanowy
-1.0,oczajdusza
-2.0,oczerniciel
1.0,oczko
-1.0,oczy bazyliszka
1.0,oczyszczalny
-1.0,od czapy
-1.0,odchyleniec
-2.0,odchył
-1.0,odcinkowy
2.0,oddany
-1.0,oderwany
-1.0,oderwany
-1.0,odgłos
-1.0,odgrywka
-2.0,odium
-1.0,odizolowany
2.0,odjazdowy
2.0,odkupiciel
-2.0,odległy
2.0,odlotowy
-2.0,odludek
-1.0,odmiana
-1.0,odmieniec
1.0,odosobniony
1.0,odpasiony
1.0,odpasiony
1.0,odporny
1.0,odporny
1.0,odpowiedni
1.0,odpowiedni
2.0,odpowiedzialność
2.0,odpowiedzialny
-2.0,odpowiedzialny
1.0,odpowiedź
-2.0,odpustowy
-2.0,odpychający
-2.0,odrapaniec
-1.0,odrapany
-2.0,odraza
-2.0,odrażający
1.0,odręczny
-2.0,odrętwiały
-2.0,odrętwiały
-2.0,odrętwienie
1.0,odróżnialny
-1.0,odstępca
-2.0,odstraszający
-1.0,odszczepieniec
1.0,odświeżający
-2.0,odświętnie
1.0,odświętność
-1.0,odtrutka
-1.0,odtwórczy
-1.0,odważniak
2.0,odważny
-2.0,odwet
-1.0,odwetowiec
-2.0,odwetowy
-1.0,odwołalny
-2.0,odwrotowy
-1.0,odwykowiec
-1.0,odyseja
-2.0,odzierca
1.0,odżywczy
-1.0,ofensywa
-2.0,oferma
-2.0,ofermowatość
-1.0,ofermowaty
-2.0,ofiara
-1.0,ofiara
-2.0,ofiara
-2.0,ofiara losu
-2.0,ofiarnia
-1.0,ofiarniczy
-2.0,ofiarnisko
2.0,ofiarny
-2.0,ogamiczny
2.0,ogarnięty
-2.0,ogień
1.0,oględność
-2.0,oględny
-1.0,ogniskowy
-2.0,ogniskowy
1.0,ognistość
2.0,ognisty
-2.0,ognisty
-1.0,ognisty
1.0,ognisty
-1.0,ogon
-2.0,ogólnikowość
-1.0,ogólnojęzykowy
-1.0,ogórkowce
-2.0,ograniczenie
-2.0,ograniczoność
-2.0,ograniczony
-1.0,ograny
-1.0,ogrodnik
-2.0,ogromniasty
-2.0,ogromniasty
-2.0,ogromniejszy
1.0,ogromny
1.0,ogromny
-2.0,ohyda
-2.0,ohydny
-2.0,ohydny
-2.0,ohydztwo
-2.0,ojciec chrzestny
1.0,Ojciec Święty
-2.0,ojcobójca
1.0,ojcowski
-1.0,okaleczały
2.0,okazały
-1.0,okienny
1.0,oklask
1.0,oklaskiwanie
-2.0,oklepaność
-1.0,oklepany
1.0,okoliczność łagodząca
-1.0,okólność
1.0,okrągły
-1.0,okręt-baza
-1.0,okrętowy
-1.0,okrężność
-2.0,okropieństwo
-2.0,okropieństwo
-2.0,okropność
-2.0,okropność
-2.0,okropność
-2.0,okropny
-2.0,okropny
-2.0,okropny
-2.0,okropny
-2.0,okrucieństwo
1.0,okruszek
-2.0,okrutnik
-2.0,okrutny
-2.0,okrutny
1.0,okrzesany
-2.0,okrzos
-1.0,okularnik
-2.0,okultystyczny
-2.0,okupacja
-2.0,okupacyjny
-2.0,olbrzym
-1.0,oleisty
-1.0,olej słonecznikowy
2.0,olimpijczyk
2.0,olśnienie
-1.0,olśniewający
2.0,olśniewający
-2.0,ołowian
-1.0,ołowiany
-2.0,ołowiany
-1.0,omdlewać
-1.0,omnipotencja
-2.0,omyłkowość
-1.0,ondyna
-1.0,onieśmielenie
-1.0,oolit
-1.0,oolitowy
-1.0,oolityt
-1.0,opały
1.0,opanowanie
-2.0,opaska
-2.0,opasłość
1.0,opasły
-2.0,opera
2.0,operatywność
1.0,operatywny
1.0,operatywny
-1.0,operowy
-1.0,opętaniec
-2.0,opętany
-1.0,opętany
-2.0,opętany
-1.0,opętańczy
-1.0,opętańczy
-2.0,opętańczy
2.0,opiekuńczość
2.0,opiekuńczy
-1.0,opieszalec
-1.0,opieszalstwo
-2.0,opieszałość
-2.0,opieszałość
-1.0,opieszały
-1.0,opieszały
-1.0,opijus
-1.0,opilstwo
-1.0,opilstwo
1.0,opiniotwórca
-1.0,opity
-2.0,opluwacz
2.0,opłacalny
-2.0,opłakany
-1.0,opłatkowy
2.0,opoka
-1.0,opolny
-2.0,opolski
-2.0,oporność
1.0,oporny
-1.0,oporny
-2.0,oportunista
-2.0,oportunizm
-1.0,opozycja
-2.0,opój
-1.0,opór
-2.0,oprawca
-1.0,opresja
-1.0,oprych
-2.0,opryskliwość
-2.0,opryskliwy
-1.0,opryszek
-1.0,optyka
1.0,optymalizm
1.0,optymalny
2.0,optymista
1.0,optymistyczny
2.0,optymistyczny
2.0,optymizm
-2.0,opuszczony
-1.0,opuszczony
-1.0,oral
-2.0,orański
1.0,oratorski
2.0,oratorstwo
-2.0,ordynacki
-2.0,ordynarność
-2.0,ordynarność
-2.0,ordynarny
-2.0,ordynus
2.0,oręż
-2.0,organiczny
-2.0,orgia
-1.0,orgiastyczny
-1.0,orgiastyczny
-2.0,orgiastyczny
-1.0,orgietka
-1.0,oribi
1.0,orlę
-1.0,ORMO-wiec
-1.0,ormowiec
-2.0,ornamentowy
-1.0,ortodoksyjność
1.0,oryginalny
-2.0,orzech
2.0,orzeł
1.0,orzeźwiający
-1.0,osamotniony
-2.0,oschłość
-1.0,oschły
-2.0,osielstwo
-2.0,osiemdziesięciofuntowy
-2.0,osiemdziesięciokilkuletni
-1.0,osiemnasta
-2.0,osioł
-2.0,osioł dardanelski
-1.0,osioł nubijski
-2.0,osioł patentowany
-1.0,osioł somalijski
-2.0,oskarżycielski
1.0,oskoma
-1.0,osłabły
-2.0,osławiony
-2.0,osłomuł
-1.0,osłuchany
-1.0,osłupienie
1.0,osoba
2.0,osobistość
-1.0,osobnik
-2.0,osobowość
2.0,osobowość
-2.0,osoka
-1.0,osowaty
-2.0,osowiałość
-1.0,ospalstwo
-1.0,ospalstwo
-2.0,ospałość
-2.0,ospałość
-1.0,ospały
-1.0,ospały
-2.0,osrany
-2.0,ostateczność
-2.0,ostateczność
-1.0,ostentacja
-1.0,osteopatyczny
-2.0,ostrość
-2.0,ostrość
-2.0,ostrożniactwo
-1.0,ostrożniś
1.0,ostrożny
-2.0,ostry
-1.0,ostry
1.0,ostry
-2.0,ostry
-2.0,ostry
-2.0,ostry
-2.0,ostry
-1.0,ostry
-1.0,ostygły
1.0,oswobodziciel
-1.0,osypiskowy
1.0,osypywanie
-2.0,oszalały
2.0,oszałamiający
-2.0,oszczerca
-2.0,oszczerczy
-1.0,oszczędniś
1.0,oszczędność
-2.0,oszołom
-2.0,oszukaniec
-2.0,oszukańczy
-2.0,oszukańczy
-2.0,oszukańczy
-1.0,oszukańczy
-2.0,oszust
-1.0,ośla głowa
-2.0,oślik
-2.0,oślizgły
-2.0,oślizgły
-2.0,oślizgły
-2.0,oślizły
-2.0,oślizły
-2.0,oślizły
-1.0,ośrodkowy
2.0,oświecony
-1.0,otchłanny
-2.0,otchłanny
-2.0,otępiałość
-1.0,otępiały
-2.0,otępiały
-2.0,otępienie
-1.0,otępienny
-2.0,otężałkowate
2.0,otucha
1.0,otwarta głowa
-2.0,otwartszy
2.0,otwarty
1.0,otwarty
1.0,otwarty umysł
1.0,otworzysty
-1.0,otyłość
-2.0,otyły
-1.0,owdowiały
1.0,owocny
1.0,owocodajny
1.0,owocodajny
-2.0,owocówka śliwkóweczka
-1.0,owsianka
-1.0,oziębić się
-2.0,oziębłość
-2.0,oziębły
-2.0,oziębły
1.0,ożywczy
-2.0,pacan
-2.0,pacykarz
-2.0,padalcowaty
-2.0,padalec
-2.0,pajac
-1.0,pajacowaty
-1.0,pajacowaty
-2.0,pajęczarz
-2.0,pajęczarz
-2.0,paka
-2.0,palant
-2.0,palatograficzny
-1.0,palący
-1.0,palący
-1.0,palący
-2.0,palący
-1.0,palcowaty
-2.0,palecznik
-2.0,paleomagnetyczny
-1.0,palik
-1.0,paliwoda
-1.0,paliwoda
-2.0,paluszkowy
-2.0,pała
-2.0,pała
-2.0,pała
-2.0,pałecznik
-1.0,pałka
-2.0,pałkarz
-2.0,pałować się
-1.0,pałuba
-1.0,pamiętliwy
-1.0,pampuch
-1.0,pampuch
-1.0,pan i władca
-2.0,pandemonium
-2.0,panegiryzm
-1.0,panek
-1.0,panelowy
-1.0,pangolin chiński
-1.0,pangolin gruboogonowy
-1.0,pangolin indyjski
-1.0,pangolin jawajski
-1.0,pangolin malajski
-1.0,pangolin pięciopalczasty
1.0,pani
-2.0,panicz
1.0,panienka
1.0,panienka
-2.0,panika
-2.0,panikarstwo
-1.0,panikarz
-1.0,paniusia
1.0,panna
1.0,panna w wieku poborowym
-1.0,pannica
-1.0,panoczek
-1.0,panoramicznie
-1.0,panoramiczny
-2.0,pantofag
-1.0,pantofel
-1.0,pantoflarz
-1.0,pantomima
-1.0,pańcia
-1.0,państwowy
-1.0,paparazzi
-1.0,paparazzo
1.0,papierek lakmusowy
-1.0,papierek lakmusowy
-1.0,papierośnik
-1.0,papierowość
-1.0,papierowy
-2.0,papinek
-2.0,papirusowy
-2.0,papirusowy
-2.0,papirusowy
-2.0,paprykowy
-2.0,papuga
-1.0,papugowaty
-1.0,papugowaty
-1.0,papuzi
1.0,paradność
1.0,paradny
2.0,paradny
-2.0,paradoksalność
1.0,paradygmatyczny
-1.0,parafianin
-1.0,parafiaństwo
-1.0,parafiańszczyzna
-2.0,paraliż
-1.0,paranaukowy
-2.0,paranoiczność
-2.0,paranoiczny
-2.0,paranoidalny
-2.0,paranoik
-1.0,parch
-1.0,parchaty
-1.0,pargaminowy
-2.0,parias
-2.0,parlament
2.0,parlamentarny
-1.0,parlamentarny
-2.0,parobas
-1.0,parobczański
-2.0,parówa
-2.0,parówka
-2.0,parszywa owca
-2.0,parszywiec
-2.0,parszywy
-2.0,partacki
-2.0,partacz
2.0,partner
1.0,partnerski
-2.0,partyjniactwo
-1.0,partyjniak
-1.0,partyjny
-1.0,partykularysta
-2.0,partykularyzm
-2.0,parweniusz
-1.0,parweniuszowski
-2.0,pas
-1.0,pasatowy
-2.0,paser
-2.0,pasibrzuch
-2.0,pasibrzuch
-2.0,pasja
2.0,pasja
-1.0,pasjonat
2.0,pasjonujący
-2.0,paskarz
-2.0,paskuda
-2.0,paskudnie
-1.0,paskudnik
-2.0,paskudny
-2.0,paskudny
-2.0,paskudny
-2.0,paskudny
-2.0,paskudny
-1.0,paskudziarz
-2.0,paskudztwo
-1.0,pasmanteryjny
-2.0,pasożyt
-2.0,pasożytnictwo
-2.0,pasożytniczy
-1.0,pastuch
-1.0,pastylka
-1.0,pasywista
-2.0,pasywizm
-1.0,pasywność
-1.0,pasywny
-2.0,paszczur
-2.0,paszkwilancki
-2.0,paszkwilant
-2.0,pasztet
-1.0,pasztet
-2.0,pasztetówa
-2.0,patałach
-2.0,patentowany
-2.0,patologiczny
1.0,patos
-1.0,patos
-2.0,patowy
1.0,patriarcha
1.0,patriarchalność
-1.0,patriarchalny
1.0,patriota
1.0,patriotyzm
-2.0,patyk
-2.0,pazerność
-2.0,pazerny
-2.0,paź żeglarz
-1.0,pąsowy
-2.0,pchełka ziemna
-2.0,pchnięcie
-1.0,pdl
-2.0,pech
-1.0,pechowiec
-1.0,pechowość
-2.0,pechowy
-2.0,pedalski
-2.0,pedalski
-2.0,pedalski
-2.0,pedał
-1.0,pedant
-1.0,pedanteria
-1.0,pedantyczność
-1.0,pedantyczny
-1.0,pedantyzm
-2.0,pederasta
-2.0,pedofil
-1.0,pedryl
-2.0,pedzio
-1.0,peerelowski
2.0,pełnia
-1.0,pełniutki
1.0,pełnokrwisty
1.0,pełnokrwisty
1.0,pełnoprawność
1.0,pełnosprawny
1.0,pełnowartościowość
1.0,pełnowartościowy
1.0,pełnowymiarowy
1.0,pełny
-1.0,penetracyjny
-1.0,pensjonarski
-1.0,pensjonarskość
-2.0,perełkowy
2.0,perfekcja
2.0,perfekcyjny
-2.0,perfidia
-2.0,perfidny
-2.0,perfidny
-1.0,pergaminowość
-1.0,pergaminowy
-1.0,pergaminowy
1.0,perlistość
1.0,perlisty
-1.0,perlityczny
-1.0,perlityczny
2.0,perła
-1.0,perm
-1.0,permalojowy
-1.0,permanentny
-1.0,perminwarowy
-1.0,peronistyczny
1.0,personat
1.0,perspektywiczność
-2.0,persyflaż
-2.0,perwersyjny
-2.0,perwersyjny
-1.0,perypatetyk
-2.0,pesymista
-2.0,pesymistyczny
-1.0,pewien
2.0,pewność
1.0,pewność
1.0,pewny
1.0,pewny
-2.0,pewny
1.0,pewny
-1.0,pewterowy
-1.0,pęcherzykowaty
-1.0,pędziwiatr
-1.0,pękaty
-2.0,pępek świata
-1.0,pępol
-2.0,pętaczyna
-2.0,pętak
-2.0,pętak
-2.0,pętlarz
-2.0,phreak
-2.0,phreaker
-1.0,piaskowy dziadek
2.0,piątkowicz
-2.0,piątkowy
-2.0,picuś glancuś
-2.0,picz
-2.0,picza
-2.0,pidżinowy
-2.0,pidżynowy
-1.0,pieczątka
-2.0,pieczeniarz
1.0,pieczołowitość
1.0,pieczołowity
1.0,pieczołowity
-1.0,piegus
-2.0,piekarniany
-2.0,piekący
-2.0,piekący
-1.0,piekielnik
-2.0,piekielny
-2.0,piekielny
-2.0,piekielny
-2.0,piekło
-2.0,pieniacki
-2.0,pieniactwo
-2.0,pieniacz
-2.0,pieniaczy
1.0,pieprzny
-1.0,pierdoła
-2.0,pierdoła saska
-2.0,pierdziel
-1.0,piernikarz
-2.0,pieron
-2.0,pieroński
-2.0,pieroński
2.0,piersiasty
-2.0,pierun
1.0,pierworodny
-2.0,pierwotniak
2.0,pierwsza dama
1.0,pierwsza jaskółka
-1.0,pierwsza komunia
2.0,pierwszorzędny
2.0,pierwszy
-1.0,pierzch
-2.0,pierzchliwość
-2.0,pierzchliwy
-1.0,pierzchliwy
-2.0,pies
-2.0,pies ogrodnika
-2.0,pieskowy
2.0,pieszczenie
1.0,pieszczoch
