comments,emotion,rate
"Oczyma wyobraźni widziałem jednak fanboya uniwersum, który ze zdziwienia przeciera oczy, a w tym przypadku uszy. Podobało mi się, jednak tylko dlatego, że nie jestem ultrasem.",positive,7.0
"Dobrze się ogląda, a zmiana reżysera nie zaszkodziła serii.",positive,7.0
"W nieznane to klasyczny blockbuster, widowiskowo zrealizowany i zmontowany, miejscami zabawny, z grą aktorską na przyzwoitym poziomie. Nie jest to dzieło, które czymkolwiek zaskakuje - obraz świetnie wpisuje się w wytyczoną przed laty konwencję, ale jej nie łamie, jak również nie przekracza żadnych raz utartych i wielokrotnie sprawdzonych szlaków.",positive,7.0
"Porządna kosmiczna nawalanka, która nie wywrze swojego piętna na całej serii.",positive,7.0
"W przeciwieństwie do swojego tytułu oferuje kinomanom znaną historię ubraną w szaty ze spektakularnych efektów specjalnych oraz przezabawnego humoru, które w połączeniu z charyzmatycznymi, a co najważniejsze lubianymi przez widzów bohaterami owocują solidnym kinem rozrywkowym idealnym na upalne dnia lata.",positive,7.0
"Nie liczcie na to, że w trakcie seansu znajdziecie chwilę przeznaczoną na wyjście do toalety, po colę lub popcorn. To nie ten typ blockbustera. Tu za cenę biletu dostaje się dwie godziny wypełnione rozrywką, akcją, emocjami i humorem od pierwszej do ostatniej minuty.",positive,7.0
Nowoczesna forma i powrót do klasycznego podejścia do treści.,positive,7.0
"Wciągające tempo, nowoczesny światopogląd i humorystyczna lekkość. Mogę sobie tylko wyobrazić, jak kolejną część ""Star Trek"" odbiera zagorzały fan i koneser. Dla mnie - całkowitego laika - to przede wszystkim kawał dobrej rozrywki.",positive,6.7
"Ot, zwykła przygoda z bohaterami, których można lubić.",positive,6.7
Efektownie zrealizowana wizja wszechświata przepełnionego polityczną poprawnością.,positive,6.7
"Poszedłem do kina na bajeczkę i obejrzałem bajeczkę, i bawiłem się nieźle, i nie żałuję.",positive,6.0
"Dobrze zrealizowane kino akcji, w którym głównym postaciom nigdy włos z głowy nie spadnie. Produkcyjny majstersztyk.",positive,6.0
"Jeden za wszystkich, wszyscy za jednego. Odwaga. Poświęcenie. Chwiejna logika. Fantastyczna scenografia. Optymistyczne przesłanie. Łagodny humor.",positive,6.0
"Jest tylko kolejnym rozdziałem dla załogi USS Enterprise, podczas gdy powinien być jej spektakularnym epilogiem.",positive,6.0
"Nie oferuje w zasadzie nic nowego. Dla niektórych widzów będzie to filmu zaletą, dla niektórych wadą.",positive,6.0
"Można narzekać na nowego ""Star Treka"", ale nie sposób odmówić jego twórcom rzemieślniczej sprawności. Być może psychologia przegrywa tu z kinem akcji, ale to ostatnie zrealizowane jest bardzo sprawnie.",positive,6.0
"Dostajemy nie dość, że przeciętny scenariusz, to jeszcze w żadnym stopniu nie rozwijający uniwersum ani dynamiki między postaciami. Stawiam, że na przestrzeni czasu to będzie ta część, którą można będzie pominąć i nic nie stracić.",negative,5.0
"Więcej ma wspólnego ze współczesnym, bezmyślnym kinem akcji niż z głęboko humanistycznymi korzeniami kosmicznej serii. Więcej emocji wzbudza ze względu na niespodziewany wątek homoseksualny i tragiczną śmierć 27-letniego Antona Yelchina niż z powodu fabuły.",negative,5.0
"To się na pewno lepiej ogląda niż poprzednią część serii. Tylko z żalem, że widzimy banał skrojony według schematu wakacyjnego hiciora.",negative,5.0
"By dobrze się bawić na tym filmie, trzeba do niego podejść bezkrytycznie i z dużą dozą tolerancji, albo zagłuszyć dialogi popcornem, a oczy zasłonić okularami 3D.",negative,5.0
"Mimo iż momentami jest chaotyczny i niezbyt inteligentny w swoich rozwiązaniach, i tak dostarcza czystej, nieskrępowanej, blockbusterowej rozrywki jakiej moglibyśmy oczekiwać od tego typu filmu.",negative,5.0
"Najbardziej naładowana akcją, najbardziej widowiskowa, a przy tym najsłabsza odsłona kosmicznej serii.",negative,5.0
"Efekty robią wrażenie, a sceny akcji charakteryzują się pietyzmem. Z drugiej strony mamy do czynienia z filmem skazanym na zapomnienie, bo nie ma tu nic, co choćby odrobinę nas poruszyło.",negative,4.0
"Wielozmysłowe, nowoczesne kino. Intencjonalnie powierzchowne i świadomie umowne. Jeśli tylko mu zaufać - zachwyci.",positive,8.3
"Można zarzucić ""Neon Demonowi"", że o nic w tym filmie nie chodzi i że wszystko jest tu tylko dla chwilowego efektu. Problem w tym, że to film o świecie wielkiej mody, w którym żadne z powyższych oskarżeń nie ma racji bytu.",positive,8.0
"Jeśli po projekcji filmu czujesz się nieusatysfakcjonowany, jeśli myślisz, że film jest może i pociągający estetycznie, ale pusty, jak miedź brzęcząca albo cymbał grzmiący, to masz rację. Ten film jest dokładnie taki, jak świat w nim przedstawiony.",positive,8.0
"Jest jak parkiet nocnego klubu, zawieszonego między snem a jawą, skąpanego w ciepłej krwi i zimnych kolorach, wściekle pulsującego w rytmie psychodelicznej muzyki. Idealne miejsce do Refnowskiego tańca śmierci.",positive,8.0
"Szkoda, że widzowie festiwalu w Cannes pozwolili sobie wmówić, że ""The Neon Demon"" to porażka reżyserska Refna. Stwierdzenie, że film jest ładny i pusty tak samo jak jego postacie, samo w sobie wydaje się bezmyślną kliszą.",positive,7.0
"Po kilku minutach wiesz, że film dobrze skończyć się nie może, żołądek przez blisko dwie godziny masz ściśnięty, a serce bije jak oszalałe pod natłokiem hipnotycznej muzyki, migających świateł i wszechobecnej psychodeli.",positive,7.0
"Jako satyra sprawdza się słabo, jako komentarz - zdecydowanie lepiej.",positive,7.0
"Ciekawa, pełna mroku, tajemnicy, ale również blasku neonów historia, którą można określić jako fantasy, albo też krwawą baśń naszych czasów.",positive,7.0
Jestem oczarowany nowym filmem Refna.,positive,7.0
"Udowadnia, że Refna albo się kocha, albo się nienawidzi.",positive,7.0
"Stawia wyzwanie klasycznej narracji i redefiniuje doświadczenie odbioru, czyniąc ten proces rozchwianym i w gruncie rzeczy nieprzyjemnym.",positive,7.0
"Przyjęta przez reżysera forma opowiadania nie każdemu widzowi przypadnie do gustu, niektórzy zapewne nawet wyjdą z seansu, ale mam dziwne wrażenie, że za kilka lat dla niektórych ta produkcja może być równie kultowa jak wcześniej wspomniane ""Showgirls"".",positive,7.0
"Kolejny przykład przerostu formy nad treścią. Filmu, który pod płaszczem efektownych wizualizacji nic ciekawego nie potrafi przekazać. Relacje, konflikty są ukazane tak, jakby stanowiły tylko przeszkodę, by prezentować coraz to bardziej wysmakowane kadry.",positive,6.0
"Choć przez większość czasu może niektórych widzów zanudzić, to swoim finałem wprost z ""Pachnidła: historii mordercy"" pobudzi nasze wszystkie zmysły.",positive,6.0
"Nadzwyczajnej urody, ale puściutki w środku.",positive,6.0
Jest niezwykle ciekawym doświadczeniem.,positive,6.0
Refn stworzył dzieło ze wszech miar autorskie.,positive,6.0
"Nie idzie na żadne ustępstwa i na pewno podzieli widzów - jednych film zachwyci, inni nazwą go niestrawną papką, ale z pewnością Refnowi należy się szacunek za to, że od początku do końca realizuje swoją wizję.",positive,6.0
Absolutna strata czasu i przerost formy nad treścią.,negative,5.0
"Oglądało się nieźle, ale szoku, którego się spodziewałem - nie zaznałem.",negative,5.0
"Choć sam widzę w tym filmie sporo zalet czy też ślady niekonwencjonalnego podejścia do tematu piękna, to mnie ten obraz swoim hałasem i wulgarnością formy jednak nie porywa.",negative,5.0
"Mieszanka wybuchowa, która u jednych wzbudzi zachwyt, a u innych mdłości. Jedno jest pewne - nie wyjdziecie z sali kinowej obojętni.",negative,5.0
"Wizualna uczta kontra nieskomplikowana, mało logiczna fabuła - nic nie stanie na przeszkodzie, żeby tytuł ten trafił do kolekcji filmów kultowych niejednego kinomana.",negative,5.0
Pod tą oślepiającą fasadą niewiele się jednak kryje.,negative,5.0
"Po ochłonięciu podnoszą się głosy, że dopiero drugie obejrzenie daje satysfakcję. Tylko czy znajdą się chętni?",negative,5.0
"Nie, panie Refn. Nie nabierze mnie pan na swoje sztuczki. Doceniam konsekwencję. Doceniam dopracowaną formę filmową i fenomenalną muzykę. Nie dam się jednak omamić tym spektaklem.",negative,4.0
Brak pomysłu na rozwinięcie historii i dalszy los bohaterki.,negative,4.0
"Męczący, przeartyzowany, pretensjonalny, nieudany. I mimo, że znajdziemy w nim mocne i chwytające za gardło momenty, to całość jednak nie jest warta poświęconego czasu.",negative,4.0
"Jest odpychający i nie z inteligentnej przekory, a nowoczesnej metody konstruowania świata terapią szokową i nadużyciami emocjonalnymi.",negative,4.0
"Jest jednym z najgorszych filmów, jakie kiedykolwiek widziałem.",negative,1.0
"Pomysł banalnie prosty, zakończenie nieco zbyt przejaskrawione, ale wykonanie całości - pierwsza klasa.",positive,7.0
"Pozycja, która większości odbiorców wyda się nudna, bez polotu i stanie się zwyczajną stratą czasu. Jednak w tej produkcji można znaleźć kilka bardzo dobrych elementów, a także docenić ją, gdy w końcu spojrzymy na nią jak na typowe kino klasy B.",positive,7.0
Udana letnia rozrywka z bardzo ładnymi zdjęciami.,positive,7.0
Jeśli chcecie więc zobaczyć znowu rekiny na poważnie - polecam z przekonaniem.,positive,7.0
"Bardzo kameralny, przejrzysty, wciągający i trzymający w napięciu.",positive,7.0
"Niespodziewanie udane kino survivalowe, klimatem, wykonaniem oraz podjętą tematyką bezpośrednio nawiązujące do Szczęk. Można się czepiać detali, ganić przeciętne CGI, wypominać prostotę historii, jednak jej wymowa, wydźwięk i towarzysząca otoczka nie pozwalają przejść obok filmu obojętnie.",positive,7.0
"Imponujące panoramy, podkręcona saturacja barw, ujęcia z boskiej perspektywy i piękne wizualne pasaże pozwalają przymknąć oko na scenariuszowe absurdy, tandetne dubstepowe impresje i słabość reżysera do zwolnionego tempa.",positive,7.0
Na tle innych produkcji tego typu 183 metry strachu wypadają naprawdę przyzwoicie.,positive,6.7
"Jeśli jednak idziecie na ""183 metry strachu"" z nastawieniem ""rozerwijmy się trochę, podpompowując organizm adrenaliną i pocieszając się, że dzień spędzony w morzu to nie zawsze najlepszy pomysł"" - nie powinniście być tym seansem zawiedzeni.",positive,6.7
"Przez cały seans wbijałam paznokcie w ramię mojego towarzysza, jednocześnie świetnie się bawiąc. Widz doskonale wie, w jaką grę gra z nim twórca, ale ta świadomość jest źródłem satysfakcji, nie nudy.",positive,6.7
"Prosta, krótka, może trochę przewidywalna fabuła.",positive,6.0
"Przyzwoita i dobrze zrealizowana rozrywka. Są niczym wielki, dmuchany rekin pozbawiony ostrych zębów - film imponujący realizacyjnie, ale pozbawiony prawdziwej głębi.",positive,6.0
"Strachu tu niewiele, ale efektowność obrazu robi wrażenie, a jeszcze większe Blake Lively w roli głównej.",positive,6.0
Dość dobrze buduje napięcie.,negative,5.5
"Najgorszy okazuje się tu jednak epilog. Totalnie niepotrzebny, przesłodzony, jedynie psujący całkiem dobre wrażenie z tego ot przyzwoitego seansu.",negative,5.0
"Generalnie jest w tym filmie parę niedociągnięć, a akcja jest niezwykle rozwlekła. Do wielu rzeczy można się przyczepić, ale ""183 metry strachu"" ma jedną istotną zaletę - to dobry film, żeby zapomnieć o własnym strachu.",negative,5.0
"Nie wybijająca się produkcja, której daleko do ostatnich filmowych ""arcydzieł"" kiczu i tandety o rekinach ludojadach, ale równie daleko do ""Szczęk"" Spielberga.",negative,5.0
"Przeciętny film - widać potencjał, ale widać też sporo uproszczeń i pójścia po linii najmniejszego oporu. Nie jest to produkcja, którą trzeba natychmiast zobaczyć, po prostu, jeżeli macie czas i ochotę, możecie się na nią wybrać do kina.",negative,5.0
"Choć założenie jest trochę absurdalne, to już wykonanie głupie się nie wydaje.",negative,5.0
"Pomimo pięknych widoków, ""183 metry strachu"" nie oferują rewolucji w morskich thrillerach z rekinem w roli głównej.",negative,4.0
"Bardzo nierówny, pełen wyeksploatowanych klisz obraz, którego nie jest w stanie uratować przed osiąściem na mieliźnie nawet dobra postawa odtwórczyni głównej roli. Można obejrzeć, ale nie trzeba.",negative,3.5
"Jedyne co mają wspólnego ze swoim polskim tytułem to ilość metrów, blisko im za to do oryginalnego Shallows, oznaczającego mieliznę.",negative,3.0
"86 minut nudy, które nie oferują nic więcej niż instruktaż, jak poprawnie zawiązać opatrunek na zakrwawionej nodze.",negative,2.0
Dobrze poprowadzona historia.,positive,7.7
"Nie jest może genialnym i wyjątkowym filmem, ale to ciekawy kawałek biografii, dający wiele do refleksji na temat literatury.",positive,7.0
Pełen jest humoru i twórczego rozgardiaszu. Z silnymi bohaterami jest w stanie przykuć uwagę na dłużej i zadać pytania odnośnie dynamiki tworzenia.,positive,7.0
Dzięki niezawodnej grze aktorskiej Colina Firtha i Jude'a Lawa na pierwszy rzut oka nieciekawa opowieść staje się intrygującą wyprawą w krainę szaleństwa i geniuszu.,positive,7.0
Produkcja przemówi raczej do wąskiego grona odbiorców. Zapewne wzbudzi w nich również poseansową chęć sięgnięcia do źródeł celem zgłębienia szczegółów tej frapującej historii. I jako takiej wartościowości nie sposób jej odmówić.,positive,6.8
"W filmie występują Jude Law jako rozwichrzony artysta słowa i Colin Firth w typowej dla siebie roli opanowanego racjonalisty, umiejętnie skrywającego gejzer namiętności. Ogląda się ich z przyjemnością, obaj dają z siebie wszystko, choć nie są to kreacje oscarowe.",positive,6.7
"Niejeden widz wyjdzie z kina z przekonaniem, że Geniusz to obraz arcydzieła zniszczonego przez nadętego redaktora.",positive,6.0
"Bardzo nierówny. W którym postawiono na nakreślenie ciekawych osobowości, ale w którym niedosyt pozostawia samo przedstawienie fabuły, która została jakby wycięta z jakiejś nudnej książki biograficznej.",positive,6.0
"Miło, poprawnie, momentami nudno.",positive,6.0
"Dużo dobrych elementów, jak aktorstwo, scenografia i zdjęcia, nie zostały uzupełnione ponad coś, co wyniosłoby produkcję jeszcze wyżej. Brakuje jakże potrzebnego dystansu do siebie czy choćby autotematycznego mrugnięcia okiem.",positive,6.0
"Twórca Geniusza dostał do obróbki porządny, rzemieślniczy scenariusz. Poprawny, ale bez żadnego błysku - i taki właśnie zrobił film.",positive,6.0
Wszystko jest na opak.,negative,5.0
Wspaniali aktorzy i niezwykłe umysły w bardzo konwencjonalnym filmie. Szkoda.,negative,5.0
"Dopiero co wyszedłem z sali kinowej, a już przebieram nogami, by móc zobaczyć kolejny film, viral, cokolwiek, co wyjdzie w przyszłości spod ręki Davida F. Sandberga.",positive,9.0
"Nie przegapcie tego filmu - to najlepszy horror, jaki w tym roku nawiedził nasze kina.",positive,8.3
"Krótki czas trwania i uniwersalny motyw ciemności sprawiają, że każdy wyjdzie z seansu zadowolony, a złowieszczo rysująca się w cieniu sylwetka jeszcze długo będzie towarzyszyła sięganiu dłonią do wyłącznika światła.",positive,8.0
"Po prostu kompetentny, klimatyczny, oparty na prostym pomyśle horror i nie mam pretensji o to, że nie jest i nie stara się być czymś więcej.",positive,8.0
"Choć pewne wady nie pozwolą nazwać ""Kiedy gasną światła"" arcydziełem, trzeba otwarcie przyznać, że to jeden z najlepszych horrorów ostatnich lat.",positive,7.5
"Na pewno nie stanowią przełomu w kinie grozy, ale też nie zawodzi, dostarczając widzowi zacnej dawki strachu, jak i udowadniając, że ten gatunek nie powiedział jeszcze ostatniego słowa. Oby więcej podobnych produkcji.",positive,7.0
"Poza świetną grą aktorską, dobrą muzyką ten film chciało się oglądać i wiedzieć co będzie dalej.",positive,7.0
Twórca postawił na intrygującą historię trzymającą w napięciu już od pierwszych chwil jej trwania aż do ostatnich minut.,positive,7.0
"Mały, skromny horror. Nieduża obsada, w sumie raptem trzy miejsca, w których rozgrywa się cała akcja, i jest świetnie.",positive,7.0
"Niezły horror, przerażający i trzymający w napięciu aż do smutnego końca, jednak nie taki straszny, by go nadal przeżywać po seansie.",positive,6.7
"Twórcy sami sobie postawili pewne ograniczenia, które pod koniec filmu już nie zdawały egzaminu. Z tego powodu widz mógł wyrobić sobie odporność na ""straszne momenty"" i zacząć ziewać przez powtarzające się próby przestraszenia go i sprawiło to, że potencjał nie został do końca wykorzystany.",positive,6.5
"Nie bójcie się że to kolejny nudny i mało straszny film grozy, bójcie się raczej zgaszonego światła, bo w tym przypadku negatywnych epitetów nie przychodzi mi na myśl aż tak wiele.",positive,6.0
"W nie zawsze zgrabny sposób korzysta z tego, co horror dawno wypracował. Jeśli jednak za główne kryterium dobrego kina grozy uznamy nasz przyśpieszony puls, to film Sandberga okaże się całkiem udany.",positive,6.0
"Działa jako rewelacyjny straszak przez pierwszą połowę filmu, niestety, gdy twórcy zaczynają wyjaśniać genezę Diany produkcja szybko popada w schematy współczesnych ghost story.",positive,6.0
Nie da się jednak odmówić chwytliwego pomysłu i jeszcze lepszych bohaterów.,positive,6.0
"Mogą się poszczycić masą świetnych pomysłów, ale zostały one pogrzebane pod grubą warstwą jump scare'ów, które po czasie nudzą.",negative,5.0
"Miało być dobrze, a wyszedł zawód z cholernie głośnymi jump scare'ami.",negative,5.0
"Budzi mocno ambiwalentne odczucia. Z jednej strony razi brakiem oryginalności i przeciętnym wykonaniem, z drugiej sprawia, że nocna wycieczka do toalety może przez pewien czas okazać się wyzwaniem.",negative,5.0
"Praktycznie nie trzyma w napięciu, a elementy grozy nadają się częściej na pastisz niż do przestraszenie kogokolwiek.",negative,5.0
Kolejny przyzwoity horror tego lata.,negative,5.0
"Znacznie uboższa wersja ""Babadooka"".",negative,4.0
"Dla wyjadaczy horroru i zwykłych widzów Kiedy zgasną światła będzie niczym jazda rowerem z górki. Dla tych pierwszych czymś banalnym, dla drugich bezbolesnym spędzeniem czasu.",negative,4.0
"Dzięki zastosowaniu jakże nowatorskiego i współczesnego pomysłu oparcia osi fabularnej o dorobek naukowy doktora Zygmunta Freuda wszystko nabiera nowobogackiego sznytu, odznaczając się silnym inteligenckim podszyciem, stanowiącym idealny kontrapunkt dla rubasznego charakteru pierwotnej natury żartów na temat stosunków damsko-męskich.",positive,6.2
"Żenująca polska komedia o ""skromnym freudyście z Krakowa"" - jak mówi o sobie główny bohater, do którego pacjentki nie wiedzieć czemu walą drzwiami i oknami.",negative,1.7
Podsumować cały seans można dwoma słowami: straszny wstyd.,negative,1.0
Spuśćmy na tę produkcję zasłonę milczenia.,negative,1.0
Nakręcone pół amatorsko sceny wywołują większe zmęczenie materiałem niż co u drugiego amatora sztuki filmowej szykującego swoją etiudę.,negative,1.0
"Każda negatywna recenzja oddaje nam, zwykłym widzom, władzę decyzyjną, bo decyzja może być jedna, kolektywna: nie kupujmy.",negative,1.0
Czasem z chaosu rodzą się arcydzieła. Tym razem mamy spektakularną wtopę.,negative,1.0
"W idealnym świecie ""Kobiety bez wstydu"" byłyby lekką komedyjką w stylu - powiedzmy - późnych filmów Woody'ego Allena. Tymczasem w naszej rzeczywistości są żenującym filmopodobnym tworem: mentalną, obyczajową i realizacyjną ramotką.",negative,1.0
"Zabawny, przewrotny, niepozbawiony złośliwości, a zarazem czuły film, który w dobie kryzysu męskości niejednemu zagubionemu panu może paradoksalnie przynieść pocieszenie.",positive,8.0
"Ogląda się tą zgoła infantylną olimpiadę spod znaku ""boys will be boys"" z rosnącym rozbawieniem, a zarazem uznaniem dla reżyserki, jak wiele ciekawych obserwacji potrafi wyciągnąć ze spiętrzenia kilku absurdów na ograniczonej przestrzeni.",positive,8.0
"Z filmów greckiej nowej fali, jakie zawędrowały do Polski, Chevalier jest jednym z najlepszych. Nie ma w nim może takiej formalnej dezynwoltury jak w znakomitym Płomieniu, jednak niegłupie kino, na którym można się pośmiać pojawia się tak rzadko, że przegapienie obrazu Tsangari byłoby niedopuszczalne.",positive,8.0
"Ciepło i błyskotliwie sprzeciwia się podbijaniu legitymacji męskiej dominacji, a raczej z umiejętnym sarkazmem i świetnie rozłożoną ironią, bez ośmieszania, wciąga nas za kulisy człowieczeństwa.",positive,7.5
"To, co naprawdę sprzedaje ten film, to sposób podania. Wczasowiczom reżyserka wycięła jakiekolwiek poczucie humoru - każdą bzdurę wszyscy traktują z wyjątkową powagą, a rozmowy to miks czegoś między dziecięcymi sprzeczkami a spotkaniami biznesowymi.",positive,7.0
"Ciekawy temat, ważne przemyślenia, autentyczność.",positive,7.0
"Z pewnością warta uwagi produkcja, która prezentuje wysokim poziom zarówno w warstwie fabularnej, jak i audiowizualnej.",positive,7.0
"Jest bez wątpienia przykładem wybitnego filmowego rzemiosła. Wspaniale skonstruowaną filmową maszynką, która jednak - nie mogę uwolnić się od tej myśli - działa chyba trochę na jałowym biegu.",positive,7.0
"Obraz bardzo ironiczny, wręcz prześmiewczy, lekki, ale i pełen złośliwości. Zabawa na jachcie wciąga nie tylko służących, którym się udziela ale i widzów.",positive,6.7
"W przewrotny sposób opowiada o kryzysie męskości, doprowadzając rywalizację do granic absurdu.",positive,6.7
"Dzieje się tu stosunkowo niewiele, a przynajmniej na pierwszym planie. Na drugim jest zdecydowanie ciekawiej. Trzeba tylko do niego dotrzeć.",positive,6.0
"Miał być komedią, ale bawi stosunkowo rzadko. Pojawiają się w nim też sceny przedstawiające zachowania bohaterów wręcz żenujące.",negative,5.0
"Miejscami się wlecze, przypomina jednostronną karykaturę, niemniej feministkom na pewno się spodoba.",negative,5.0
"Jest dziełem dotykającym wybitności. Trudno nie zachwycić się niezwykłą umysłową i filmową kulturą autora, wolną od pretensji erudycją, swobodą i subtelnością prowadzenia wywodu.",positive,9.0
"Robi kolosalne wrażenie dzięki dyskretnej metodzie realizacji oraz nowej, oryginalnej formie łączącej różne gatunki.",positive,8.3
"Metaforyczna opowieść o historii Chile opowiedziana przez pryzmat specyficznego położenia tego kraju na globie ziemskim, jego krajobrazu i otoczenia naturalnego w postaci gór, pustyni i oceanu.",positive,8.0
Perełka wśród współczesnego dokumentu.,positive,8.0
"Niezwykły dokument, zachwycający swoją spokojną, uduchowioną formą, który przez nią może się też wydać niektórym widzom dość trudny w odbiorze. Warto jednak zaryzykować i spróbować poznać tajemnicę ""Perłowego guzika"", bo jest jedyny w swoim rodzaju.",positive,7.0
"Nie każdego meto Guzmana, typowa bardziej dla literackiego eseju, przekona: wydobyte tu związki można uznać za zbyt naciągane, przejścia - zbyt dowolne, kosmiczny kontekst dla doczesnych zbrodni - nieco pretensjonalny, a głos reżysera dobiegający zza ekranu - zbyt rozegzaltowany. Ale niecodzienne kino, nie ma dwóch zdań.",positive,6.7
"Guzmán, ze swoją emocjonalną narracją, wywoływaniem duchów i opowieściami o kwazarach wplecionymi w wywiady z dawnymi dysydentami, to dla mnie bardziej szaman niż dokumentalista.",positive,6.0
"Przede wszystkim świetne zdjęcia, emocjonujące fragmenty wyścigu, a także mrożące krew w żyłach sceny dramatycznych kolizji.",positive,6.0
"Miłośników czterech kółek nie trzeba będzie długo namawiać, aby sięgnęli po dokument Erskine'a. Ci, którzy w samochodach zajmują wyłącznie fotel pasażera, a hamulec mylą ze sprzęgłem, również powinni znaleźć tu coś dla siebie.",positive,6.0
"Bardzo jest to wszystko efektownie nakręcone i dla miłośników tego sportu - niezależnie od płci! - film będzie prawdziwą gratką. Nie muszę też chyba dodawać, że tempo ma dobre.",negative,5.0
Przeciętnie wykonany recykling pomysłów z całej antologii.,positive,6.0
"Dobre, dowcipne, z niezłym tempem, świetnie animowane, ale z dwoma problemami.",negative,5.0
"Jest animacją piękną, kolorową i przepełnioną atrakcyjnymi scenografiami. Odnosi się wręcz wrażenie, że twórcy przyprawiającymi o oczopląs krajobrazami chcieli zastąpić sensowną opowieść. Niestety, tak to nie działa.",negative,5.0
"Pełno w tym filmie podobieństw, a schemat fabuły dobrze jest znany z poprzednich części.",negative,5.0
"Początek zachęcający, końcówka daje radę, środek słaby.",negative,5.0
"Z jednej strony wydaje się, że seria nic nie traci ze swojego uroku. Z drugiej jednak można odczuć pewne wyczerpanie komediowego potencjału.",negative,5.0
"Brak uroku, a i z humorem nie jest najlepiej. Na szczęście są sympatyczni bohaterowie. Choć tym razem nawet ich za dużo.",negative,5.0
"Blue Sky Studios oraz Twentieth Century Fox Animation powinni pozwolić odejść swoim bohaterom w stronę zachodzącego Słońca, a resztę ich przygód zostawić wyobraźni widzów.",negative,4.0
"Nie jest źle, ale można odczuć wrażenie, że seria ta już się wypaliła.",negative,4.0
"Piąta odsłona, walcząca o uwagę widza najmniej wyszukanymi środkami, jest już definitywnym argumentem za tym, że czas najwyższy zostawić też serię na lodzie.",negative,4.0
"Lody stopniały, czar prysł.",negative,3.3
"Inteligentne poczucie humoru z pierwszej części cyklu ustępuje tu miejsca marnym dowcipom związanym z fekaliami oraz anatomicznymi częściami ciała, a charakterystyczny humor sytuacyjny jest wyraźnie prowokowany i wywoływany na siłę.",negative,3.0
Jason Bourne powrócił w wielkim stylu.,positive,8.0
Naprawdę świetnie zrealizowane kino akcji.,positive,8.0
"Naprawdę, dokładnie tego oczekiwałem.",positive,8.0
"Jest jak noworoczne fajerwerki. Pełen ekscytacji i napięcia, barwnych zaskoczeń i oczekiwanych wybuchów.",positive,8.0
Jeden z najlepszych akcyjniaków tego roku.,positive,7.5
"Nie jest to może produkt idealny, w kilku fragmentach bywa naiwny, w innych zbyt banalnie podchodzi do opisanego wyżej problemu inwigilacji. Z drugiej strony jest to dla mnie jedna z wyróżniających się superprodukcji tego lata, nawet niegłupia, zrealizowana z serduchem.",positive,7.3
Trzymające w napięciu kino sensacyjne.,positive,7.0
"Trzymający w napięciu film akcji, nakręcony kamerą z ręki, imponujący paradokumentalnym charakterem oraz świetnym, dynamicznym montażem.",positive,7.0
"Mimo pewnej wtórności, najnowszy Bourne jest kinem akcji pod względem realizacyjnym dopiętym na ostatni guzik.",positive,7.0
"Szybki hi-tech thriller. Bez przystanków, bez przerwy na papierosa, bez ustanku w biegu.",positive,7.0
"Świetna i obowiązkowa rozrywka dla fanów serii, a jednocześnie sposób na przełamanie rutyny i monotonii zarażonych techniką CGI sensacyjnych produkcji ostatnich lat.",positive,7.0
Jason Bourne powrócił serwując nam silne uderzenie.,positive,7.0
"Choć nowy Bourne nie jest tak świeży i błyskotliwy, jak jego poprzednik, to daje nadzieję na przyszłość na ewolucję serii, jak i bohatera.",positive,6.7
"Ja to wszystko kupuję, na pewno nie z aż tak rozdziawioną paszczą jak na Bondzie, ale w kategoriach filmu o młócce ""Jason Bourne"" wyznacza solidny standard.",positive,6.7
"Atrakcyjne kino, które może nie zaskakuje, ale na pewno nie nudzi.",positive,6.7
"Twórcy zrobili wszystko, by uwiarygodnić sensacyjną historię, nasączając ją kolorytem bieżących afer politycznych.",positive,6.7
"Nie ukrywam, że po reżyserze takich perełek jak ""Ultimatum Bourne""a"" i ""Kapitan Phillips"" oczekiwałem czegoś lepszego i bardziej zaskakującego.",positive,6.5
Wizualnie z pewnością jedna z lepszych odsłon - jak nie najlepsza. Jednak nadal ubolewam nad scenariuszem.,positive,6.1
"Poza tym, że film jest raczej fabularnie zbędny i mętny, Greengrass zabiera nas na przejażdżkę bez trzymanki. Sceny w tłumach, pościgi i strzelaniny są aż palce lizać. Matt się nic nie zestarzał i ciągle daje radę.",positive,6.0
"W ekscytującym maratonie gonitw, strzelanin i mordobicia rozmywają się, niestety, aktorskie osobowości.",positive,6.0
"Sprawnie zrealizowane kino akcji, które dobrze się ogląda. Nie jest to raczej tytuł, do którego będzie chciało się wracać, ale dwugodzinny seans może zapewnić przyjemną rozrywkę.",positive,6.0
"Może być interesujący dla tych, którzy przygodę z JB właśnie zaczynają, ale ostatecznie pewnie wyda się dosyć nudny wszystkim tym, którzy po - powiedzmy sobie szczerze - średnich lotów Dziedzictwie Bourne'a oczekiwali powiewu świeżości, tak jak w 2. i 3. części.",negative,5.0
"Nie do końca spełnia oczekiwania z nim związane. Dla każdego innego bohatera byłoby to zapewne porządne dzieło z gatunku kina akcji, które ogląda się dla relaksu w domowym zaciszu. Od duetu Greengrass-Damon wymaga się jednak o wiele więcej.",negative,5.0
